start year,start month,end year,end month,from,Hard Broadcast News,Left Wing Cable,No or Minimal News,Other Cable,Right Wing Cable,Soft Broadcast News,Spanish News
2016,8,2019,1,Soft Broadcast News,7690228.960,431754.293,8699295.550,,487650.647,,
2016,8,2019,1,Spanish News,259265.836,247848.956,3238570.664,,,79653.094,
2016,8,2019,2,Hard Broadcast News,,2702233.039,7733778.825,,542980.534,,
2016,8,2019,2,Left Wing Cable,,,4015604.691,,1078818.031,,
2016,8,2019,2,Other Cable,2857357.139,156448.373,6422775.423,,,,183131.108
2016,8,2019,2,Right Wing Cable,,,3619672.820,108103.990,,,65014.645
2016,8,2019,2,Soft Broadcast News,8968101.372,362231.326,9389534.557,116268.721,599857.264,,
2016,8,2019,2,Spanish News,341759.452,109923.063,3440328.383,,,92824.980,
2016,8,2019,3,Hard Broadcast News,,2102459.457,9367951.399,,128580.462,,
2016,8,2019,3,Left Wing Cable,,,4295429.109,263198.859,1097188.858,,
2016,8,2019,3,Other Cable,1549146.939,,6170726.935,,,,66570.903
2016,8,2019,3,Right Wing Cable,,,3769936.509,207977.273,,,47492.464
2016,8,2019,3,Soft Broadcast News,8051575.082,142452.205,9376053.951,199329.255,446895.919,,
2016,8,2019,3,Spanish News,284014.167,134909.921,3913483.581,,,126647.298,
2016,8,2019,4,Hard Broadcast News,,2094379.467,12365652.782,,388235.232,,
2016,8,2019,4,Left Wing Cable,,,4707903.360,429594.894,1126279.618,,
2016,8,2019,4,Other Cable,1021502.047,,6636995.702,,,,94958.091
2016,8,2019,4,Right Wing Cable,,,4074146.494,273344.106,,,39731.778
2016,8,2019,4,Soft Broadcast News,7565836.810,112812.352,9917527.298,282275.739,408824.108,,
2016,8,2019,4,Spanish News,227646.261,160642.399,4104951.637,,,130238.511,
2016,8,2019,5,Hard Broadcast News,,1852487.345,10846306.611,,,,
2016,8,2019,5,Left Wing Cable,,,5044577.279,451120.472,1165713.361,,
2016,8,2019,5,Other Cable,1491761.258,,6782425.485,,,,55311.370
2016,8,2019,5,Right Wing Cable,121652.373,,4235367.014,316456.741,,,34393.609
2016,8,2019,5,Soft Broadcast News,8196753.549,65047.234,9784783.189,319169.396,312513.850,,
2016,8,2019,5,Spanish News,243771.813,148297.858,3902243.885,,,154171.758,
2016,8,2019,6,Hard Broadcast News,,1574805.178,11534926.582,,,,
2016,8,2019,6,Left Wing Cable,,,4874639.669,438045.133,1099604.390,,
2016,8,2019,6,Other Cable,1325881.848,,7230715.760,,,,
2016,8,2019,6,Right Wing Cable,152075.247,,4319271.501,326534.410,,,14257.282
2016,8,2019,6,Soft Broadcast News,9382363.236,176694.844,10538996.138,647556.329,324251.864,,
2016,8,2019,6,Spanish News,272076.791,123980.936,4050803.855,50.447,,111835.648,
2016,8,2019,7,Hard Broadcast News,,3739029.653,14601339.339,,647485.590,,
2016,8,2019,7,Left Wing Cable,,,4619156.554,,1108445.050,,
2016,8,2019,7,Other Cable,784224.721,210804.655,8035244.569,,8412.810,,32683.615
2016,8,2019,7,Right Wing Cable,,,4189906.007,,,,22351.824
2016,8,2019,7,Soft Broadcast News,8749460.526,288923.382,10660617.956,591737.702,467970.081,,
2016,8,2019,7,Spanish News,177984.502,147823.389,4168311.320,,,60719.561,
2016,8,2019,8,Hard Broadcast News,,3686051.427,14990416.274,,682167.525,,
2016,8,2019,8,Left Wing Cable,,,5865176.909,388970.055,1177719.115,,
2016,8,2019,8,Other Cable,122086.689,,8232557.923,,,,37110.970
2016,8,2019,8,Right Wing Cable,,,4374895.104,116405.867,,,38798.566
2016,8,2019,8,Soft Broadcast News,8099031.236,204748.124,10717441.440,684085.250,366220.307,,
2016,8,2019,8,Spanish News,248353.244,141251.809,4405483.029,,,79634.981,
2016,8,2019,9,Hard Broadcast News,,2992032.446,11620994.357,,288136.023,,
2016,8,2019,9,Left Wing Cable,,,5553386.309,86467.152,1181709.209,,
2016,8,2019,9,Other Cable,1730770.643,,8436528.499,,,,66495.382
2016,8,2019,9,Right Wing Cable,,,4268803.451,109817.180,,,56184.699
2016,8,2019,9,Soft Broadcast News,9492110.341,345560.796,10250599.699,400687.922,307725.963,,
2016,8,2019,9,Spanish News,249074.060,169801.017,4382662.900,,,103886.158,
2016,8,2019,10,Hard Broadcast News,,4076573.040,12355497.229,,486317.568,,
2016,8,2019,10,Left Wing Cable,,,5199325.631,,1157765.300,,
2016,8,2019,10,Other Cable,1941139.111,139164.079,8446397.288,,,,40115.342
2016,8,2019,10,Right Wing Cable,,,4252721.395,92932.588,,,29520.563
2016,8,2019,10,Soft Broadcast News,8406284.386,394305.175,10140435.721,194085.481,430170.200,,
2016,8,2019,10,Spanish News,165255.471,151361.139,4717860.049,,,127412.925,
2016,8,2019,11,Hard Broadcast News,,3681854.619,11409511.145,,459115.697,,
2016,8,2019,11,Left Wing Cable,,,5295740.709,,1199957.940,,
2016,8,2019,11,Other Cable,2147511.766,117484.364,8048395.067,,21172.445,,45353.207
2016,8,2019,11,Right Wing Cable,,,4210547.461,,,,33288.988
2016,8,2019,11,Soft Broadcast News,10086618.892,357133.844,9902891.420,344132.092,381361.744,,
2016,8,2019,11,Spanish News,197545.158,178135.835,4604860.912,,,122105.822,
2016,8,2019,12,Hard Broadcast News,,3033080.365,10558458.019,,597496.105,,
2016,8,2019,12,Left Wing Cable,,,5221656.749,,1174119.251,,
2016,8,2019,12,Other Cable,2906868.704,196521.988,8349625.469,,178336.756,,163468.577
2016,8,2019,12,Right Wing Cable,,,3886973.772,,,,45597.919
2016,8,2019,12,Soft Broadcast News,9362938.028,178760.353,9899340.191,59568.998,432254.144,,
2016,8,2019,12,Spanish News,315324.560,173306.426,5118641.040,,,158025.243,
2016,8,2020,1,Hard Broadcast News,,4333335.140,11284548.213,,1577161.072,,
2016,8,2020,1,Left Wing Cable,,,4662493.555,,1210509.897,,
2016,8,2020,1,Other Cable,2627574.381,231032.279,8300609.791,,383878.337,,138005.513
2016,8,2020,1,Right Wing Cable,,,3254386.804,,,,28869.564
2016,8,2020,1,Soft Broadcast News,10770630.318,602928.063,10290043.932,290751.902,777319.015,,
2016,8,2020,1,Spanish News,297019.141,206569.006,4507551.911,,,125874.856,
2016,8,2020,2,Hard Broadcast News,,2984911.447,12296194.452,,1614816.021,,
2016,8,2020,2,Left Wing Cable,,,5388917.477,408084.706,1188160.801,,
2016,8,2020,2,Other Cable,2438937.447,,8537934.471,,426382.538,,170520.274
2016,8,2020,2,Right Wing Cable,,,3388712.852,,,,50709.834
2016,8,2020,2,Soft Broadcast News,10019787.799,407036.252,10666288.826,371891.976,821459.870,,
2016,8,2020,2,Spanish News,227579.900,114216.949,5094340.505,,,151969.729,
2016,8,2020,3,Hard Broadcast News,,6720854.284,8006878.091,,2955995.440,,
2016,8,2020,3,Left Wing Cable,,,2677178.593,,1324524.630,,
2016,8,2020,3,Other Cable,3347788.741,768978.718,7932410.049,,846425.042,,192112.898
2016,8,2020,3,Right Wing Cable,,,1993413.722,,,,11222.667
2016,8,2020,3,Soft Broadcast News,12140077.642,1345771.160,9997967.523,259668.951,1143062.399,,
2016,8,2020,3,Spanish News,253027.938,167600.046,3826905.408,,,77485.329,
2016,8,2020,4,Hard Broadcast News,,6416285.221,12881282.034,,3173607.019,,
2016,8,2020,4,Left Wing Cable,,,4548164.724,,1577012.629,,
2016,8,2020,4,Other Cable,2653795.916,506210.735,9115794.550,,743126.051,,161371.849
2016,8,2020,4,Right Wing Cable,,,3286544.540,,,,19375.784
2016,8,2020,4,Soft Broadcast News,10007519.649,1140972.046,10913748.037,266124.900,1136405.757,,
2016,8,2020,4,Spanish News,137793.604,169028.331,4862735.937,,,67363.468,
2016,8,2020,5,Hard Broadcast News,,6430284.933,15511087.843,,2700720.302,,
2016,8,2020,5,Left Wing Cable,,,4833009.335,,1417092.332,,
2016,8,2020,5,Other Cable,2745077.306,514991.965,9911885.304,,628659.946,,117031.298
2016,8,2020,5,Right Wing Cable,,,4225827.731,,,,9206.081
2016,8,2020,5,Soft Broadcast News,9832236.426,1047074.009,11522734.499,443339.272,860239.620,,
2016,8,2020,5,Spanish News,144935.941,172870.814,5836430.563,,,95402.910,
2016,8,2020,6,Hard Broadcast News,,6456758.450,17138528.217,,2875850.886,,
2016,8,2020,6,Left Wing Cable,,,5139999.288,,1632072.596,,
2016,8,2020,6,Other Cable,2386590.146,358691.319,10226430.553,,552337.760,,108455.719
2016,8,2020,6,Right Wing Cable,,,4715842.538,,,,13316.665
2016,8,2020,6,Soft Broadcast News,10514199.380,1196482.120,12280802.269,585238.613,1134236.097,,
2016,8,2020,6,Spanish News,265258.879,174187.694,6223670.581,,,117462.672,
2016,8,2020,7,Hard Broadcast News,,6093512.678,19190633.483,,2668611.104,,
2016,8,2020,7,Left Wing Cable,,,6712298.527,,1719590.769,,
2016,8,2020,7,Other Cable,1787438.927,56445.912,10583100.553,,364558.975,,177298.879
2016,8,2020,7,Right Wing Cable,,,5692935.284,,,,7094.261
2016,8,2020,7,Soft Broadcast News,10551362.137,956861.750,12627158.845,610901.027,1109758.063,,
2016,8,2020,7,Spanish News,162511.208,162057.070,6626412.185,,,106381.747,
2016,8,2020,8,Hard Broadcast News,,6700303.452,18583472.806,,3197745.265,,
2016,8,2020,8,Left Wing Cable,,,5847092.205,,1632917.318,,
2016,8,2020,8,Other Cable,1474348.862,112217.460,10987150.037,,642989.523,,110898.976
2016,8,2020,8,Right Wing Cable,,,4886671.220,,,,21254.842
2016,8,2020,8,Soft Broadcast News,11030117.395,1227825.041,12907723.716,660507.382,1324620.998,,
2016,8,2020,8,Spanish News,97302.047,145140.167,6799114.830,,,65487.457,
2016,8,2020,9,Hard Broadcast News,,5536107.865,14891414.615,,2833899.052,,
2016,8,2020,9,Left Wing Cable,,,6039676.261,,1820404.411,,
2016,8,2020,9,Other Cable,2413444.644,200215.996,10991841.304,,651824.723,,91968.294
2016,8,2020,9,Right Wing Cable,,,4181692.403,,,,
2016,8,2020,9,Soft Broadcast News,11216056.094,1022500.779,12872205.105,633978.283,1312810.342,,
2016,8,2020,9,Spanish News,238721.407,151927.642,7021336.520,,5970.876,88978.740,
2016,8,2020,10,Hard Broadcast News,,6338449.141,12819160.379,,3470635.464,,
2016,8,2020,10,Left Wing Cable,,,5239610.136,,1753949.567,,
2016,8,2020,10,Other Cable,2767732.814,587333.095,10659350.956,,934182.011,,87811.944
2016,8,2020,10,Right Wing Cable,,,3623275.880,,,,
2016,8,2020,10,Soft Broadcast News,12228225.227,1455353.594,12759772.226,757008.210,1509832.774,,
2016,8,2020,10,Spanish News,386089.350,217528.602,7204669.935,,19242.004,67929.153,
2016,8,2020,11,Hard Broadcast News,,12217490.892,10263429.996,,5480068.701,,
2016,8,2020,11,Left Wing Cable,,,2103226.986,,1688171.513,,
2016,8,2020,11,Other Cable,3542245.694,2437429.698,10855195.761,,1422358.408,,167814.165
2016,8,2020,11,Right Wing Cable,,,1660004.103,,,,
2016,8,2020,11,Soft Broadcast News,11919137.279,2299141.658,12203257.851,518007.396,1657848.741,,
2016,8,2020,11,Spanish News,382875.530,458608.066,6118334.249,,93276.921,87491.605,
2016,8,2020,12,Hard Broadcast News,,8250865.214,17193951.523,,3490265.148,,
2016,8,2020,12,Left Wing Cable,,,7780803.882,,1635655.836,,
2016,8,2020,12,Other Cable,2695169.059,1002725.345,11711768.518,,103448.370,,183938.812
2016,8,2020,12,Right Wing Cable,,,7647559.239,,,,27238.765
2016,8,2020,12,Soft Broadcast News,9360703.258,737574.546,12717507.051,464028.519,858305.863,,
2016,8,2020,12,Spanish News,163799.394,207358.085,7401298.977,,,119828.333,
2016,8,2021,1,Hard Broadcast News,,11875063.182,13375168.007,,4207491.051,,
2016,8,2021,1,Left Wing Cable,,,4119257.173,,1518588.997,,
2016,8,2021,1,Other Cable,3931179.478,2179744.377,11456217.195,,472092.951,,167156.650
2016,8,2021,1,Right Wing Cable,,,6403614.723,,,,23796.023
2016,8,2021,1,Soft Broadcast News,13213647.871,2060673.352,13032596.954,482049.132,1357400.895,,
2016,8,2021,1,Spanish News,194637.717,461250.117,6941519.848,,,114651.688,
2016,8,2021,2,Hard Broadcast News,,9421025.387,20276497.443,,3799464.235,,
2016,8,2021,2,Left Wing Cable,,,8901786.076,,1566048.790,,
2016,8,2021,2,Other Cable,1878030.936,254679.105,11719694.345,,,,118955.762
2016,8,2021,2,Right Wing Cable,,,8793920.885,180004.664,,,
2016,8,2021,2,Soft Broadcast News,11772323.064,1359292.962,13630853.056,711533.501,1211515.515,,
2016,8,2021,2,Spanish News,178362.703,369953.712,8507274.529,,2348.952,161242.021,
2016,8,2021,3,Hard Broadcast News,,6833198.819,19687946.357,,3339156.425,,
2016,8,2021,3,Left Wing Cable,,,10079043.432,549744.693,1577716.644,,
2016,8,2021,3,Other Cable,1953572.462,,11727112.530,,,,126919.702
2016,8,2021,3,Right Wing Cable,,,8778250.039,356196.538,,,37737.321
2016,8,2021,3,Soft Broadcast News,10836924.831,608353.648,13599398.310,560192.465,1084834.359,,
2016,8,2021,3,Spanish News,127874.420,252334.311,7948794.225,,,127778.830,
2016,8,2021,4,Hard Broadcast News,,6329188.451,19766939.052,,3167198.204,,
2016,8,2021,4,Left Wing Cable,,,9717093.971,491239.609,1641456.197,,
2016,8,2021,4,Other Cable,1766482.944,,12082135.036,,,,153297.697
2016,8,2021,4,Right Wing Cable,,,9007077.862,303784.729,,,54479.552
2016,8,2021,4,Soft Broadcast News,11130589.205,590621.752,13498764.016,594060.170,1172202.126,,
2016,8,2021,4,Spanish News,62603.439,263019.140,7948635.498,,,108552.520,
2016,8,2021,5,Hard Broadcast News,,5628238.194,21334993.536,,3055338.559,,
2016,8,2021,5,Left Wing Cable,,,10754716.545,796568.035,1660256.442,,
2016,8,2021,5,Other Cable,1762183.113,,12741459.040,,,,116241.261
2016,8,2021,5,Right Wing Cable,,,9556472.711,295746.104,,,35096.366
2016,8,2021,5,Soft Broadcast News,10378506.101,306046.501,13671021.604,474304.819,1089576.116,,
2016,8,2021,5,Spanish News,93205.852,212000.706,8051935.390,,,120292.609,
2016,8,2021,6,Hard Broadcast News,,5766049.501,23294373.593,,3113777.895,,
2016,8,2021,6,Left Wing Cable,,,11309557.036,1110462.650,1615250.147,,
2016,8,2021,6,Other Cable,957236.378,,12899467.216,,,,117641.501
2016,8,2021,6,Right Wing Cable,,,9603594.116,293325.049,,,53443.763
2016,8,2021,6,Soft Broadcast News,10301585.124,318216.839,14069319.025,696621.481,1043369.128,,
2016,8,2021,6,Spanish News,50192.532,144046.163,8061654.584,,,123966.951,
2016,8,2021,7,Hard Broadcast News,,5806311.708,22662484.056,,3085126.628,,
2016,8,2021,7,Left Wing Cable,,,11470311.104,524462.752,1606944.547,,
2016,8,2021,7,Other Cable,2122959.390,,15035942.209,,,,211033.474
2016,8,2021,7,Right Wing Cable,,,9917367.966,266103.170,,,74977.743
2016,8,2021,7,Soft Broadcast News,10183203.660,271016.644,13668002.305,424043.908,903975.682,,
2016,8,2021,7,Spanish News,147411.739,160345.422,8243706.215,,,171404.241,
2016,8,2021,8,Hard Broadcast News,,6062966.321,22272271.185,,3870550.176,,
2016,8,2021,8,Left Wing Cable,,,10890698.878,690676.526,1619139.676,,
2016,8,2021,8,Other Cable,1891089.422,,14151295.048,,332644.088,,110567.668
2016,8,2021,8,Right Wing Cable,,,8306818.353,,,,40640.130
2016,8,2021,8,Soft Broadcast News,10489246.595,297664.580,13755978.660,436749.715,1242478.714,,
2016,8,2021,8,Spanish News,59468.932,219218.551,8469317.667,,,170187.048,
2016,8,2021,9,Hard Broadcast News,,5076069.804,22785477.335,,3479196.621,,
2016,8,2021,9,Left Wing Cable,,,11293166.047,947982.117,1711746.592,,
2016,8,2021,9,Other Cable,2083015.776,,13488077.920,,121248.362,,123013.088
2016,8,2021,9,Right Wing Cable,,,8796170.756,,,,69829.250
2016,8,2021,9,Soft Broadcast News,10601997.119,137070.301,14039081.572,536062.895,1108988.927,,
2016,8,2021,9,Spanish News,125323.153,206102.267,8334170.392,,,143077.042,
2016,8,2021,10,Hard Broadcast News,,4134055.542,21528618.919,,3382465.854,,
2016,8,2021,10,Left Wing Cable,,,12045965.096,1344055.518,1751327.746,39100.155,
2016,8,2021,10,Other Cable,2120771.985,,13285725.183,,19950.483,,115384.133
2016,8,2021,10,Right Wing Cable,,,9281904.188,,,,40157.307
2016,8,2021,10,Soft Broadcast News,10549616.461,,13980190.300,546992.494,1066094.321,,
2016,8,2021,10,Spanish News,160638.398,193146.243,8374210.325,,,146124.104,
2016,8,2021,11,Hard Broadcast News,,4145874.436,21876574.541,,3719791.526,,
2016,8,2021,11,Left Wing Cable,,,11962159.144,1489454.004,1749881.385,,
2016,8,2021,11,Other Cable,2109371.532,,13052218.797,,295004.471,,183115.325
2016,8,2021,11,Right Wing Cable,,,8452020.666,,,,24046.748
2016,8,2021,11,Soft Broadcast News,10124582.690,13582.891,13557333.385,435033.645,1185400.547,,
2016,8,2021,11,Spanish News,110847.932,200756.723,8397418.501,,,186608.048,
2016,8,2021,12,Hard Broadcast News,,4174439.747,21381742.313,,3177940.195,,
2016,8,2021,12,Left Wing Cable,,,11275220.073,1011058.264,1774863.162,,
2016,8,2021,12,Other Cable,2896242.590,,14168370.263,,,,173316.511
2016,8,2021,12,Right Wing Cable,,,9136578.184,49797.001,,,52826.349
2016,8,2021,12,Soft Broadcast News,10158828.887,28045.642,13760187.235,353256.101,1034773.925,,
2016,8,2021,12,Spanish News,103221.550,222389.593,8144757.037,,,234571.557,
2016,8,2022,1,Hard Broadcast News,,3277081.425,20955260.184,,3013332.001,,
2016,8,2022,1,Left Wing Cable,,,11795397.266,1439582.457,1769221.162,28148.552,
2016,8,2022,1,Other Cable,2806564.816,,13656527.876,,,,124322.188
2016,8,2022,1,Right Wing Cable,,,9086740.765,172602.324,,,39895.220
2016,8,2022,1,Soft Broadcast News,10935409.435,,13546563.493,562861.004,1072776.054,,
2016,8,2022,1,Spanish News,207497.356,210983.302,8068130.682,,,262565.816,
2016,8,2022,2,Hard Broadcast News,,5736183.638,23562165.747,,4346239.321,,
2016,8,2022,2,Left Wing Cable,,,10639615.206,856539.923,1673363.385,,
2016,8,2022,2,Other Cable,2117761.639,,14010589.922,,467262.658,,141231.657
2016,8,2022,2,Right Wing Cable,,,8337704.407,,,,
2016,8,2022,2,Soft Broadcast News,10088405.995,394569.455,14290653.813,544590.276,1407897.230,,
2016,8,2022,2,Spanish News,77643.254,226898.153,8622600.731,,19469.172,247938.848,
2016,8,2022,3,Hard Broadcast News,,5927391.404,21716429.123,,4473883.009,,
2016,8,2022,3,Left Wing Cable,,,10576666.301,638427.630,1693826.872,,
2016,8,2022,3,Other Cable,2585344.360,,13970068.426,,567299.456,,124983.536
2016,8,2022,3,Right Wing Cable,,,7683797.350,,,,23599.296
2016,8,2022,3,Soft Broadcast News,10837558.701,676105.061,14394620.429,615913.732,1634507.826,,
2016,8,2022,3,Spanish News,151551.994,186656.589,8468585.722,,,218835.301,
2016,8,2022,4,Hard Broadcast News,,4479422.358,24641353.311,,3747456.100,,
2016,8,2022,4,Left Wing Cable,,,12399492.177,1187557.588,1650698.767,,
2016,8,2022,4,Other Cable,2306993.904,,14322022.887,,198530.883,,134320.670
2016,8,2022,4,Right Wing Cable,,,8998890.435,,,,129883.400
2016,8,2022,4,Soft Broadcast News,10807232.382,287409.000,14917905.974,555008.134,1486107.273,,
2016,8,2022,4,Spanish News,161153.693,157155.352,9516027.381,,,237798.773,
2016,8,2022,5,Hard Broadcast News,,4132340.127,24374155.765,,3592351.962,,
2016,8,2022,5,Left Wing Cable,,,12138577.933,1354563.102,1735455.579,,
2016,8,2022,5,Other Cable,1974293.496,,14375181.409,,96865.896,,124789.561
2016,8,2022,5,Right Wing Cable,,,9419900.329,,,,104463.145
2016,8,2022,5,Soft Broadcast News,10621198.142,189312.167,14821071.369,591960.433,1403853.941,,
2016,8,2022,5,Spanish News,202161.409,130856.094,9236942.027,,,210942.088,
2016,8,2022,6,Hard Broadcast News,,4902554.876,24661484.739,,3592469.243,,
2016,8,2022,6,Left Wing Cable,,,11625506.894,1053375.753,1745274.168,,
2016,8,2022,6,Other Cable,1910971.825,,14532265.232,,21294.808,,95374.471
2016,8,2022,6,Right Wing Cable,,,9395923.622,,,,84561.939
2016,8,2022,6,Soft Broadcast News,11840094.505,410561.184,15407746.398,688691.094,1519487.635,,
2016,8,2022,6,Spanish News,127741.703,131884.030,9727530.496,,,198769.273,
2016,8,2022,7,Hard Broadcast News,,5208179.672,26889942.618,,3756650.360,,
2016,8,2022,7,Left Wing Cable,,,12130056.021,903233.832,1705699.359,,
2016,8,2022,7,Other Cable,1855283.105,,15973027.553,,97526.090,,81268.195
2016,8,2022,7,Right Wing Cable,,,10006488.801,,,,122531.510
2016,8,2022,7,Soft Broadcast News,11227869.252,297507.965,15564438.328,722290.108,1559630.418,,
2016,8,2022,7,Spanish News,59691.344,114686.375,9899153.206,,,204920.869,
2016,8,2022,8,Hard Broadcast News,,5214937.188,27433981.618,,3701528.327,,
2016,8,2022,8,Left Wing Cable,,,12331944.860,1120533.671,1772512.714,,
2016,8,2022,8,Other Cable,1321614.040,,15666467.908,,43916.122,,45114.066
2016,8,2022,8,Right Wing Cable,,,9766191.382,,,,62997.962
2016,8,2022,8,Soft Broadcast News,10376552.445,322243.932,15538367.037,658820.818,1615212.999,,
2016,8,2022,8,Spanish News,82059.795,122213.698,10065551.012,,,194286.031,
2016,8,2022,9,Hard Broadcast News,,5313049.444,22938807.690,,3330877.567,,
2016,8,2022,9,Left Wing Cable,,,11529319.574,863018.679,1699212.371,,
2016,8,2022,9,Other Cable,2725032.577,,16134383.506,,44464.983,,19907.267
2016,8,2022,9,Right Wing Cable,,,9789895.358,,,,168582.150
2016,8,2022,9,Soft Broadcast News,12163918.866,497684.224,15222421.796,603817.357,1594733.598,,
2016,8,2022,9,Spanish News,80067.003,122560.595,9664027.248,,,229966.702,
