start year,start month,end year,end month,from,Hard Broadcast News,Left Wing Cable,No or Minimal News,Other Cable,Right Wing Cable,Soft Broadcast News,Spanish News
2017,11,2018,8,Right Wing Cable,834871.272,103065.325,1346520.159,,,,13982.255
2017,11,2018,8,Soft Broadcast News,2355092.999,88206.497,4033353.272,535579.605,81789.371,,
2017,11,2018,8,Spanish News,162642.893,41458.886,1495296.230,,,21117.417,
2017,11,2018,9,Hard Broadcast News,,1425886.225,4054050.403,183236.263,,,
2017,11,2018,9,Left Wing Cable,,,897491.294,,,,
2017,11,2018,9,Other Cable,,8125.820,1848848.328,,135069.770,,68518.813
2017,11,2018,9,Right Wing Cable,101947.428,121001.220,788066.075,,,,310.230
2017,11,2018,9,Soft Broadcast News,3340303.819,219873.924,3617969.371,952357.620,554405.784,,
2017,11,2018,9,Spanish News,140407.523,66253.578,1122154.685,,,49230.009,
2017,11,2018,10,Hard Broadcast News,,890698.659,4388370.156,,280785.791,,
2017,11,2018,10,Left Wing Cable,,,1589182.363,276613.917,7686.752,239394.440,
2017,11,2018,10,Other Cable,96883.549,,3046398.576,,339952.999,63144.799,
2017,11,2018,10,Right Wing Cable,,,649403.395,,,,
2017,11,2018,10,Soft Broadcast News,338639.965,,3073429.967,,562602.998,,
2017,11,2018,10,Spanish News,184300.282,50663.729,1394768.788,16420.479,4017.637,42321.568,
2017,11,2018,11,Hard Broadcast News,,1189249.817,1896850.334,,,,
2017,11,2018,11,Left Wing Cable,,,195283.235,,27085.610,15406.312,
2017,11,2018,11,Other Cable,1037559.730,429552.752,2961897.287,,303528.955,356429.727,79388.521
2017,11,2018,11,Right Wing Cable,63156.852,,472073.544,,,,
2017,11,2018,11,Soft Broadcast News,1635933.916,,2765287.403,,374562.718,,
2017,11,2018,11,Spanish News,166022.233,83685.654,1006353.777,,15575.373,49221.700,
2017,11,2018,12,Hard Broadcast News,,1118812.871,3343991.641,,,,
2017,11,2018,12,Left Wing Cable,,,1371893.247,,,76703.904,
2017,11,2018,12,Other Cable,1086462.890,427013.832,3817850.218,,64228.987,385245.234,
2017,11,2018,12,Right Wing Cable,840401.478,27988.485,1550454.548,,,,18284.418
2017,11,2018,12,Soft Broadcast News,2544098.352,,3207758.598,,74326.544,,
2017,11,2018,12,Spanish News,221239.113,56561.909,1478717.342,2930.739,,85925.503,
2017,11,2019,1,Hard Broadcast News,,1111424.839,4493167.673,,,,
2017,11,2019,1,Left Wing Cable,,,1495356.989,,49145.902,,
2017,11,2019,1,Other Cable,1758566.632,319922.542,4127886.314,,135509.955,,82163.777
2017,11,2019,1,Right Wing Cable,603484.445,,1360771.516,,,,
2017,11,2019,1,Soft Broadcast News,7631530.901,467510.645,5548939.856,429453.057,385472.448,,61803.046
2017,11,2019,1,Spanish News,139089.145,38695.909,1348692.084,,4263.485,,
2017,11,2019,2,Hard Broadcast News,,561450.077,4854846.499,,,,
2017,11,2019,2,Left Wing Cable,,,2062107.804,87918.561,128782.345,,99229.984
2017,11,2019,2,Other Cable,1882151.333,,4213153.370,,202751.763,,95130.058
2017,11,2019,2,Right Wing Cable,419627.827,,1574426.816,,,,42817.411
2017,11,2019,2,Soft Broadcast News,8909403.313,397987.678,6239178.863,638385.181,497679.065,,48631.160
2017,11,2019,2,Spanish News,221582.761,,1550449.803,,,,
2017,11,2019,3,Hard Broadcast News,,,6489019.073,,,,
2017,11,2019,3,Left Wing Cable,38323.504,,2341932.222,507565.793,147153.173,,74243.126
2017,11,2019,3,Other Cable,573941.134,,3961104.882,,102878.481,,
2017,11,2019,3,Right Wing Cable,834027.899,,1724690.504,,,,25295.230
2017,11,2019,3,Soft Broadcast News,7992877.023,178208.557,6225698.257,721445.716,344717.720,,14808.842
2017,11,2019,3,Spanish News,163837.476,,2023605.001,21430.147,,,
2017,11,2019,4,Hard Broadcast News,,,9486720.456,,,,
2017,11,2019,4,Left Wing Cable,46403.495,,2754406.473,673961.828,176243.933,,48510.648
2017,11,2019,4,Other Cable,46296.241,,4427373.649,,37511.648,,6957.041
2017,11,2019,4,Right Wing Cable,574373.129,,2028900.489,,,,17534.544
2017,11,2019,4,Soft Broadcast News,7507138.751,148568.705,6767171.605,804392.199,306645.909,,11217.629
2017,11,2019,4,Spanish News,107469.570,,2215073.057,,,,
2017,11,2019,5,Hard Broadcast News,,,7967374.285,,,,
2017,11,2019,5,Left Wing Cable,288295.616,,3091080.392,695487.405,215677.676,,60855.189
2017,11,2019,5,Other Cable,516555.452,,4572803.432,,,,
2017,11,2019,5,Right Wing Cable,1084260.734,,2190121.010,5600.988,,,12196.374
2017,11,2019,5,Soft Broadcast News,8138055.490,100803.586,6634427.496,841285.856,210335.651,,
2017,11,2019,5,Spanish News,123595.122,,2012365.305,32689.680,,12715.619,
2017,11,2019,6,Hard Broadcast News,,,8655994.256,,,,
2017,11,2019,6,Left Wing Cable,565977.783,,2921142.783,682412.067,149568.705,,85172.111
2017,11,2019,6,Other Cable,350676.043,,5021093.707,,,,
2017,11,2019,6,Right Wing Cable,1114683.608,,2274025.497,15678.656,,,
2017,11,2019,6,Soft Broadcast News,9323665.177,212451.196,7388640.444,1169672.789,222073.665,,29620.491
2017,11,2019,6,Spanish News,151900.100,,2160925.275,88051.497,7939.953,,
2017,11,2019,7,Hard Broadcast News,,1598246.691,11722407.013,190981.084,,,
2017,11,2019,7,Left Wing Cable,,,2665659.668,33562.279,158409.365,,61329.658
2017,11,2019,7,Other Cable,,,5825622.516,,319268.564,,
2017,11,2019,7,Right Wing Cable,315122.771,,2144660.003,,,,154.589
2017,11,2019,7,Soft Broadcast News,8690762.467,324679.735,7510262.263,1113854.162,365791.882,,80736.578
2017,11,2019,7,Spanish News,57807.811,,2278432.740,55317.435,,,
2017,11,2019,8,Hard Broadcast News,,1545268.465,12111483.948,853119.117,,,
2017,11,2019,8,Left Wing Cable,,,3911680.022,633336.988,227683.430,,67901.238
2017,11,2019,8,Other Cable,,,6022935.871,,194449.887,,
2017,11,2019,8,Right Wing Cable,280440.836,,2329649.100,,,,16601.331
2017,11,2019,8,Soft Broadcast News,8040333.177,240504.477,7567085.747,1206201.710,264042.108,,61821.159
2017,11,2019,8,Spanish News,128176.553,,2515604.449,50890.080,,,
2017,11,2019,9,Hard Broadcast News,,851249.485,8742062.031,,,,
2017,11,2019,9,Left Wing Cable,,,3599889.422,330834.086,231673.524,,39352.030
2017,11,2019,9,Other Cable,755564.837,,6226906.446,,201038.574,,
2017,11,2019,9,Right Wing Cable,674472.338,,2223557.446,,,,33987.464
2017,11,2019,9,Soft Broadcast News,9433412.282,381317.149,7100244.006,922804.382,205547.764,,37569.981
2017,11,2019,9,Spanish News,128897.369,,2492784.320,21505.668,,,
2017,11,2019,10,Hard Broadcast News,,1935790.078,9476564.903,,,,
2017,11,2019,10,Left Wing Cable,,,3245828.744,105202.855,207729.615,,57791.908
2017,11,2019,10,Other Cable,965933.306,,6236775.235,,217923.166,,
2017,11,2019,10,Right Wing Cable,476290.793,,2207475.391,,,,7323.329
2017,11,2019,10,Soft Broadcast News,8347586.327,430061.527,6990080.027,716201.941,327992.001,,14043.215
2017,11,2019,10,Spanish News,45078.780,,2827981.469,47885.708,,,
2017,11,2019,11,Hard Broadcast News,,1541071.658,8530578.819,,,,
2017,11,2019,11,Left Wing Cable,,,3342243.822,126882.570,249922.254,,31017.212
2017,11,2019,11,Other Cable,1172305.961,,5838773.015,,332028.198,,
2017,11,2019,11,Right Wing Cable,503492.664,,2165301.457,,,,11091.754
2017,11,2019,11,Soft Broadcast News,10027920.833,392890.196,6752535.726,866248.552,279183.545,,19350.318
2017,11,2019,11,Spanish News,77368.467,,2714982.332,42647.842,,,
2017,11,2019,12,Hard Broadcast News,,892297.404,7679525.693,,,,
2017,11,2019,12,Left Wing Cable,,,3268159.862,47844.945,224083.566,,35846.621
2017,11,2019,12,Other Cable,1931662.898,,6140003.416,,489192.510,,75467.528
2017,11,2019,12,Right Wing Cable,365112.256,,1841727.768,,,,23400.685
2017,11,2019,12,Soft Broadcast News,9304239.969,214516.706,6748984.497,581685.459,330075.945,,
2017,11,2019,12,Spanish News,195147.869,,3228762.460,,,16569.104,
2017,11,2020,1,Hard Broadcast News,,2192552.178,8405615.887,,614552.712,,
2017,11,2020,1,Left Wing Cable,,,2708996.669,13334.655,260474.211,,2584.041
2017,11,2020,1,Other Cable,1652368.576,,6090987.738,,694734.091,,50004.463
2017,11,2020,1,Right Wing Cable,,,1209140.800,,,,6672.330
2017,11,2020,1,Soft Broadcast News,10711932.259,638684.415,7139688.239,812868.362,675140.816,,15581.284
2017,11,2020,1,Spanish News,176842.450,,2617673.331,,,,
2017,11,2020,2,Hard Broadcast News,,844128.485,9417262.126,,652207.660,,
2017,11,2020,2,Left Wing Cable,,,3435420.591,652451.639,238125.116,,94936.098
2017,11,2020,2,Other Cable,1463731.642,,6328312.418,,737238.292,,82519.224
2017,11,2020,2,Right Wing Cable,,,1343466.848,,,,28512.599
2017,11,2020,2,Soft Broadcast News,9961089.740,442792.604,7515933.132,894008.436,719281.671,,
2017,11,2020,2,Spanish News,107403.210,,3204461.925,,,10513.590,
2017,11,2020,3,Hard Broadcast News,,4580071.323,5127945.764,,1993387.079,,
2017,11,2020,3,Left Wing Cable,,,723681.707,,374488.944,,41553.001
2017,11,2020,3,No or Minimal News,,,,,51832.282,,
2017,11,2020,3,Other Cable,2372582.935,524611.784,5722787.996,,1157280.796,,104111.848
2017,11,2020,3,Soft Broadcast News,12081379.583,1381527.512,6847611.830,781785.411,1040884.200,,63970.811
2017,11,2020,3,Spanish News,132851.247,,1937026.828,,10974.568,,
2017,11,2020,4,Hard Broadcast News,,4275502.260,10002349.707,,2210998.658,,
2017,11,2020,4,Left Wing Cable,,,2594667.838,,626976.943,,40124.716
2017,11,2020,4,Other Cable,1678590.110,261843.802,6906172.497,,1053981.805,,73370.799
2017,11,2020,4,Right Wing Cable,,,1241298.536,,,,
2017,11,2020,4,Soft Broadcast News,9948821.590,1176728.398,7763392.344,788241.360,1034227.558,,74092.671
2017,11,2020,4,Spanish News,17616.913,,2972857.357,,2821.450,,
2017,11,2020,5,Hard Broadcast News,,4289501.971,12632155.517,,1738111.941,,
2017,11,2020,5,Left Wing Cable,,,2879512.448,,467056.646,,36282.233
2017,11,2020,5,Other Cable,1769871.501,270625.032,7702263.251,,939515.699,,29030.248
2017,11,2020,5,Right Wing Cable,,,2180581.726,,,,
2017,11,2020,5,Soft Broadcast News,9773538.367,1082830.362,8372378.806,965455.732,758061.421,,46053.229
2017,11,2020,5,Spanish News,24759.251,,3946551.983,,12991.154,,
2017,11,2020,6,Hard Broadcast News,,4315975.489,14259595.891,,1913242.525,,
2017,11,2020,6,Left Wing Cable,,,3186502.401,,682036.911,,34965.353
2017,11,2020,6,Other Cable,1411384.341,114324.386,8016808.501,,863193.513,,20454.669
2017,11,2020,6,Right Wing Cable,,,2670596.534,,,,
2017,11,2020,6,Soft Broadcast News,10455501.321,1232238.472,9130446.576,1107355.073,1032057.898,,23993.468
2017,11,2020,6,Spanish News,145082.188,,4333792.001,,8880.570,,
2017,11,2020,7,Hard Broadcast News,,3952729.717,16311701.157,,1706002.743,,
2017,11,2020,7,Left Wing Cable,,,4758801.641,187921.022,769555.084,,47095.977
2017,11,2020,7,Other Cable,812233.121,,8373478.501,,675414.728,,89297.830
2017,11,2020,7,Right Wing Cable,,,3647689.280,,,,
2017,11,2020,7,Soft Broadcast News,10492664.078,992618.102,9476803.151,1133017.487,1007579.864,,35074.393
2017,11,2020,7,Spanish News,42334.517,,4736533.605,,15102.973,,
2017,11,2020,8,Hard Broadcast News,,4559520.491,15704540.480,,2235136.904,,22874.644
2017,11,2020,8,Left Wing Cable,,,3893595.318,132149.474,682881.633,,64012.880
2017,11,2020,8,Other Cable,499143.057,,8777527.985,,953845.277,,22897.926
2017,11,2020,8,Right Wing Cable,,,2841425.216,,,,
2017,11,2020,8,Soft Broadcast News,10971419.336,1263581.393,9757368.022,1182623.842,1222442.799,,75968.683
2017,11,2020,8,Spanish News,,,4909236.250,,942.392,,
2017,11,2020,9,Hard Broadcast News,,3395324.904,12012482.289,,1871290.692,,
2017,11,2020,9,Left Wing Cable,,,4086179.374,44150.938,870368.726,,57225.405
2017,11,2020,9,Other Cable,1438238.838,,8782219.251,,962680.477,,3967.245
2017,11,2020,9,Right Wing Cable,,,2136446.399,,,,
2017,11,2020,9,Soft Broadcast News,11157358.035,1058257.131,9721849.411,1156094.743,1210632.143,,52477.399
2017,11,2020,9,Spanish News,118544.716,,5131457.940,,28168.111,,
2017,11,2020,10,Hard Broadcast News,,4197666.180,9940228.053,,2508027.103,,
2017,11,2020,10,Left Wing Cable,,,3286113.250,,803913.882,,
2017,11,2020,10,Other Cable,1792527.008,342966.161,8449728.903,,1245037.765,,
2017,11,2020,10,Right Wing Cable,,,1578029.876,,,,
2017,11,2020,10,Soft Broadcast News,12169527.168,1491109.946,9609416.533,1279124.670,1407654.575,,73526.986
2017,11,2020,10,Spanish News,265912.659,8375.555,5314791.355,189.106,41439.239,,
2017,11,2020,11,Hard Broadcast News,,10076707.931,7384497.670,,4517460.340,,
2017,11,2020,11,Left Wing Cable,,,149730.099,,738135.828,,
2017,11,2020,11,No or Minimal News,,,,,385241.901,,
2017,11,2020,11,Other Cable,2567039.889,2193062.764,8645573.708,,1733214.162,,79813.116
2017,11,2020,11,Soft Broadcast News,11860439.220,2334898.010,9052902.158,1040123.856,1555670.542,,53964.534
2017,11,2020,11,Spanish News,262698.839,249455.019,4228455.669,,115474.156,,
2017,11,2020,12,Hard Broadcast News,,6110082.253,14315019.197,,2527656.787,,
2017,11,2020,12,Left Wing Cable,,,5827306.996,,685620.151,,1794.962
2017,11,2020,12,Other Cable,1719963.253,758358.411,9502146.465,,414304.124,,95937.762
2017,11,2020,12,Right Wing Cable,,,5602313.235,,,,5041.530
2017,11,2020,12,Soft Broadcast News,9302005.199,773330.898,9567151.358,986144.980,756127.664,,21627.807
2017,11,2020,12,Spanish News,43622.703,,5511420.397,,,,
2017,11,2021,1,Hard Broadcast News,,9734280.221,10496235.681,,3244882.690,,
2017,11,2021,1,Left Wing Cable,,,2165760.286,,568553.312,,
2017,11,2021,1,Other Cable,2955973.673,1935377.444,9246595.143,,782948.705,,79155.601
2017,11,2021,1,Right Wing Cable,,,4358368.719,,,,1598.788
2017,11,2021,1,Soft Broadcast News,13154949.812,2096429.705,9882241.261,1004165.592,1255222.696,,26804.452
2017,11,2021,1,Spanish News,74461.026,252097.070,5051641.268,,,,
2017,11,2021,2,Hard Broadcast News,,7280242.426,17397565.117,,2836855.874,,
2017,11,2021,2,Left Wing Cable,,,6948289.189,,616013.105,,
2017,11,2021,2,Other Cable,902825.130,10312.172,9510072.292,,130851.089,,30954.712
2017,11,2021,2,Right Wing Cable,,,6748674.881,,,,
2017,11,2021,2,Soft Broadcast News,11713625.005,1395049.314,10480497.362,1233649.961,1109337.316,,
2017,11,2021,2,Spanish News,58186.012,160800.665,6617395.949,,24546.186,19785.881,
2017,11,2021,3,Hard Broadcast News,,4692415.858,16809014.031,,2376548.064,,
2017,11,2021,3,Left Wing Cable,,,8125546.545,794111.627,627680.958,,
2017,11,2021,3,Other Cable,978366.657,,9517490.477,,,,38918.652
2017,11,2021,3,Right Wing Cable,,,6733004.035,45340.784,,,15540.087
2017,11,2021,3,Soft Broadcast News,10778226.772,644110.001,10449042.617,1082308.925,982656.160,,13677.310
2017,11,2021,3,Spanish News,7697.729,43181.264,6058915.645,,,,
2017,11,2021,4,Hard Broadcast News,,4188405.490,16888006.725,,2204589.843,,57573.252
2017,11,2021,4,Left Wing Cable,,,7763597.084,735606.543,691420.512,,
2017,11,2021,4,Other Cable,791277.138,,9872512.983,,7071.025,,65296.647
2017,11,2021,4,Right Wing Cable,,,6961831.858,,,,32282.318
2017,11,2021,4,Soft Broadcast News,11071891.146,626378.104,10348408.322,1116176.630,1070023.927,,32903.620
2017,11,2021,4,Spanish News,,53866.093,6058756.918,,,,
2017,11,2021,5,Hard Broadcast News,,3487455.233,18456061.210,,2092730.198,,26970.839
2017,11,2021,5,Left Wing Cable,,,8801219.658,1040934.969,710220.756,,
2017,11,2021,5,Other Cable,786977.307,,10531836.987,,15109.650,,28240.212
2017,11,2021,5,Right Wing Cable,,,7511226.707,,,,12899.132
2017,11,2021,5,Soft Broadcast News,10319808.042,341802.853,10520665.910,996421.279,987397.917,,21163.530
2017,11,2021,5,Spanish News,,2847.659,6162056.810,,,,
2017,11,2021,6,Hard Broadcast News,,3625266.540,20415441.267,17969.427,2151169.534,,69984.158
2017,11,2021,6,Left Wing Cable,,,9356060.150,1354829.584,665214.462,,65106.884
2017,11,2021,6,Other Cable,,,10689845.163,,17530.704,,29640.451
2017,11,2021,6,Right Wing Cable,,,7558348.112,,,,31246.529
2017,11,2021,6,Soft Broadcast News,10242887.065,353973.191,10918963.332,1218737.942,941190.929,,17489.188
2017,11,2021,6,Spanish News,,,6171776.004,,,,
2017,11,2021,7,Hard Broadcast News,,3665528.747,19783551.730,,2122518.267,,
2017,11,2021,7,Left Wing Cable,,,9516814.217,768829.686,656908.862,,48807.625
2017,11,2021,7,Other Cable,1147753.585,,12826320.156,,44752.584,,123032.424
2017,11,2021,7,Right Wing Cable,,,7872121.961,,,,52780.508
2017,11,2021,7,Soft Broadcast News,10124505.601,306772.996,10517646.611,946160.368,801797.483,,
2017,11,2021,7,Spanish News,27235.048,,6353827.635,,,29948.102,
2017,11,2021,8,Hard Broadcast News,,3922183.360,19393338.859,,2907941.815,,60707.758
2017,11,2021,8,Left Wing Cable,,,8937201.992,935043.460,669103.991,,
2017,11,2021,8,Other Cable,915883.617,,11941672.995,,643499.842,,22566.618
2017,11,2021,8,Right Wing Cable,,,6261572.349,,,,18442.895
2017,11,2021,8,Soft Broadcast News,10430548.536,333420.932,10605622.966,958866.175,1140300.515,,
2017,11,2021,8,Spanish News,,10065.504,6579439.087,,,28730.908,
2017,11,2021,9,Hard Broadcast News,,2935286.843,19906545.009,,2516588.261,,
2017,11,2021,9,Left Wing Cable,,,9339669.160,1192349.050,761710.907,,3050.780
2017,11,2021,9,Other Cable,1107809.971,,11278455.867,,432104.116,,35012.038
2017,11,2021,9,Right Wing Cable,,,6750924.752,,,,47632.016
2017,11,2021,9,Soft Broadcast News,10543299.060,172826.653,10888725.878,1058179.355,1006810.728,,
2017,11,2021,9,Spanish News,5146.462,,6444291.813,,,1620.903,
2017,11,2021,10,Hard Broadcast News,,1993272.581,18649686.593,,2419857.493,,
2017,11,2021,10,Left Wing Cable,,,10092468.210,1588422.451,801292.061,3343.803,16006.804
2017,11,2021,10,Other Cable,1145566.179,,11076103.131,,330806.237,,27383.084
2017,11,2021,10,Right Wing Cable,,,7236658.184,,,,17960.073
2017,11,2021,10,Soft Broadcast News,10490918.402,,10829834.606,1069108.954,963916.122,,
2017,11,2021,10,Spanish News,40461.707,,6484331.745,,,4667.964,
2017,11,2021,11,Hard Broadcast News,,2005091.475,18997642.215,,2757183.165,,9328.758
2017,11,2021,11,Left Wing Cable,,,10008662.257,1733820.937,799845.699,,8396.324
2017,11,2021,11,Other Cable,1134165.727,,10842596.744,,605860.225,,95114.275
2017,11,2021,11,Right Wing Cable,,,6406774.661,,,,1849.514
2017,11,2021,11,Soft Broadcast News,10065884.631,49339.244,10406977.691,957150.105,1083222.348,,
2017,11,2021,11,Spanish News,,,6507539.921,,,45151.908,
2017,11,2021,12,Hard Broadcast News,,2033656.786,18502809.987,,2215331.834,,16955.141
2017,11,2021,12,Left Wing Cable,,,9321723.186,1255425.198,824827.477,,
2017,11,2021,12,Other Cable,1921036.785,,11958748.210,,261058.753,,85315.461
2017,11,2021,12,Right Wing Cable,,,7091332.180,,,,30629.115
2017,11,2021,12,Soft Broadcast News,10100130.828,63801.994,10609831.542,875372.561,932595.726,,
2017,11,2021,12,Spanish News,,13236.546,6254878.457,,,93115.418,
2017,11,2022,1,Hard Broadcast News,,1136298.463,18076327.858,,2050723.640,,
2017,11,2022,1,Left Wing Cable,,,9841900.380,1683949.391,819185.477,,
2017,11,2022,1,Other Cable,1831359.010,,11446905.823,,138253.430,,36321.138
2017,11,2022,1,Right Wing Cable,,,7041494.760,,,,17697.986
2017,11,2022,1,Soft Broadcast News,10876711.376,7607.801,10396207.800,1084977.464,970597.855,,
2017,11,2022,1,Spanish News,87320.665,1830.255,6178252.102,,,121109.676,
2017,11,2022,2,Hard Broadcast News,,3595400.676,20683233.421,,3383630.960,,42533.437
2017,11,2022,2,Left Wing Cable,,,8686118.320,1100906.857,723327.700,,
2017,11,2022,2,Other Cable,1142555.833,,11800967.869,,778118.412,,53230.607
2017,11,2022,2,Right Wing Cable,,,6292458.403,,,,
2017,11,2022,2,Soft Broadcast News,10029707.936,430325.808,11140298.120,1066706.736,1305719.031,,
2017,11,2022,2,Spanish News,,17745.106,6732722.151,,41666.406,106482.708,
2017,11,2022,3,Hard Broadcast News,,3786608.443,18837496.797,,3511274.648,,
2017,11,2022,3,Left Wing Cable,,,8623169.414,882794.564,743791.186,,22496.458
2017,11,2022,3,Other Cable,1610138.554,,11760446.374,,878155.210,,36982.486
2017,11,2022,3,Right Wing Cable,,,5638551.346,,,,1402.062
2017,11,2022,3,Soft Broadcast News,10778860.642,711861.414,11244264.735,1138030.192,1532329.627,,
2017,11,2022,3,Spanish News,31375.304,,6578707.142,,,77379.161,
2017,11,2022,4,Hard Broadcast News,,2338639.396,21762420.985,,2784847.740,,
2017,11,2022,4,Left Wing Cable,,,10445995.291,1431924.522,700663.082,,51997.695
2017,11,2022,4,Other Cable,1331788.098,,12112400.834,,509386.637,,46319.620
2017,11,2022,4,Right Wing Cable,,,6953644.431,,,,107686.166
2017,11,2022,4,Soft Broadcast News,10748534.323,323165.352,11767550.280,1077124.594,1383929.074,,
2017,11,2022,4,Spanish News,40977.002,,7626148.801,,,96342.633,
2017,11,2022,5,Hard Broadcast News,,1991557.166,21495223.439,,2629743.601,,
2017,11,2022,5,Left Wing Cable,,,10185081.047,1598930.036,785419.894,,78296.953
2017,11,2022,5,Other Cable,999087.691,,12165559.356,,407721.650,,36788.511
2017,11,2022,5,Right Wing Cable,,,7374654.325,,,,82265.911
2017,11,2022,5,Soft Broadcast News,10562500.083,225068.519,11670715.676,1114076.893,1301675.742,,
2017,11,2022,5,Spanish News,81984.719,,7347063.448,,,69485.948,
2017,11,2022,6,Hard Broadcast News,,2761771.915,21782552.413,,2629860.883,,
2017,11,2022,6,Left Wing Cable,,,9672010.008,1297742.687,795238.483,,77269.017
2017,11,2022,6,Other Cable,935766.020,,12322643.179,,332150.562,,7373.421
2017,11,2022,6,Right Wing Cable,,,7350677.618,,,,62364.705
2017,11,2022,6,Soft Broadcast News,11781396.446,446317.536,12257390.705,1210807.555,1417309.436,,
2017,11,2022,6,Spanish News,7565.012,,7837651.916,,,57313.133,
2017,11,2022,7,Hard Broadcast News,,3067396.710,24011010.292,,2794041.999,,60485.347
2017,11,2022,7,Left Wing Cable,,,10176559.135,1147600.766,755663.673,,94466.672
2017,11,2022,7,Other Cable,880077.299,,13763405.501,,408381.843,,
2017,11,2022,7,Right Wing Cable,,,7961242.797,,,,100334.276
2017,11,2022,7,Soft Broadcast News,11169171.193,333264.317,12414082.634,1244406.569,1457452.219,,
2017,11,2022,7,Spanish News,,,8009274.626,6732.855,,63464.730,
2017,11,2022,8,Hard Broadcast News,,3074154.226,24555049.292,,2738919.966,,38116.895
2017,11,2022,8,Left Wing Cable,,,10378447.973,1364900.605,822477.028,,86939.349
2017,11,2022,8,Other Cable,346408.235,,13456845.855,,354771.876,,
2017,11,2022,8,Right Wing Cable,,,7720945.378,,,,40800.727
2017,11,2022,8,Soft Broadcast News,10317854.386,358000.285,12388011.344,1180937.278,1513034.800,,
2017,11,2022,8,Spanish News,,,8175672.432,42886.984,,52829.891,
2017,11,2022,9,Hard Broadcast News,,3172266.482,20059875.364,,2368269.206,,40109.688
2017,11,2022,9,Left Wing Cable,,,9575822.687,1107385.612,749176.685,,86592.452
2017,11,2022,9,Other Cable,1749826.771,,13924761.453,,355320.737,,
2017,11,2022,9,Right Wing Cable,,,7744649.354,,,,146384.915
2017,11,2022,9,Soft Broadcast News,12105220.807,533440.576,12072066.103,1125933.817,1492555.399,,
2017,11,2022,9,Spanish News,,,7774148.668,68093.782,,88510.562,
2017,11,2022,10,Hard Broadcast News,,2394237.137,21877576.513,,2384286.228,,41371.009
2017,11,2022,10,Left Wing Cable,,,10481160.458,1567788.529,827348.409,,120486.019
2017,11,2022,10,Other Cable,1463086.541,,13869497.884,,278828.081,,
2017,11,2022,10,Right Wing Cable,,,7929269.552,,,,128852.681
2017,11,2022,10,Soft Broadcast News,10386698.333,313671.569,12091548.052,1063524.341,1431837.458,,
2017,11,2022,10,Spanish News,,,8284735.797,84391.693,,54664.316,
2017,12,2018,1,Hard Broadcast News,,,,,,,10128.355
2017,12,2018,1,Left Wing Cable,527861.419,,465412.742,298569.097,,234866.290,32878.871
2017,12,2018,1,No or Minimal News,1204814.613,,,398897.613,87508.161,96868.548,440465.516
2017,12,2018,1,Other Cable,76471.935,,,,97540.774,11141.323,105699.968
2017,12,2018,1,Right Wing Cable,65650.968,23082.355,,,,,45949.419
2017,12,2018,1,Soft Broadcast News,383329.936,,,,78978.226,,71578.323
2017,12,2018,2,Hard Broadcast News,,,1523824.076,529872.891,,461738.150,
2017,12,2018,2,Left Wing Cable,70839.959,,1129178.768,569517.697,32474.527,271096.906,
2017,12,2018,2,No or Minimal News,,,,,,,35311.869
2017,12,2018,2,Other Cable,,,439649.627,,118440.931,,51895.408
2017,12,2018,2,Right Wing Cable,35069.263,,491426.295,,,,15315.257
2017,12,2018,2,Soft Broadcast News,,,913834.967,222271.247,61730.551,,
2017,12,2018,2,Spanish News,63696.914,11943.260,,,,23192.577,
2017,12,2018,3,Hard Broadcast News,,,1489614.145,744890.445,,417556.536,
2017,12,2018,3,Left Wing Cable,134169.353,,944067.700,732070.232,14808.592,170621.699,
2017,12,2018,3,No or Minimal News,,,,107086.590,,,
2017,12,2018,3,Other Cable,,,,,11913.207,,56332.369
2017,12,2018,3,Right Wing Cable,251669.437,,673615.483,,,66954.414,27121.041
2017,12,2018,3,Soft Broadcast News,,,1347011.023,397600.543,,,
2017,12,2018,3,Spanish News,54524.289,1749.264,25619.179,,,5486.236,
2017,12,2018,4,Hard Broadcast News,,1220.149,2685927.725,409951.112,,,2668.726
2017,12,2018,4,Left Wing Cable,,,1186066.047,605221.757,,,23779.439
2017,12,2018,4,Other Cable,,,652270.404,,82222.154,,102285.417
2017,12,2018,4,Right Wing Cable,40339.410,21637.911,627076.946,,,,1952.124
2017,12,2018,4,Soft Broadcast News,542050.902,494.484,2333702.156,581381.025,71425.326,,2979.828
2017,12,2018,4,Spanish News,,,288114.280,,,,
2017,12,2018,5,Hard Broadcast News,,,2373296.811,516408.103,,1778917.497,
2017,12,2018,5,Left Wing Cable,156641.788,,1019944.860,757168.099,,375167.301,
2017,12,2018,5,Other Cable,,,681659.656,,67493.321,,111906.185
2017,12,2018,5,Right Wing Cable,319499.628,33450.761,635274.830,,,14114.348,
2017,12,2018,5,Soft Broadcast News,,,1122593.604,21683.877,,,35178.158
2017,12,2018,5,Spanish News,15075.673,1516.411,409684.372,,598.265,,
2017,12,2018,6,Hard Broadcast News,,,3892206.376,475012.546,,,
2017,12,2018,6,Left Wing Cable,452061.093,,1716233.974,899155.993,44042.277,264962.769,39239.372
2017,12,2018,6,Other Cable,,,1805509.641,,252657.827,,127192.322
2017,12,2018,6,Right Wing Cable,236655.581,,734644.181,,,,
2017,12,2018,6,Soft Broadcast News,2025244.172,,3450279.194,542907.901,284261.057,,106933.235
