state,program,network,period,value,medium,domain
KS,,,Last 6 months,4988,web,newsmax.com
WV,,,Last 6 months,4849,web,theatlantic.com
WV,,,Last 6 months,4846,web,thedailybeast.com
NM,,,Last 6 months,4806,web,drudgereport.com
DC,,,Last 6 months,4738,web,theatlantic.com
NM,,,Last 6 months,4687,web,pbs.org
ND,,,Last 6 months,4527,web,thegatewaypundit.com
DE,,,Last 6 months,4524,web,theguardian.com
KS,,,Last 6 months,4512,web,vox.com
LA,,,Last 6 months,4456,web,vice.com
NE,,,Last 6 months,4378,web,rawstory.com
DE,,,Last 6 months,4378,web,newsmax.com
RI,,,Last 6 months,4330,web,foxnews.com
SD,,,Last 6 months,4319,web,npr.org
MS,,,Last 6 months,4244,web,thepoliticalinsider.com
WV,,,Last 6 months,4243,web,vox.com
NE,,,Last 6 months,4220,web,thedailybeast.com
MT,,,Last 6 months,4164,web,thepoliticalinsider.com
SD,,,Last 6 months,4072,web,newyorker.com
LA,,,Last 6 months,4035,web,slate.com
DC,,,Last 6 months,4026,web,newsweek.com
ID,,,Last 6 months,3958,web,newsweek.com
SD,,,Last 6 months,3941,web,dailywire.com
DE,,,Last 6 months,3940,web,powerlineblog.com
DC,,,Last 6 months,3886,web,propublica.org
ND,,,Last 6 months,3884,web,npr.org
DC,,,Last 6 months,3870,web,vox.com
DC,,,Last 6 months,3868,web,slate.com
WV,,,Last 6 months,3838,web,senate.gov
HI,,,Last 6 months,3789,web,npr.org
DE,,,Last 6 months,3762,web,thedailybeast.com
MS,,,Last 6 months,3737,web,thedailybeast.com
ND,,,Last 6 months,3700,web,pbs.org
MT,,,Last 6 months,3687,web,slate.com
MT,,,Last 6 months,3671,web,ksl.com
ID,,,Last 6 months,3648,web,dailywire.com
MS,,,Last 6 months,3634,web,finalcall.com
DE,,,Last 6 months,3632,web,townhall.com
MT,,,Last 6 months,3592,web,theblacksphere.net
HI,,,Last 6 months,3585,web,foxnews.com
NE,,,Last 6 months,3523,web,theconversation.com
ND,,,Last 6 months,3484,web,fivethirtyeight.com
WV,,,Last 6 months,3405,web,theconversation.com
ID,,,Last 6 months,3385,web,thegatewaypundit.com
NM,,,Last 6 months,3369,web,thedailybeast.com
MS,,,Last 6 months,3302,web,nymag.com
DE,,,Last 6 months,3258,web,npr.org
SD,,,Last 6 months,3257,web,atlasobscura.com
DC,,,Last 6 months,3189,web,talkingpointsmemo.com
ID,,,Last 6 months,3158,web,newyorker.com
ND,,,Last 6 months,3144,web,theatlantic.com
NM,,,Last 6 months,3121,web,rawstory.com
NM,,,Last 6 months,3116,web,newyorker.com
ID,,,Last 6 months,3054,web,rawstory.com
HI,,,Last 6 months,2973,web,clashdaily.com
DC,,,Last 6 months,2960,web,theguardian.com
NE,,,Last 6 months,2958,web,msnbc.com
DC,,,Last 6 months,2845,web,opensecrets.org
SD,,,Last 6 months,2799,web,townhall.com
SD,,,Last 6 months,2795,web,rawstory.com
AK,,,Last 6 months,2793,web,dailydot.com
DE,,,Last 6 months,2783,web,americanthinker.com
VT,,,Last 6 months,2776,web,rawstory.com
VT,,,Last 6 months,2731,web,npr.org
ND,,,Last 6 months,2673,web,thecut.com
AK,,,Last 6 months,2654,web,nymag.com
AK,,,Last 6 months,2654,web,thecut.com
SD,,,Last 6 months,2641,web,hannity.com
AK,,,Last 6 months,2624,web,sfchronicle.com
AK,,,Last 6 months,2432,web,npr.org
VT,,,Last 6 months,2400,web,theguardian.com
DC,,,Last 6 months,2282,web,foxnews.com
SD,,,Last 6 months,2159,web,newsmax.com
SD,,,Last 6 months,2156,web,theguardian.com
RI,,,Last 6 months,2149,web,theatlantic.com
RI,,,Last 6 months,2061,web,npr.org
RI,,,Last 6 months,1868,web,senate.gov
VT,,,Last 6 months,1844,web,foxnews.com
VT,,,Last 6 months,1709,web,wonkette.com
HI,,,Last 6 months,1689,web,newyorker.com
VT,,,Last 6 months,1537,web,vox.com
RI,,,Last 6 months,1527,web,politicalwire.com
RI,,,Last 6 months,1409,web,rawstory.com
VT,,,Last 6 months,1404,web,pbs.org
RI,,,Last 6 months,1398,web,newsweek.com
HI,,,Last 6 months,1342,web,dailywire.com
HI,,,Last 6 months,1226,web,rawstory.com
AK,,,Last 6 months,1218,web,pbs.org
AK,,,Last 6 months,1215,web,dailykos.com
AK,,,Last 6 months,1215,web,msnbc.com
RI,,,Last 6 months,1213,web,echl.com
RI,,,Last 6 months,1193,web,pbs.org
VT,,,Last 6 months,1192,web,dailykos.com
VT,,,Last 6 months,1192,web,theconversation.com
HI,,,Last 6 months,1044,web,dailykos.com
ND,,,Last 6 months,1022,web,theguardian.com
ND,,,Last 6 months,987,web,phoenixnewtimes.com
HI,,,Last 6 months,910,web,vox.com
HI,,,Last 6 months,739,web,lgbtqnation.com
CA,,,Last 12 months,346118,web,foxnews.com
FL,,,Last 12 months,249483,web,foxnews.com
TX,,,Last 12 months,223670,web,foxnews.com
CA,,,Last 12 months,202777,web,npr.org
CA,,,Last 12 months,193868,web,theguardian.com
UT,,,Last 12 months,189836,web,ksl.com
CA,,,Last 12 months,152705,web,newsweek.com
NY,,,Last 12 months,142208,web,foxnews.com
CA,,,Last 12 months,137022,web,pbs.org
CA,,,Last 12 months,136500,web,sfchronicle.com
PA,,,Last 12 months,130743,web,foxnews.com
FL,,,Last 12 months,107261,web,npr.org
GA,,,Last 12 months,105167,web,foxnews.com
NY,,,Last 12 months,101981,web,theguardian.com
FL,,,Last 12 months,101456,web,newsweek.com
TX,,,Last 12 months,99799,web,npr.org
MI,,,Last 12 months,96547,web,foxnews.com
VA,,,Last 12 months,91038,web,foxnews.com
AZ,,,Last 12 months,90284,web,foxnews.com
TX,,,Last 12 months,89819,web,newsweek.com
OH,,,Last 12 months,89173,web,foxnews.com
FL,,,Last 12 months,86292,web,theguardian.com
CA,,,Last 12 months,84897,web,theatlantic.com
CA,,,Last 12 months,84059,web,rawstory.com
CO,,,Last 12 months,83396,web,foxnews.com
TN,,,Last 12 months,83316,web,foxnews.com
TX,,,Last 12 months,80451,web,theguardian.com
PA,,,Last 12 months,80391,web,npr.org
CA,,,Last 12 months,76351,web,msnbc.com
IL,,,Last 12 months,76141,web,foxnews.com
NY,,,Last 12 months,75779,web,npr.org
NC,,,Last 12 months,75177,web,foxnews.com
WA,,,Last 12 months,74902,web,npr.org
FL,,,Last 12 months,74372,web,newsmax.com
WA,,,Last 12 months,71924,web,foxnews.com
NY,,,Last 12 months,69711,web,newsweek.com
CA,,,Last 12 months,69603,web,vox.com
PA,,,Last 12 months,64997,web,theguardian.com
PA,,,Last 12 months,64149,web,newsweek.com
FL,,,Last 12 months,63056,web,pbs.org
IL,,,Last 12 months,62691,web,npr.org
VA,,,Last 12 months,58922,web,theguardian.com
WA,,,Last 12 months,54900,web,theguardian.com
OH,,,Last 12 months,54802,web,theguardian.com
MN,,,Last 12 months,54394,web,foxnews.com
NJ,,,Last 12 months,54108,web,theguardian.com
OH,,,Last 12 months,53100,web,newsweek.com
OH,,,Last 12 months,52058,web,npr.org
VA,,,Last 12 months,51806,web,npr.org
MO,,,Last 12 months,51443,web,foxnews.com
NY,,,Last 12 months,50884,web,thegatewaypundit.com
TX,,,Last 12 months,48964,web,pbs.org
CO,,,Last 12 months,48237,web,newsweek.com
NJ,,,Last 12 months,47923,web,foxnews.com
VA,,,Last 12 months,47679,web,thedailybeast.com
NC,,,Last 12 months,47606,web,npr.org
WA,,,Last 12 months,47448,web,newsweek.com
NY,,,Last 12 months,47264,web,nymag.com
NY,,,Last 12 months,46856,web,pbs.org
NJ,,,Last 12 months,46744,web,npr.org
AL,,,Last 12 months,46432,web,foxnews.com
OK,,,Last 12 months,46432,web,foxnews.com
MI,,,Last 12 months,46213,web,npr.org
MI,,,Last 12 months,45994,web,theguardian.com
IL,,,Last 12 months,45683,web,newsweek.com
TX,,,Last 12 months,44743,web,drudgereport.com
KS,,,Last 12 months,44571,web,foxnews.com
CO,,,Last 12 months,44301,web,theguardian.com
MD,,,Last 12 months,44251,web,foxnews.com
NC,,,Last 12 months,43766,web,theguardian.com
MA,,,Last 12 months,43630,web,newyorker.com
WI,,,Last 12 months,41757,web,foxnews.com
VA,,,Last 12 months,41695,web,dailykos.com
MI,,,Last 12 months,41462,web,pbs.org
VA,,,Last 12 months,41160,web,newsweek.com
FL,,,Last 12 months,41099,web,breitbart.com
IL,,,Last 12 months,40930,web,theguardian.com
FL,,,Last 12 months,40723,web,rawstory.com
PA,,,Last 12 months,40386,web,theatlantic.com
PA,,,Last 12 months,40241,web,pbs.org
FL,,,Last 12 months,40070,web,drudgereport.com
TX,,,Last 12 months,39911,web,rawstory.com
AZ,,,Last 12 months,39245,web,newsweek.com
GA,,,Last 12 months,38701,web,newsweek.com
NY,,,Last 12 months,38403,web,msnbc.com
CO,,,Last 12 months,38319,web,npr.org
FL,,,Last 12 months,37398,web,vox.com
GA,,,Last 12 months,37140,web,npr.org
MI,,,Last 12 months,36836,web,newsweek.com
NC,,,Last 12 months,36598,web,newsweek.com
PA,,,Last 12 months,36472,web,newyorker.com
AR,,,Last 12 months,36191,web,foxnews.com
WA,,,Last 12 months,35502,web,pbs.org
NY,,,Last 12 months,35492,web,newyorker.com
TX,,,Last 12 months,34356,web,newsmax.com
MA,,,Last 12 months,34343,web,foxnews.com
AZ,,,Last 12 months,33993,web,npr.org
MN,,,Last 12 months,33629,web,drudgereport.com
MI,,,Last 12 months,33222,web,dailykos.com
OR,,,Last 12 months,32843,web,foxnews.com
ME,,,Last 12 months,32658,web,pressherald.com
NY,,,Last 12 months,32467,web,theatlantic.com
UT,,,Last 12 months,32173,web,foxnews.com
MA,,,Last 12 months,32140,web,npr.org
MA,,,Last 12 months,31952,web,theguardian.com
CT,,,Last 12 months,31709,web,foxnews.com
SC,,,Last 12 months,31604,web,foxnews.com
TX,,,Last 12 months,31265,web,vox.com
NJ,,,Last 12 months,30629,web,thedailybeast.com
PA,,,Last 12 months,30440,web,rawstory.com
PA,,,Last 12 months,30147,web,thegatewaypundit.com
MI,,,Last 12 months,29875,web,newsmax.com
LA,,,Last 12 months,29842,web,foxnews.com
OR,,,Last 12 months,29704,web,npr.org
NC,,,Last 12 months,29679,web,pbs.org
OH,,,Last 12 months,29297,web,clevescene.com
NJ,,,Last 12 months,29041,web,pbs.org
AZ,,,Last 12 months,28998,web,dailywire.com
IL,,,Last 12 months,28788,web,rawstory.com
KY,,,Last 12 months,28773,web,npr.org
IN,,,Last 12 months,28722,web,foxnews.com
PA,,,Last 12 months,28701,web,dailykos.com
MD,,,Last 12 months,28502,web,theguardian.com
AZ,,,Last 12 months,28266,web,theguardian.com
KY,,,Last 12 months,28119,web,foxnews.com
AZ,,,Last 12 months,28030,web,dailycaller.com
WA,,,Last 12 months,28018,web,rawstory.com
WV,,,Last 12 months,27297,web,foxnews.com
NJ,,,Last 12 months,27297,web,newsweek.com
IL,,,Last 12 months,27291,web,pbs.org
IA,,,Last 12 months,27248,web,foxnews.com
IN,,,Last 12 months,27234,web,theguardian.com
AL,,,Last 12 months,26900,web,rawstory.com
IN,,,Last 12 months,26497,web,npr.org
TX,,,Last 12 months,26446,web,dailywire.com
VA,,,Last 12 months,26220,web,pbs.org
VA,,,Last 12 months,26198,web,rawstory.com
IA,,,Last 12 months,25772,web,npr.org
NJ,,,Last 12 months,25741,web,theatlantic.com
NJ,,,Last 12 months,25582,web,slate.com
GA,,,Last 12 months,25480,web,theguardian.com
WA,,,Last 12 months,25021,web,dailywire.com
CT,,,Last 12 months,25018,web,npr.org
MO,,,Last 12 months,24982,web,pbs.org
MD,,,Last 12 months,24271,web,newsweek.com
MI,,,Last 12 months,24250,web,metrotimes.com
MN,,,Last 12 months,24240,web,pbs.org
MO,,,Last 12 months,24071,web,npr.org
GA,,,Last 12 months,23980,web,pbs.org
MD,,,Last 12 months,23700,web,npr.org
AL,,,Last 12 months,23692,web,newsweek.com
MI,,,Last 12 months,23499,web,msnbc.com
NV,,,Last 12 months,23040,web,rawstory.com
AL,,,Last 12 months,22982,web,thedailybeast.com
VA,,,Last 12 months,22953,web,theatlantic.com
WA,,,Last 12 months,22630,web,senate.gov
NH,,,Last 12 months,22623,web,foxnews.com
MO,,,Last 12 months,22583,web,theguardian.com
MT,,,Last 12 months,22581,web,foxnews.com
OR,,,Last 12 months,22529,web,theguardian.com
WI,,,Last 12 months,22440,web,npr.org
VA,,,Last 12 months,22371,web,aljazeera.com
NJ,,,Last 12 months,21782,web,vox.com
NV,,,Last 12 months,21734,web,foxnews.com
KY,,,Last 12 months,21480,web,talkingpointsmemo.com
ME,,,Last 12 months,21386,web,foxnews.com
IA,,,Last 12 months,21362,web,alternet.org
MS,,,Last 12 months,21355,web,foxnews.com
AZ,,,Last 12 months,21319,web,rawstory.com
IL,,,Last 12 months,21318,web,dailykos.com
CT,,,Last 12 months,21245,web,theguardian.com
MI,,,Last 12 months,21036,web,abc12.com
AZ,,,Last 12 months,20956,web,drudgereport.com
WI,,,Last 12 months,20931,web,newsweek.com
AL,,,Last 12 months,20871,web,theguardian.com
TN,,,Last 12 months,20820,web,theguardian.com
IN,,,Last 12 months,20769,web,newsweek.com
WY,,,Last 12 months,20756,web,dailykos.com
GA,,,Last 12 months,20665,web,msnbc.com
OH,,,Last 12 months,20640,web,pbs.org
MO,,,Last 12 months,20434,web,newsweek.com
MN,,,Last 12 months,20375,web,newsweek.com
MN,,,Last 12 months,20055,web,rawstory.com
CT,,,Last 12 months,19779,web,pbs.org
NV,,,Last 12 months,19723,web,newsweek.com
SC,,,Last 12 months,19711,web,npr.org
NC,,,Last 12 months,19700,web,newsmax.com
GA,,,Last 12 months,19658,web,rawstory.com
IL,,,Last 12 months,19571,web,theatlantic.com
KY,,,Last 12 months,19571,web,crooksandliars.com
NV,,,Last 12 months,19546,web,npr.org
CO,,,Last 12 months,19428,web,pbs.org
CT,,,Last 12 months,19343,web,newsweek.com
WI,,,Last 12 months,19337,web,theguardian.com
WA,,,Last 12 months,19140,web,dailycaller.com
CO,,,Last 12 months,19125,web,wnd.com
MO,,,Last 12 months,18946,web,thegatewaypundit.com
AL,,,Last 12 months,18919,web,salon.com
CO,,,Last 12 months,18649,web,drudgereport.com
CT,,,Last 12 months,18576,web,breitbart.com
OR,,,Last 12 months,18540,web,opb.org
MD,,,Last 12 months,18504,web,vox.com
IL,,,Last 12 months,18445,web,bustle.com
NJ,,,Last 12 months,18239,web,newyorker.com
OH,,,Last 12 months,18153,web,msnbc.com
MO,,,Last 12 months,18131,web,hotair.com
IL,,,Last 12 months,17950,web,breitbart.com
MO,,,Last 12 months,17863,web,americanthinker.com
MA,,,Last 12 months,17777,web,slate.com
AZ,,,Last 12 months,17768,web,pbs.org
CO,,,Last 12 months,17753,web,msnbc.com
OH,,,Last 12 months,17745,web,townhall.com
IA,,,Last 12 months,17721,web,slate.com
OH,,,Last 12 months,17685,web,theatlantic.com
AZ,,,Last 12 months,17670,web,thedailybeast.com
MA,,,Last 12 months,17611,web,vox.com
KS,,,Last 12 months,17603,web,rawstory.com
SC,,,Last 12 months,17577,web,newsweek.com
OR,,,Last 12 months,17540,web,pbs.org
WA,,,Last 12 months,17513,web,slate.com
MD,,,Last 12 months,17413,web,theatlantic.com
MA,,,Last 12 months,17351,web,newsweek.com
MD,,,Last 12 months,17104,web,pbs.org
MO,,,Last 12 months,17072,web,theconservativetreehouse.com
SC,,,Last 12 months,16922,web,theguardian.com
OH,,,Last 12 months,16910,web,rawstory.com
NC,,,Last 12 months,16762,web,newyorker.com
GA,,,Last 12 months,16688,web,theatlantic.com
UT,,,Last 12 months,16656,web,theblaze.com
OR,,,Last 12 months,16597,web,newsweek.com
IA,,,Last 12 months,16537,web,rawstory.com
UT,,,Last 12 months,16483,web,dailywire.com
LA,,,Last 12 months,16438,web,theguardian.com
WV,,,Last 12 months,16324,web,fauquier.com
TN,,,Last 12 months,16324,web,npr.org
GA,,,Last 12 months,16199,web,townhall.com
AL,,,Last 12 months,16063,web,npr.org
AL,,,Last 12 months,15833,web,waff.com
MA,,,Last 12 months,15793,web,wbur.org
MN,,,Last 12 months,15643,web,theguardian.com
MN,,,Last 12 months,15602,web,npr.org
CO,,,Last 12 months,15578,web,washingtontimes.com
TN,,,Last 12 months,15489,web,pbs.org
MD,,,Last 12 months,15413,web,msnbc.com
MO,,,Last 12 months,15361,web,riverfronttimes.com
AK,,,Last 12 months,15283,web,foxnews.com
TN,,,Last 12 months,15226,web,beforeitsnews.com
GA,,,Last 12 months,15191,web,newsmax.com
IA,,,Last 12 months,14891,web,theguardian.com
WY,,,Last 12 months,14786,web,newyorker.com
MA,,,Last 12 months,14672,web,theatlantic.com
OR,,,Last 12 months,14650,web,wweek.com
AL,,,Last 12 months,14476,web,townhall.com
OK,,,Last 12 months,14370,web,npr.org
CT,,,Last 12 months,14103,web,newsmax.com
WI,,,Last 12 months,14068,web,thegatewaypundit.com
CO,,,Last 12 months,13846,web,vice.com
OK,,,Last 12 months,13833,web,newsweek.com
IA,,,Last 12 months,13785,web,newsweek.com
AR,,,Last 12 months,13784,web,arktimes.com
TN,,,Last 12 months,13716,web,newsweek.com
OR,,,Last 12 months,13684,web,fivethirtyeight.com
NC,,,Last 12 months,13624,web,slate.com
IA,,,Last 12 months,13613,web,pbs.org
NC,,,Last 12 months,13489,web,nymag.com
OR,,,Last 12 months,13413,web,theatlantic.com
SC,,,Last 12 months,13354,web,breitbart.com
TN,,,Last 12 months,13305,web,rawstory.com
MA,,,Last 12 months,13264,web,thedailybeast.com
MN,,,Last 12 months,13225,web,alternet.org
WI,,,Last 12 months,12999,web,nationalreview.com
NC,,,Last 12 months,12983,web,breitbart.com
LA,,,Last 12 months,12884,web,newsweek.com
KS,,,Last 12 months,12864,web,npr.org
MT,,,Last 12 months,12849,web,msnbc.com
IN,,,Last 12 months,12806,web,vox.com
MT,,,Last 12 months,12710,web,newsmax.com
MD,,,Last 12 months,12680,web,rawstory.com
LA,,,Last 12 months,12511,web,npr.org
ND,,,Last 12 months,12453,web,foxnews.com
CT,,,Last 12 months,12412,web,newhavenindependent.org
ME,,,Last 12 months,12398,web,npr.org
KY,,,Last 12 months,12281,web,pbs.org
IA,,,Last 12 months,12079,web,newsmax.com
LA,,,Last 12 months,12063,web,pbs.org
TN,,,Last 12 months,12035,web,thegatewaypundit.com
NM,,,Last 12 months,11793,web,foxnews.com
AR,,,Last 12 months,11779,web,newsweek.com
ME,,,Last 12 months,11773,web,dailycaller.com
SC,,,Last 12 months,11624,web,thegatewaypundit.com
ID,,,Last 12 months,11582,web,foxnews.com
AL,,,Last 12 months,11573,web,msnbc.com
KY,,,Last 12 months,11541,web,theguardian.com
CT,,,Last 12 months,11500,web,townhall.com
IA,,,Last 12 months,11494,web,breitbart.com
CT,,,Last 12 months,11326,web,hotair.com
OK,,,Last 12 months,11312,web,theblaze.com
OR,,,Last 12 months,11189,web,slate.com
IN,,,Last 12 months,11132,web,freerepublic.com
MD,,,Last 12 months,11090,web,dailykos.com
NV,,,Last 12 months,11088,web,theguardian.com
SC,,,Last 12 months,10961,web,wnd.com
ID,,,Last 12 months,10856,web,cdapress.com
WY,,,Last 12 months,10776,web,msnbc.com
WY,,,Last 12 months,10612,web,npr.org
WI,,,Last 12 months,10549,web,dailywire.com
NV,,,Last 12 months,10429,web,theatlantic.com
IN,,,Last 12 months,10328,web,pbs.org
WI,,,Last 12 months,10229,web,msnbc.com
WI,,,Last 12 months,10185,web,breitbart.com
IN,,,Last 12 months,10066,web,vice.com
AR,,,Last 12 months,9966,web,npr.org
WY,,,Last 12 months,9933,web,alternet.org
SC,,,Last 12 months,9814,web,thedailybeast.com
UT,,,Last 12 months,9688,web,nationalreview.com
KY,,,Last 12 months,9686,web,msnbc.com
WY,,,Last 12 months,9623,web,theguardian.com
KY,,,Last 12 months,9609,web,fivethirtyeight.com
NH,,,Last 12 months,9565,web,npr.org
MN,,,Last 12 months,9493,web,theatlantic.com
WI,,,Last 12 months,9468,web,pbs.org
ME,,,Last 12 months,9426,web,pbs.org
KY,,,Last 12 months,9277,web,newsweek.com
WY,,,Last 12 months,9232,web,rawstory.com
WV,,,Last 12 months,9219,web,theguardian.com
KY,,,Last 12 months,9201,web,rawstory.com
OK,,,Last 12 months,9112,web,theguardian.com
NE,,,Last 12 months,9031,web,pbs.org
NV,,,Last 12 months,9005,web,vox.com
NE,,,Last 12 months,8883,web,theguardian.com
AR,,,Last 12 months,8796,web,newyorker.com
ID,,,Last 12 months,8665,web,localnews8.com
MS,,,Last 12 months,8387,web,msnbc.com
NM,,,Last 12 months,8301,web,newsweek.com
NM,,,Last 12 months,8281,web,theguardian.com
SC,,,Last 12 months,8261,web,pbs.org
SC,,,Last 12 months,8154,web,drudgereport.com
AR,,,Last 12 months,8045,web,theatlantic.com
TN,,,Last 12 months,7993,web,atlasobscura.com
UT,,,Last 12 months,7974,web,npr.org
AR,,,Last 12 months,7941,web,breitbart.com
KS,,,Last 12 months,7932,web,newsweek.com
NH,,,Last 12 months,7914,web,theguardian.com
NV,,,Last 12 months,7888,web,thedailybeast.com
IN,,,Last 12 months,7872,web,rawstory.com
LA,,,Last 12 months,7794,web,thedailybeast.com
IN,,,Last 12 months,7781,web,dailycaller.com
NH,,,Last 12 months,7724,web,dailykos.com
NV,,,Last 12 months,7674,web,newyorker.com
NV,,,Last 12 months,7672,web,alternet.org
UT,,,Last 12 months,7616,web,atlasobscura.com
ID,,,Last 12 months,7613,web,npr.org
TN,,,Last 12 months,7570,web,newsmax.com
KS,,,Last 12 months,7524,web,theguardian.com
OK,,,Last 12 months,7496,web,ijr.com
SD,,,Last 12 months,7423,web,foxnews.com
MN,,,Last 12 months,7407,web,msnbc.com
NE,,,Last 12 months,7352,web,norfolkdailynews.com
ND,,,Last 12 months,7267,web,fivethirtyeight.com
MS,,,Last 12 months,7106,web,rawstory.com
WY,,,Last 12 months,7094,web,theatlantic.com
VT,,,Last 12 months,7087,web,newyorker.com
UT,,,Last 12 months,7010,web,newsmax.com
AR,,,Last 12 months,6869,web,theguardian.com
UT,,,Last 12 months,6778,web,glennbeck.com
WY,,,Last 12 months,6764,web,propublica.org
KS,,,Last 12 months,6747,web,thedailybeast.com
NH,,,Last 12 months,6473,web,rawstory.com
MS,,,Last 12 months,6452,web,dailykos.com
WY,,,Last 12 months,6353,web,wonkette.com
MT,,,Last 12 months,6346,web,dailykos.com
NM,,,Last 12 months,6275,web,npr.org
AR,,,Last 12 months,6269,web,newsmax.com
ID,,,Last 12 months,6254,web,theguardian.com
NH,,,Last 12 months,5970,web,pbs.org
UT,,,Last 12 months,5959,web,theguardian.com
OK,,,Last 12 months,5941,web,breitbart.com
WV,,,Last 12 months,5932,web,npr.org
ME,,,Last 12 months,5905,web,theguardian.com
NE,,,Last 12 months,5905,web,rawstory.com
SD,,,Last 12 months,5772,web,dailywire.com
ME,,,Last 12 months,5772,web,newsweek.com
DE,,,Last 12 months,5755,web,foxnews.com
OK,,,Last 12 months,5740,web,pbs.org
KS,,,Last 12 months,5697,web,newsmax.com
ME,,,Last 12 months,5570,web,thefederalistpapers.org
MT,,,Last 12 months,5560,web,theguardian.com
AR,,,Last 12 months,5504,web,dailywire.com
WV,,,Last 12 months,5465,web,newsweek.com
KS,,,Last 12 months,5462,web,theblaze.com
OK,,,Last 12 months,5366,web,propublica.org
RI,,,Last 12 months,5322,web,foxnews.com
ID,,,Last 12 months,5312,web,newsweek.com
NE,,,Last 12 months,5301,web,npr.org
OK,,,Last 12 months,5216,web,msnbc.com
HI,,,Last 12 months,5209,web,newsweek.com
WV,,,Last 12 months,5028,web,thedailybeast.com
RI,,,Last 12 months,4953,web,theguardian.com
AK,,,Last 12 months,4870,web,newsweek.com
LA,,,Last 12 months,4858,web,theatlantic.com
KS,,,Last 12 months,4832,web,thefederalist.com
LA,,,Last 12 months,4827,web,slate.com
NH,,,Last 12 months,4820,web,atlasobscura.com
NM,,,Last 12 months,4819,web,pbs.org
LA,,,Last 12 months,4769,web,aljazeera.com
LA,,,Last 12 months,4762,web,newyorker.com
NE,,,Last 12 months,4762,web,newyorker.com
HI,,,Last 12 months,4752,web,foxnews.com
MS,,,Last 12 months,4729,web,cbn.com
MS,,,Last 12 months,4724,web,occupydemocrats.com
KS,,,Last 12 months,4668,web,ijr.com
NH,,,Last 12 months,4605,web,newsweek.com
ME,,,Last 12 months,4596,web,dailywire.com
DE,,,Last 12 months,4531,web,theguardian.com
NE,,,Last 12 months,4521,web,foxnews.com
ME,,,Last 12 months,4444,web,breitbart.com
NH,,,Last 12 months,4386,web,nationalreview.com
NH,,,Last 12 months,4379,web,vox.com
MS,,,Last 12 months,4375,web,newsweek.com
NE,,,Last 12 months,4264,web,thedailybeast.com
VT,,,Last 12 months,4260,web,foxnews.com
ID,,,Last 12 months,4180,web,theatlantic.com
AK,,,Last 12 months,4161,web,sfchronicle.com
NM,,,Last 12 months,4114,web,drudgereport.com
DE,,,Last 12 months,4074,web,ijr.com
MT,,,Last 12 months,4023,web,slate.com
DE,,,Last 12 months,4001,web,msnbc.com
SD,,,Last 12 months,3769,web,newyorker.com
MS,,,Last 12 months,3654,web,theguardian.com
DE,,,Last 12 months,3609,web,thedailybeast.com
NM,,,Last 12 months,3608,web,vox.com
VT,,,Last 12 months,3589,web,wonkette.com
MS,,,Last 12 months,3569,web,salon.com
AK,,,Last 12 months,3560,web,npr.org
DE,,,Last 12 months,3496,web,npr.org
NE,,,Last 12 months,3469,web,theatlantic.com
MS,,,Last 12 months,3441,web,nymag.com
MT,,,Last 12 months,3434,web,ksl.com
MT,,,Last 12 months,3431,web,propublica.org
HI,,,Last 12 months,3426,web,dailywire.com
ID,,,Last 12 months,3409,web,dailywire.com
VT,,,Last 12 months,3366,web,atlasobscura.com
ND,,,Last 12 months,3325,web,pbs.org
NE,,,Last 12 months,3281,web,mccookgazette.com
DC,,,Last 12 months,3272,web,pbs.org
ID,,,Last 12 months,3268,web,thegatewaypundit.com
ID,,,Last 12 months,3212,web,dailycaller.com
WV,,,Last 12 months,3148,web,aljazeera.com
DC,,,Last 12 months,3136,web,vox.com
NM,,,Last 12 months,2951,web,salon.com
MT,,,Last 12 months,2938,web,breitbart.com
WV,,,Last 12 months,2915,web,rawstory.com
MT,,,Last 12 months,2888,web,dailycaller.com
WV,,,Last 12 months,2878,web,vox.com
ND,,,Last 12 months,2870,web,vox.com
DE,,,Last 12 months,2863,web,bipartisanreport.com
NM,,,Last 12 months,2848,web,nymag.com
SD,,,Last 12 months,2845,web,newsweek.com
AK,,,Last 12 months,2833,web,pbs.org
RI,,,Last 12 months,2781,web,propublica.org
RI,,,Last 12 months,2772,web,npr.org
SD,,,Last 12 months,2757,web,npr.org
DE,,,Last 12 months,2733,web,newsmax.com
DC,,,Last 12 months,2729,web,theatlantic.com
WV,,,Last 12 months,2662,web,dailydot.com
DC,,,Last 12 months,2590,web,npr.org
DC,,,Last 12 months,2551,web,newsweek.com
DC,,,Last 12 months,2460,web,theguardian.com
VT,,,Last 12 months,2411,web,npr.org
VT,,,Last 12 months,2398,web,theguardian.com
HI,,,Last 12 months,2357,web,npr.org
NM,,,Last 12 months,2267,web,msnbc.com
ND,,,Last 12 months,2263,web,thegatewaypundit.com
ND,,,Last 12 months,2257,web,npr.org
DC,,,Last 12 months,2186,web,propublica.org
DE,,,Last 12 months,2157,web,dailykos.com
DC,,,Last 12 months,2116,web,slate.com
VT,,,Last 12 months,2100,web,nymag.com
AK,,,Last 12 months,2073,web,theconversation.com
DE,,,Last 12 months,1970,web,powerlineblog.com
AK,,,Last 12 months,1965,web,dailydot.com
DC,,,Last 12 months,1870,web,foxnews.com
AK,,,Last 12 months,1743,web,thedailybeast.com
DC,,,Last 12 months,1720,web,senate.gov
