year,month,medium,gender,age_group,ethnicity,political_lean,partisanship_scenario,diet_threshold,value
2020,1,web,All,25-34,asian,R,lenient,75,0.004
2020,1,web,All,25-34,black,R,lenient,75,0.000
2020,1,web,All,25-34,hispanic,R,lenient,75,0.001
2020,1,web,All,25-34,white+other,R,lenient,75,0.009
2020,1,web,All,35-44,All,R,lenient,75,0.006
2020,1,web,All,35-44,asian,R,lenient,75,0.000
2020,1,web,All,35-44,black,R,lenient,75,0.000
2020,1,web,All,35-44,hispanic,R,lenient,75,0.003
2020,1,web,All,35-44,white+other,R,lenient,75,0.009
2020,1,web,All,45-54,All,R,lenient,75,0.013
2020,1,web,All,45-54,asian,R,lenient,75,0.000
2020,1,web,All,45-54,black,R,lenient,75,0.004
2020,1,web,All,45-54,hispanic,R,lenient,75,0.026
2020,1,web,All,45-54,white+other,R,lenient,75,0.012
2020,1,web,All,55+,All,R,lenient,75,0.015
2020,1,web,All,55+,asian,R,lenient,75,0.008
2020,1,web,All,55+,black,R,lenient,75,0.002
2020,1,web,All,55+,hispanic,R,lenient,75,0.005
2020,1,web,All,55+,white+other,R,lenient,75,0.019
2020,1,web,All,All,All,R,lenient,75,0.010
2020,1,web,All,All,asian,R,lenient,75,0.003
2020,1,web,All,All,black,R,lenient,75,0.001
2020,1,web,All,All,hispanic,R,lenient,75,0.007
2020,1,web,All,All,white+other,R,lenient,75,0.013
2020,1,web,Female,18-24,All,R,lenient,75,0.001
2020,1,web,Female,25-34,All,R,lenient,75,0.004
2020,1,web,Female,35-44,All,R,lenient,75,0.005
2020,1,web,Female,45-54,All,R,lenient,75,0.011
2020,1,web,Female,55+,All,R,lenient,75,0.012
2020,1,web,Female,All,All,R,lenient,75,0.008
2020,1,web,Female,All,asian,R,lenient,75,0.005
2020,1,web,Female,All,black,R,lenient,75,0.002
2020,1,web,Female,All,hispanic,R,lenient,75,0.008
2020,1,web,Female,All,white+other,R,lenient,75,0.010
2020,1,web,Male,18-24,All,R,lenient,75,0.003
2020,1,web,Male,25-34,All,R,lenient,75,0.008
2020,1,web,Male,35-44,All,R,lenient,75,0.007
2020,1,web,Male,45-54,All,R,lenient,75,0.014
2020,1,web,Male,55+,All,R,lenient,75,0.020
2020,1,web,Male,All,All,R,lenient,75,0.013
2020,1,web,Male,All,asian,R,lenient,75,0.001
2020,1,web,Male,All,black,R,lenient,75,0.000
2020,1,web,Male,All,hispanic,R,lenient,75,0.006
2020,1,web,Male,All,white+other,R,lenient,75,0.017
2020,2,web,All,18-24,All,R,lenient,75,0.003
2020,2,web,All,18-24,asian,R,lenient,75,0.000
2020,2,web,All,18-24,black,R,lenient,75,0.001
2020,2,web,All,18-24,hispanic,R,lenient,75,0.000
2020,2,web,All,18-24,white+other,R,lenient,75,0.005
2020,2,web,All,25-34,All,R,lenient,75,0.003
2020,2,web,All,25-34,asian,R,lenient,75,0.001
2020,2,web,All,25-34,black,R,lenient,75,0.000
2020,2,web,All,25-34,hispanic,R,lenient,75,0.001
2020,2,web,All,25-34,white+other,R,lenient,75,0.004
2020,2,web,All,35-44,All,R,lenient,75,0.004
2020,2,web,All,35-44,asian,R,lenient,75,0.002
2020,2,web,All,35-44,black,R,lenient,75,0.000
2020,2,web,All,35-44,hispanic,R,lenient,75,0.003
2020,2,web,All,35-44,white+other,R,lenient,75,0.006
2020,2,web,All,45-54,All,R,lenient,75,0.010
2020,2,web,All,45-54,asian,R,lenient,75,0.000
2020,2,web,All,45-54,black,R,lenient,75,0.002
2020,2,web,All,45-54,hispanic,R,lenient,75,0.024
2020,2,web,All,45-54,white+other,R,lenient,75,0.010
2020,2,web,All,55+,All,R,lenient,75,0.017
2020,2,web,All,55+,asian,R,lenient,75,0.005
2020,2,web,All,55+,black,R,lenient,75,0.002
2020,2,web,All,55+,hispanic,R,lenient,75,0.010
2020,2,web,All,55+,white+other,R,lenient,75,0.021
2020,2,web,All,All,All,R,lenient,75,0.010
2020,2,web,All,All,asian,R,lenient,75,0.002
2020,2,web,All,All,black,R,lenient,75,0.001
2020,2,web,All,All,hispanic,R,lenient,75,0.007
2020,2,web,All,All,white+other,R,lenient,75,0.013
2020,2,web,Female,18-24,All,R,lenient,75,0.002
2020,2,web,Female,25-34,All,R,lenient,75,0.002
2020,2,web,Female,35-44,All,R,lenient,75,0.003
2020,2,web,Female,45-54,All,R,lenient,75,0.006
2020,2,web,Female,55+,All,R,lenient,75,0.012
2020,2,web,Female,All,All,R,lenient,75,0.007
2020,2,web,Female,All,asian,R,lenient,75,0.004
2020,2,web,Female,All,black,R,lenient,75,0.002
2020,2,web,Female,All,hispanic,R,lenient,75,0.002
2020,2,web,Female,All,white+other,R,lenient,75,0.009
2020,2,web,Male,18-24,All,R,lenient,75,0.003
2020,2,web,Male,25-34,All,R,lenient,75,0.004
2020,2,web,Male,35-44,All,R,lenient,75,0.006
2020,2,web,Male,45-54,All,R,lenient,75,0.017
2020,2,web,Male,55+,All,R,lenient,75,0.024
2020,2,web,Male,All,All,R,lenient,75,0.014
2020,2,web,Male,All,asian,R,lenient,75,0.000
2020,2,web,Male,All,black,R,lenient,75,0.000
2020,2,web,Male,All,hispanic,R,lenient,75,0.013
2020,2,web,Male,All,white+other,R,lenient,75,0.018
2020,3,web,All,18-24,All,R,lenient,75,0.003
2020,3,web,All,18-24,asian,R,lenient,75,0.000
2020,3,web,All,18-24,black,R,lenient,75,0.000
2020,3,web,All,18-24,hispanic,R,lenient,75,0.006
2020,3,web,All,18-24,white+other,R,lenient,75,0.002
2020,3,web,All,25-34,All,R,lenient,75,0.004
2020,3,web,All,25-34,asian,R,lenient,75,0.002
2020,3,web,All,25-34,black,R,lenient,75,0.003
2020,3,web,All,25-34,hispanic,R,lenient,75,0.001
2020,3,web,All,25-34,white+other,R,lenient,75,0.005
2020,3,web,All,35-44,All,R,lenient,75,0.005
2020,3,web,All,35-44,asian,R,lenient,75,0.000
2020,3,web,All,35-44,black,R,lenient,75,0.001
2020,3,web,All,35-44,hispanic,R,lenient,75,0.002
2020,3,web,All,35-44,white+other,R,lenient,75,0.007
2020,3,web,All,45-54,All,R,lenient,75,0.007
2020,3,web,All,45-54,asian,R,lenient,75,0.002
2020,3,web,All,45-54,black,R,lenient,75,0.003
2020,3,web,All,45-54,hispanic,R,lenient,75,0.001
2020,3,web,All,45-54,white+other,R,lenient,75,0.010
2020,3,web,All,55+,All,R,lenient,75,0.015
2020,3,web,All,55+,asian,R,lenient,75,0.016
2020,3,web,All,55+,black,R,lenient,75,0.005
2020,3,web,All,55+,hispanic,R,lenient,75,0.010
2020,3,web,All,55+,white+other,R,lenient,75,0.018
2020,3,web,All,All,All,R,lenient,75,0.009
2020,3,web,All,All,asian,R,lenient,75,0.006
2020,3,web,All,All,black,R,lenient,75,0.003
2020,3,web,All,All,hispanic,R,lenient,75,0.004
2020,3,web,All,All,white+other,R,lenient,75,0.011
2020,3,web,Female,18-24,All,R,lenient,75,0.004
2020,3,web,Female,25-34,All,R,lenient,75,0.003
2020,3,web,Female,35-44,All,R,lenient,75,0.003
2020,3,web,Female,45-54,All,R,lenient,75,0.005
2020,3,web,Female,55+,All,R,lenient,75,0.010
2020,3,web,Female,All,All,R,lenient,75,0.006
2020,3,web,Female,All,asian,R,lenient,75,0.007
2020,3,web,Female,All,black,R,lenient,75,0.003
2020,3,web,Female,All,hispanic,R,lenient,75,0.003
2020,3,web,Female,All,white+other,R,lenient,75,0.007
2020,3,web,Male,18-24,All,R,lenient,75,0.002
2020,3,web,Male,25-34,All,R,lenient,75,0.005
2020,3,web,Male,35-44,All,R,lenient,75,0.007
2020,3,web,Male,45-54,All,R,lenient,75,0.009
2020,3,web,Male,55+,All,R,lenient,75,0.023
2020,3,web,Male,All,All,R,lenient,75,0.013
2020,3,web,Male,All,asian,R,lenient,75,0.004
2020,3,web,Male,All,black,R,lenient,75,0.003
2020,3,web,Male,All,hispanic,R,lenient,75,0.005
2020,3,web,Male,All,white+other,R,lenient,75,0.016
2020,4,web,All,18-24,All,R,lenient,75,0.005
2020,4,web,All,18-24,asian,R,lenient,75,0.002
2020,4,web,All,18-24,black,R,lenient,75,0.001
2020,4,web,All,18-24,hispanic,R,lenient,75,0.000
2020,4,web,All,18-24,white+other,R,lenient,75,0.008
2020,4,web,All,25-34,All,R,lenient,75,0.003
2020,4,web,All,25-34,asian,R,lenient,75,0.002
2020,4,web,All,25-34,black,R,lenient,75,0.001
2020,4,web,All,25-34,hispanic,R,lenient,75,0.003
2020,4,web,All,25-34,white+other,R,lenient,75,0.004
2020,4,web,All,35-44,All,R,lenient,75,0.004
2020,4,web,All,35-44,asian,R,lenient,75,0.000
2020,4,web,All,35-44,black,R,lenient,75,0.000
2020,4,web,All,35-44,hispanic,R,lenient,75,0.001
2020,4,web,All,35-44,white+other,R,lenient,75,0.006
2020,4,web,All,45-54,All,R,lenient,75,0.006
2020,4,web,All,45-54,asian,R,lenient,75,0.000
2020,4,web,All,45-54,black,R,lenient,75,0.002
2020,4,web,All,45-54,hispanic,R,lenient,75,0.004
2020,4,web,All,45-54,white+other,R,lenient,75,0.008
2020,4,web,All,55+,All,R,lenient,75,0.015
2020,4,web,All,55+,asian,R,lenient,75,0.014
2020,4,web,All,55+,black,R,lenient,75,0.002
2020,4,web,All,55+,hispanic,R,lenient,75,0.006
2020,4,web,All,55+,white+other,R,lenient,75,0.018
2020,4,web,All,All,All,R,lenient,75,0.009
2020,4,web,All,All,asian,R,lenient,75,0.004
2020,4,web,All,All,black,R,lenient,75,0.001
2020,4,web,All,All,hispanic,R,lenient,75,0.003
2020,4,web,All,All,white+other,R,lenient,75,0.012
2020,4,web,Female,18-24,All,R,lenient,75,0.004
2020,4,web,Female,25-34,All,R,lenient,75,0.002
2020,4,web,Female,35-44,All,R,lenient,75,0.003
2020,4,web,Female,45-54,All,R,lenient,75,0.004
2020,4,web,Female,55+,All,R,lenient,75,0.010
2020,4,web,Female,All,All,R,lenient,75,0.006
2020,4,web,Female,All,asian,R,lenient,75,0.003
2020,4,web,Female,All,black,R,lenient,75,0.002
2020,4,web,Female,All,hispanic,R,lenient,75,0.002
2020,4,web,Female,All,white+other,R,lenient,75,0.008
2020,4,web,Male,18-24,All,R,lenient,75,0.005
2020,4,web,Male,25-34,All,R,lenient,75,0.005
2020,4,web,Male,35-44,All,R,lenient,75,0.005
2020,4,web,Male,45-54,All,R,lenient,75,0.009
2020,4,web,Male,55+,All,R,lenient,75,0.022
2020,4,web,Male,All,All,R,lenient,75,0.012
2020,4,web,Male,All,asian,R,lenient,75,0.005
2020,4,web,Male,All,black,R,lenient,75,0.001
2020,4,web,Male,All,hispanic,R,lenient,75,0.004
2020,4,web,Male,All,white+other,R,lenient,75,0.016
2020,5,web,All,18-24,All,R,lenient,75,0.003
2020,5,web,All,18-24,asian,R,lenient,75,0.001
2020,5,web,All,18-24,black,R,lenient,75,0.004
2020,5,web,All,18-24,hispanic,R,lenient,75,0.004
2020,5,web,All,18-24,white+other,R,lenient,75,0.003
2020,5,web,All,25-34,All,R,lenient,75,0.002
2020,5,web,All,25-34,asian,R,lenient,75,0.005
2020,5,web,All,25-34,black,R,lenient,75,0.002
2020,5,web,All,25-34,hispanic,R,lenient,75,0.000
2020,5,web,All,25-34,white+other,R,lenient,75,0.003
2020,5,web,All,35-44,All,R,lenient,75,0.004
2020,5,web,All,35-44,asian,R,lenient,75,0.004
2020,5,web,All,35-44,black,R,lenient,75,0.000
2020,5,web,All,35-44,hispanic,R,lenient,75,0.004
2020,5,web,All,35-44,white+other,R,lenient,75,0.005
2020,5,web,All,45-54,All,R,lenient,75,0.008
2020,5,web,All,45-54,asian,R,lenient,75,0.000
2020,5,web,All,45-54,black,R,lenient,75,0.005
2020,5,web,All,45-54,hispanic,R,lenient,75,0.001
2020,5,web,All,45-54,white+other,R,lenient,75,0.011
2020,5,web,All,55+,All,R,lenient,75,0.014
2020,5,web,All,55+,asian,R,lenient,75,0.001
2020,5,web,All,55+,black,R,lenient,75,0.003
2020,5,web,All,55+,hispanic,R,lenient,75,0.008
2020,5,web,All,55+,white+other,R,lenient,75,0.016
2020,5,web,All,All,All,R,lenient,75,0.008
2020,5,web,All,All,asian,R,lenient,75,0.002
2020,5,web,All,All,black,R,lenient,75,0.003
2020,5,web,All,All,hispanic,R,lenient,75,0.003
2020,5,web,All,All,white+other,R,lenient,75,0.011
2020,5,web,Female,18-24,All,R,lenient,75,0.003
2020,5,web,Female,25-34,All,R,lenient,75,0.002
2020,5,web,Female,35-44,All,R,lenient,75,0.003
2020,5,web,Female,45-54,All,R,lenient,75,0.006
2020,5,web,Female,55+,All,R,lenient,75,0.008
2020,5,web,Female,All,All,R,lenient,75,0.005
2020,5,web,Female,All,asian,R,lenient,75,0.005
2020,5,web,Female,All,black,R,lenient,75,0.003
2020,5,web,Female,All,hispanic,R,lenient,75,0.001
2020,5,web,Female,All,white+other,R,lenient,75,0.006
2020,5,web,Male,18-24,All,R,lenient,75,0.004
2020,5,web,Male,25-34,All,R,lenient,75,0.003
2020,5,web,Male,35-44,All,R,lenient,75,0.006
2020,5,web,Male,45-54,All,R,lenient,75,0.011
2020,5,web,Male,55+,All,R,lenient,75,0.021
2020,5,web,Male,All,All,R,lenient,75,0.012
2020,5,web,Male,All,asian,R,lenient,75,0.000
2020,5,web,Male,All,black,R,lenient,75,0.002
2020,5,web,Male,All,hispanic,R,lenient,75,0.006
2020,5,web,Male,All,white+other,R,lenient,75,0.016
2020,6,web,All,18-24,All,R,lenient,75,0.005
2020,6,web,All,18-24,asian,R,lenient,75,0.012
2020,6,web,All,18-24,black,R,lenient,75,0.000
2020,6,web,All,18-24,hispanic,R,lenient,75,0.001
2020,6,web,All,18-24,white+other,R,lenient,75,0.007
2020,6,web,All,25-34,All,R,lenient,75,0.007
2020,6,web,All,25-34,asian,R,lenient,75,0.003
2020,6,web,All,25-34,black,R,lenient,75,0.001
2020,6,web,All,25-34,hispanic,R,lenient,75,0.006
2020,6,web,All,25-34,white+other,R,lenient,75,0.008
2020,6,web,All,35-44,All,R,lenient,75,0.004
2020,6,web,All,35-44,asian,R,lenient,75,0.007
2020,6,web,All,35-44,black,R,lenient,75,0.001
2020,6,web,All,35-44,hispanic,R,lenient,75,0.001
2020,6,web,All,35-44,white+other,R,lenient,75,0.005
2020,6,web,All,45-54,All,R,lenient,75,0.007
2020,6,web,All,45-54,asian,R,lenient,75,0.000
2020,6,web,All,45-54,black,R,lenient,75,0.002
2020,6,web,All,45-54,hispanic,R,lenient,75,0.000
2020,6,web,All,45-54,white+other,R,lenient,75,0.011
2020,6,web,All,55+,All,R,lenient,75,0.017
2020,6,web,All,55+,asian,R,lenient,75,0.001
2020,6,web,All,55+,black,R,lenient,75,0.002
2020,6,web,All,55+,hispanic,R,lenient,75,0.007
2020,6,web,All,55+,white+other,R,lenient,75,0.021
2020,6,web,All,All,All,R,lenient,75,0.010
2020,6,web,All,All,asian,R,lenient,75,0.004
2020,6,web,All,All,black,R,lenient,75,0.001
2020,6,web,All,All,hispanic,R,lenient,75,0.003
2020,6,web,All,All,white+other,R,lenient,75,0.014
2020,6,web,Female,18-24,All,R,lenient,75,0.004
2020,6,web,Female,25-34,All,R,lenient,75,0.004
2020,6,web,Female,35-44,All,R,lenient,75,0.003
2020,6,web,Female,45-54,All,R,lenient,75,0.005
2020,6,web,Female,55+,All,R,lenient,75,0.012
2020,6,web,Female,All,All,R,lenient,75,0.007
2020,6,web,Female,All,asian,R,lenient,75,0.004
2020,6,web,Female,All,black,R,lenient,75,0.001
2020,6,web,Female,All,hispanic,R,lenient,75,0.003
2020,6,web,Female,All,white+other,R,lenient,75,0.009
2020,6,web,Male,18-24,All,R,lenient,75,0.006
2020,6,web,Male,25-34,All,R,lenient,75,0.009
2020,6,web,Male,35-44,All,R,lenient,75,0.005
2020,6,web,Male,45-54,All,R,lenient,75,0.010
2020,6,web,Male,55+,All,R,lenient,75,0.024
2020,6,web,Male,All,All,R,lenient,75,0.014
2020,6,web,Male,All,asian,R,lenient,75,0.004
2020,6,web,Male,All,black,R,lenient,75,0.001
2020,6,web,Male,All,hispanic,R,lenient,75,0.004
2020,6,web,Male,All,white+other,R,lenient,75,0.019
2020,7,web,All,18-24,All,R,lenient,75,0.005
2020,7,web,All,18-24,asian,R,lenient,75,0.006
2020,7,web,All,18-24,black,R,lenient,75,0.000
2020,7,web,All,18-24,hispanic,R,lenient,75,0.004
2020,7,web,All,18-24,white+other,R,lenient,75,0.006
2020,7,web,All,25-34,All,R,lenient,75,0.003
2020,7,web,All,25-34,asian,R,lenient,75,0.005
2020,7,web,All,25-34,black,R,lenient,75,0.002
2020,7,web,All,25-34,hispanic,R,lenient,75,0.001
2020,7,web,All,25-34,white+other,R,lenient,75,0.004
2020,7,web,All,35-44,All,R,lenient,75,0.004
2020,7,web,All,35-44,asian,R,lenient,75,0.003
2020,7,web,All,35-44,black,R,lenient,75,0.002
2020,7,web,All,35-44,hispanic,R,lenient,75,0.003
2020,7,web,All,35-44,white+other,R,lenient,75,0.004
2020,7,web,All,45-54,All,R,lenient,75,0.007
2020,7,web,All,45-54,asian,R,lenient,75,0.002
2020,7,web,All,45-54,black,R,lenient,75,0.001
2020,7,web,All,45-54,hispanic,R,lenient,75,0.003
2020,7,web,All,45-54,white+other,R,lenient,75,0.010
2020,7,web,All,55+,All,R,lenient,75,0.018
2020,7,web,All,55+,asian,R,lenient,75,0.005
2020,7,web,All,55+,black,R,lenient,75,0.003
2020,7,web,All,55+,hispanic,R,lenient,75,0.010
2020,7,web,All,55+,white+other,R,lenient,75,0.021
2020,7,web,All,All,All,R,lenient,75,0.010
2020,7,web,All,All,asian,R,lenient,75,0.004
2020,7,web,All,All,black,R,lenient,75,0.002
2020,7,web,All,All,hispanic,R,lenient,75,0.004
2020,7,web,All,All,white+other,R,lenient,75,0.013
2020,7,web,Female,18-24,All,R,lenient,75,0.004
2020,7,web,Female,25-34,All,R,lenient,75,0.003
2020,7,web,Female,35-44,All,R,lenient,75,0.003
2020,7,web,Female,45-54,All,R,lenient,75,0.006
2020,7,web,Female,55+,All,R,lenient,75,0.011
2020,7,web,Female,All,All,R,lenient,75,0.007
2020,7,web,Female,All,asian,R,lenient,75,0.005
2020,7,web,Female,All,black,R,lenient,75,0.003
2020,7,web,Female,All,hispanic,R,lenient,75,0.003
2020,7,web,Female,All,white+other,R,lenient,75,0.008
2020,7,web,Male,18-24,All,R,lenient,75,0.006
2020,7,web,Male,25-34,All,R,lenient,75,0.004
2020,7,web,Male,35-44,All,R,lenient,75,0.004
2020,7,web,Male,45-54,All,R,lenient,75,0.009
2020,7,web,Male,55+,All,R,lenient,75,0.027
2020,7,web,Male,All,All,R,lenient,75,0.014
2020,7,web,Male,All,asian,R,lenient,75,0.004
2020,7,web,Male,All,black,R,lenient,75,0.001
2020,7,web,Male,All,hispanic,R,lenient,75,0.005
2020,7,web,Male,All,white+other,R,lenient,75,0.019
2020,8,web,All,18-24,All,R,lenient,75,0.004
2020,8,web,All,18-24,asian,R,lenient,75,0.010
2020,8,web,All,18-24,black,R,lenient,75,0.000
2020,8,web,All,18-24,hispanic,R,lenient,75,0.000
2020,8,web,All,18-24,white+other,R,lenient,75,0.006
2020,8,web,All,25-34,All,R,lenient,75,0.003
2020,8,web,All,25-34,asian,R,lenient,75,0.000
2020,8,web,All,25-34,black,R,lenient,75,0.001
2020,8,web,All,25-34,hispanic,R,lenient,75,0.001
2020,8,web,All,25-34,white+other,R,lenient,75,0.004
2020,8,web,All,35-44,All,R,lenient,75,0.004
2020,8,web,All,35-44,asian,R,lenient,75,0.006
2020,8,web,All,35-44,black,R,lenient,75,0.001
2020,8,web,All,35-44,hispanic,R,lenient,75,0.000
2020,8,web,All,35-44,white+other,R,lenient,75,0.006
2020,8,web,All,45-54,All,R,lenient,75,0.008
2020,8,web,All,45-54,asian,R,lenient,75,0.001
2020,8,web,All,45-54,black,R,lenient,75,0.002
2020,8,web,All,45-54,hispanic,R,lenient,75,0.002
2020,8,web,All,45-54,white+other,R,lenient,75,0.011
2020,8,web,All,55+,All,R,lenient,75,0.019
2020,8,web,All,55+,asian,R,lenient,75,0.001
2020,8,web,All,55+,black,R,lenient,75,0.008
2020,8,web,All,55+,hispanic,R,lenient,75,0.013
2020,8,web,All,55+,white+other,R,lenient,75,0.022
2020,8,web,All,All,All,R,lenient,75,0.010
2020,8,web,All,All,asian,R,lenient,75,0.003
2020,8,web,All,All,black,R,lenient,75,0.003
2020,8,web,All,All,hispanic,R,lenient,75,0.004
2020,8,web,All,All,white+other,R,lenient,75,0.014
2020,8,web,Female,18-24,All,R,lenient,75,0.004
2020,8,web,Female,25-34,All,R,lenient,75,0.002
2020,8,web,Female,35-44,All,R,lenient,75,0.004
2020,8,web,Female,45-54,All,R,lenient,75,0.004
2020,8,web,Female,55+,All,R,lenient,75,0.014
2020,8,web,Female,All,All,R,lenient,75,0.008
2020,8,web,Female,All,asian,R,lenient,75,0.003
2020,8,web,Female,All,black,R,lenient,75,0.004
2020,8,web,Female,All,hispanic,R,lenient,75,0.003
2020,8,web,Female,All,white+other,R,lenient,75,0.010
2020,8,web,Male,18-24,All,R,lenient,75,0.003
2020,8,web,Male,25-34,All,R,lenient,75,0.004
2020,8,web,Male,35-44,All,R,lenient,75,0.004
2020,8,web,Male,45-54,All,R,lenient,75,0.013
2020,8,web,Male,55+,All,R,lenient,75,0.025
2020,8,web,Male,All,All,R,lenient,75,0.014
2020,8,web,Male,All,asian,R,lenient,75,0.004
2020,8,web,Male,All,black,R,lenient,75,0.003
2020,8,web,Male,All,hispanic,R,lenient,75,0.005
2020,8,web,Male,All,white+other,R,lenient,75,0.018
2020,9,web,All,18-24,All,R,lenient,75,0.003
2020,9,web,All,18-24,asian,R,lenient,75,0.008
2020,9,web,All,18-24,black,R,lenient,75,0.001
2020,9,web,All,18-24,hispanic,R,lenient,75,0.001
2020,9,web,All,18-24,white+other,R,lenient,75,0.004
2020,9,web,All,25-34,All,R,lenient,75,0.003
2020,9,web,All,25-34,asian,R,lenient,75,0.001
2020,9,web,All,25-34,black,R,lenient,75,0.000
2020,9,web,All,25-34,hispanic,R,lenient,75,0.002
2020,9,web,All,25-34,white+other,R,lenient,75,0.004
2020,9,web,All,35-44,All,R,lenient,75,0.004
2020,9,web,All,35-44,asian,R,lenient,75,0.002
2020,9,web,All,35-44,black,R,lenient,75,0.001
2020,9,web,All,35-44,hispanic,R,lenient,75,0.001
2020,9,web,All,35-44,white+other,R,lenient,75,0.006
2020,9,web,All,45-54,All,R,lenient,75,0.009
2020,9,web,All,45-54,asian,R,lenient,75,0.006
2020,9,web,All,45-54,black,R,lenient,75,0.003
2020,9,web,All,45-54,hispanic,R,lenient,75,0.001
2020,9,web,All,45-54,white+other,R,lenient,75,0.013
2020,9,web,All,55+,All,R,lenient,75,0.019
2020,9,web,All,55+,asian,R,lenient,75,0.000
2020,9,web,All,55+,black,R,lenient,75,0.004
2020,9,web,All,55+,hispanic,R,lenient,75,0.010
2020,9,web,All,55+,white+other,R,lenient,75,0.023
2020,9,web,All,All,All,R,lenient,75,0.011
2020,9,web,All,All,asian,R,lenient,75,0.003
2020,9,web,All,All,black,R,lenient,75,0.002
2020,9,web,All,All,hispanic,R,lenient,75,0.004
2020,9,web,All,All,white+other,R,lenient,75,0.014
2020,9,web,Female,18-24,All,R,lenient,75,0.005
2020,9,web,Female,25-34,All,R,lenient,75,0.003
2020,9,web,Female,35-44,All,R,lenient,75,0.002
2020,9,web,Female,45-54,All,R,lenient,75,0.006
2020,9,web,Female,55+,All,R,lenient,75,0.015
2020,9,web,Female,All,All,R,lenient,75,0.008
2020,9,web,Female,All,asian,R,lenient,75,0.003
2020,9,web,Female,All,black,R,lenient,75,0.002
2020,9,web,Female,All,hispanic,R,lenient,75,0.003
2020,9,web,Female,All,white+other,R,lenient,75,0.011
2020,9,web,Male,18-24,All,R,lenient,75,0.002
2020,9,web,Male,25-34,All,R,lenient,75,0.003
2020,9,web,Male,35-44,All,R,lenient,75,0.007
2020,9,web,Male,45-54,All,R,lenient,75,0.015
2020,9,web,Male,55+,All,R,lenient,75,0.024
2020,9,web,Male,All,All,R,lenient,75,0.014
2020,9,web,Male,All,asian,R,lenient,75,0.003
2020,9,web,Male,All,black,R,lenient,75,0.002
2020,9,web,Male,All,hispanic,R,lenient,75,0.004
2020,9,web,Male,All,white+other,R,lenient,75,0.019
2020,10,web,All,18-24,All,R,lenient,75,0.004
2020,10,web,All,18-24,asian,R,lenient,75,0.004
2020,10,web,All,18-24,black,R,lenient,75,0.001
2020,10,web,All,18-24,hispanic,R,lenient,75,0.002
2020,10,web,All,18-24,white+other,R,lenient,75,0.006
2020,10,web,All,25-34,All,R,lenient,75,0.002
2020,10,web,All,25-34,asian,R,lenient,75,0.000
2020,10,web,All,25-34,black,R,lenient,75,0.001
2020,10,web,All,25-34,hispanic,R,lenient,75,0.002
2020,10,web,All,25-34,white+other,R,lenient,75,0.003
2020,10,web,All,35-44,All,R,lenient,75,0.006
2020,10,web,All,35-44,asian,R,lenient,75,0.006
2020,10,web,All,35-44,black,R,lenient,75,0.002
2020,10,web,All,35-44,hispanic,R,lenient,75,0.003
2020,10,web,All,35-44,white+other,R,lenient,75,0.007
2020,10,web,All,45-54,All,R,lenient,75,0.011
2020,10,web,All,45-54,asian,R,lenient,75,0.003
2020,10,web,All,45-54,black,R,lenient,75,0.001
2020,10,web,All,45-54,hispanic,R,lenient,75,0.003
2020,10,web,All,45-54,white+other,R,lenient,75,0.015
2020,10,web,All,55+,All,R,lenient,75,0.018
2020,10,web,All,55+,asian,R,lenient,75,0.000
2020,10,web,All,55+,black,R,lenient,75,0.008
2020,10,web,All,55+,hispanic,R,lenient,75,0.009
2020,10,web,All,55+,white+other,R,lenient,75,0.021
2020,10,web,All,All,All,R,lenient,75,0.011
2020,10,web,All,All,asian,R,lenient,75,0.002
2020,10,web,All,All,black,R,lenient,75,0.003
2020,10,web,All,All,hispanic,R,lenient,75,0.004
2020,10,web,All,All,white+other,R,lenient,75,0.014
2020,10,web,Female,18-24,All,R,lenient,75,0.003
2020,10,web,Female,25-34,All,R,lenient,75,0.002
2020,10,web,Female,35-44,All,R,lenient,75,0.007
2020,10,web,Female,45-54,All,R,lenient,75,0.007
2020,10,web,Female,55+,All,R,lenient,75,0.014
2020,10,web,Female,All,All,R,lenient,75,0.009
2020,10,web,Female,All,asian,R,lenient,75,0.003
2020,10,web,Female,All,black,R,lenient,75,0.004
2020,10,web,Female,All,hispanic,R,lenient,75,0.004
2020,10,web,Female,All,white+other,R,lenient,75,0.011
2020,10,web,Male,18-24,All,R,lenient,75,0.005
2020,10,web,Male,25-34,All,R,lenient,75,0.003
2020,10,web,Male,35-44,All,R,lenient,75,0.004
2020,10,web,Male,45-54,All,R,lenient,75,0.017
2020,10,web,Male,55+,All,R,lenient,75,0.023
2020,10,web,Male,All,All,R,lenient,75,0.014
2020,10,web,Male,All,asian,R,lenient,75,0.002
2020,10,web,Male,All,black,R,lenient,75,0.001
2020,10,web,Male,All,hispanic,R,lenient,75,0.004
2020,10,web,Male,All,white+other,R,lenient,75,0.019
2020,11,web,All,18-24,All,R,lenient,75,0.007
2020,11,web,All,18-24,asian,R,lenient,75,0.014
2020,11,web,All,18-24,black,R,lenient,75,0.000
2020,11,web,All,18-24,hispanic,R,lenient,75,0.010
2020,11,web,All,18-24,white+other,R,lenient,75,0.007
2020,11,web,All,25-34,All,R,lenient,75,0.004
2020,11,web,All,25-34,asian,R,lenient,75,0.000
2020,11,web,All,25-34,black,R,lenient,75,0.002
2020,11,web,All,25-34,hispanic,R,lenient,75,0.003
2020,11,web,All,25-34,white+other,R,lenient,75,0.004
2020,11,web,All,35-44,All,R,lenient,75,0.008
