year,month,medium,gender,age_group,ethnicity,political_lean,partisanship_scenario,diet_threshold,value
2019,5,tv,Male,18-24,All,L,lenient,50,0.050
2019,5,tv,Female,18-24,All,L,lenient,50,0.040
2019,5,tv,Male,25-34,All,L,lenient,50,0.047
2019,5,tv,Female,25-34,All,L,lenient,50,0.042
2019,5,tv,Male,35-44,All,L,lenient,50,0.063
2019,5,tv,Female,35-44,All,L,lenient,50,0.054
2019,5,tv,Male,45-54,All,L,lenient,50,0.083
2019,5,tv,Female,45-54,All,L,lenient,50,0.067
2019,5,tv,Male,55+,All,L,lenient,50,0.115
2019,5,tv,Female,55+,All,L,lenient,50,0.101
2019,6,tv,Male,18-24,All,L,lenient,50,0.049
2019,6,tv,Female,18-24,All,L,lenient,50,0.042
2019,6,tv,Male,25-34,All,L,lenient,50,0.054
2019,6,tv,Female,25-34,All,L,lenient,50,0.050
2019,6,tv,Male,35-44,All,L,lenient,50,0.071
2019,6,tv,Female,35-44,All,L,lenient,50,0.055
2019,6,tv,Male,45-54,All,L,lenient,50,0.079
2019,6,tv,Female,45-54,All,L,lenient,50,0.067
2019,6,tv,Male,55+,All,L,lenient,50,0.114
2019,6,tv,Female,55+,All,L,lenient,50,0.101
2019,7,tv,Male,18-24,All,L,lenient,50,0.062
2019,7,tv,Female,18-24,All,L,lenient,50,0.053
2019,7,tv,Male,25-34,All,L,lenient,50,0.067
2019,7,tv,Female,25-34,All,L,lenient,50,0.061
2019,7,tv,Male,35-44,All,L,lenient,50,0.095
2019,7,tv,Female,35-44,All,L,lenient,50,0.077
2019,7,tv,Male,45-54,All,L,lenient,50,0.099
2019,7,tv,Female,45-54,All,L,lenient,50,0.081
2019,7,tv,Male,55+,All,L,lenient,50,0.127
2019,7,tv,Female,55+,All,L,lenient,50,0.111
2019,8,tv,Male,18-24,All,L,lenient,50,0.047
2019,8,tv,Female,18-24,All,L,lenient,50,0.043
2019,8,tv,Male,25-34,All,L,lenient,50,0.051
2019,8,tv,Female,25-34,All,L,lenient,50,0.053
2019,8,tv,Male,35-44,All,L,lenient,50,0.084
2019,8,tv,Female,35-44,All,L,lenient,50,0.065
2019,8,tv,Male,45-54,All,L,lenient,50,0.089
2019,8,tv,Female,45-54,All,L,lenient,50,0.076
2019,8,tv,Male,55+,All,L,lenient,50,0.122
2019,8,tv,Female,55+,All,L,lenient,50,0.111
2019,9,tv,Male,18-24,All,L,lenient,50,0.046
2019,9,tv,Female,18-24,All,L,lenient,50,0.042
2019,9,tv,Male,25-34,All,L,lenient,50,0.049
2019,9,tv,Female,25-34,All,L,lenient,50,0.050
2019,9,tv,Male,35-44,All,L,lenient,50,0.073
2019,9,tv,Female,35-44,All,L,lenient,50,0.060
2019,9,tv,Male,45-54,All,L,lenient,50,0.086
2019,9,tv,Female,45-54,All,L,lenient,50,0.068
2019,9,tv,Male,55+,All,L,lenient,50,0.123
2019,9,tv,Female,55+,All,L,lenient,50,0.108
2019,10,tv,Male,18-24,All,L,lenient,50,0.054
2019,10,tv,Female,18-24,All,L,lenient,50,0.045
2019,10,tv,Male,25-34,All,L,lenient,50,0.064
2019,10,tv,Female,25-34,All,L,lenient,50,0.059
2019,10,tv,Male,35-44,All,L,lenient,50,0.089
2019,10,tv,Female,35-44,All,L,lenient,50,0.070
2019,10,tv,Male,45-54,All,L,lenient,50,0.101
2019,10,tv,Female,45-54,All,L,lenient,50,0.080
2019,10,tv,Male,55+,All,L,lenient,50,0.133
2019,10,tv,Female,55+,All,L,lenient,50,0.121
2019,11,tv,Male,18-24,All,L,lenient,50,0.053
2019,11,tv,Female,18-24,All,L,lenient,50,0.045
2019,11,tv,Male,25-34,All,L,lenient,50,0.055
2019,11,tv,Female,25-34,All,L,lenient,50,0.053
2019,11,tv,Male,35-44,All,L,lenient,50,0.082
2019,11,tv,Female,35-44,All,L,lenient,50,0.070
2019,11,tv,Male,45-54,All,L,lenient,50,0.096
2019,11,tv,Female,45-54,All,L,lenient,50,0.077
2019,11,tv,Male,55+,All,L,lenient,50,0.132
2019,11,tv,Female,55+,All,L,lenient,50,0.116
2019,12,tv,Male,18-24,All,L,lenient,50,0.057
2019,12,tv,Female,18-24,All,L,lenient,50,0.050
2019,12,tv,Male,25-34,All,L,lenient,50,0.064
2019,12,tv,Female,25-34,All,L,lenient,50,0.051
2019,12,tv,Male,35-44,All,L,lenient,50,0.085
2019,12,tv,Female,35-44,All,L,lenient,50,0.068
2019,12,tv,Male,45-54,All,L,lenient,50,0.097
2019,12,tv,Female,45-54,All,L,lenient,50,0.078
2019,12,tv,Male,55+,All,L,lenient,50,0.125
2019,12,tv,Female,55+,All,L,lenient,50,0.112
2020,1,tv,Male,18-24,All,L,lenient,50,0.059
2020,1,tv,Female,18-24,All,L,lenient,50,0.057
2020,1,tv,Male,25-34,All,L,lenient,50,0.075
2020,1,tv,Female,25-34,All,L,lenient,50,0.062
2020,1,tv,Male,35-44,All,L,lenient,50,0.101
2020,1,tv,Female,35-44,All,L,lenient,50,0.077
2020,1,tv,Male,45-54,All,L,lenient,50,0.112
2020,1,tv,Female,45-54,All,L,lenient,50,0.088
2020,1,tv,Male,55+,All,L,lenient,50,0.137
2020,1,tv,Female,55+,All,L,lenient,50,0.119
2020,2,tv,Male,18-24,All,L,lenient,50,0.055
2020,2,tv,Female,18-24,All,L,lenient,50,0.044
2020,2,tv,Male,25-34,All,L,lenient,50,0.066
2020,2,tv,Female,25-34,All,L,lenient,50,0.055
2020,2,tv,Male,35-44,All,L,lenient,50,0.084
2020,2,tv,Female,35-44,All,L,lenient,50,0.066
2020,2,tv,Male,45-54,All,L,lenient,50,0.099
2020,2,tv,Female,45-54,All,L,lenient,50,0.074
2020,2,tv,Male,55+,All,L,lenient,50,0.125
2020,2,tv,Female,55+,All,L,lenient,50,0.107
2020,3,tv,Male,18-24,All,L,lenient,50,0.079
2020,3,tv,Female,18-24,All,L,lenient,50,0.081
2020,3,tv,Male,25-34,All,L,lenient,50,0.087
2020,3,tv,Female,25-34,All,L,lenient,50,0.083
2020,3,tv,Male,35-44,All,L,lenient,50,0.126
2020,3,tv,Female,35-44,All,L,lenient,50,0.108
2020,3,tv,Male,45-54,All,L,lenient,50,0.137
2020,3,tv,Female,45-54,All,L,lenient,50,0.116
2020,3,tv,Male,55+,All,L,lenient,50,0.155
2020,3,tv,Female,55+,All,L,lenient,50,0.141
2020,4,tv,Male,18-24,All,L,lenient,50,0.067
2020,4,tv,Female,18-24,All,L,lenient,50,0.068
2020,4,tv,Male,25-34,All,L,lenient,50,0.073
2020,4,tv,Female,25-34,All,L,lenient,50,0.071
2020,4,tv,Male,35-44,All,L,lenient,50,0.105
2020,4,tv,Female,35-44,All,L,lenient,50,0.093
2020,4,tv,Male,45-54,All,L,lenient,50,0.120
2020,4,tv,Female,45-54,All,L,lenient,50,0.110
2020,4,tv,Male,55+,All,L,lenient,50,0.153
2020,4,tv,Female,55+,All,L,lenient,50,0.140
2020,5,tv,Male,18-24,All,L,lenient,50,0.079
2020,5,tv,Female,18-24,All,L,lenient,50,0.069
2020,5,tv,Male,25-34,All,L,lenient,50,0.077
2020,5,tv,Female,25-34,All,L,lenient,50,0.071
2020,5,tv,Male,35-44,All,L,lenient,50,0.099
2020,5,tv,Female,35-44,All,L,lenient,50,0.099
2020,5,tv,Male,45-54,All,L,lenient,50,0.120
2020,5,tv,Female,45-54,All,L,lenient,50,0.112
2020,5,tv,Male,55+,All,L,lenient,50,0.152
2020,5,tv,Female,55+,All,L,lenient,50,0.138
2020,6,tv,Male,18-24,All,L,lenient,50,0.071
2020,6,tv,Female,18-24,All,L,lenient,50,0.075
2020,6,tv,Male,25-34,All,L,lenient,50,0.077
2020,6,tv,Female,25-34,All,L,lenient,50,0.072
2020,6,tv,Male,35-44,All,L,lenient,50,0.106
2020,6,tv,Female,35-44,All,L,lenient,50,0.100
2020,6,tv,Male,45-54,All,L,lenient,50,0.120
2020,6,tv,Female,45-54,All,L,lenient,50,0.111
2020,6,tv,Male,55+,All,L,lenient,50,0.148
2020,6,tv,Female,55+,All,L,lenient,50,0.140
2020,7,tv,Male,18-24,All,L,lenient,50,0.055
2020,7,tv,Female,18-24,All,L,lenient,50,0.057
2020,7,tv,Male,25-34,All,L,lenient,50,0.059
2020,7,tv,Female,25-34,All,L,lenient,50,0.056
2020,7,tv,Male,35-44,All,L,lenient,50,0.088
2020,7,tv,Female,35-44,All,L,lenient,50,0.076
2020,7,tv,Male,45-54,All,L,lenient,50,0.105
2020,7,tv,Female,45-54,All,L,lenient,50,0.098
2020,7,tv,Male,55+,All,L,lenient,50,0.145
2020,7,tv,Female,55+,All,L,lenient,50,0.134
2020,8,tv,Male,18-24,All,L,lenient,50,0.063
2020,8,tv,Female,18-24,All,L,lenient,50,0.066
2020,8,tv,Male,25-34,All,L,lenient,50,0.067
2020,8,tv,Female,25-34,All,L,lenient,50,0.062
2020,8,tv,Male,35-44,All,L,lenient,50,0.094
2020,8,tv,Female,35-44,All,L,lenient,50,0.083
2020,8,tv,Male,45-54,All,L,lenient,50,0.121
2020,8,tv,Female,45-54,All,L,lenient,50,0.106
2020,8,tv,Male,55+,All,L,lenient,50,0.152
2020,8,tv,Female,55+,All,L,lenient,50,0.139
2020,9,tv,Male,18-24,All,L,lenient,50,0.053
2020,9,tv,Female,18-24,All,L,lenient,50,0.046
2020,9,tv,Male,25-34,All,L,lenient,50,0.065
2020,9,tv,Female,25-34,All,L,lenient,50,0.056
2020,9,tv,Male,35-44,All,L,lenient,50,0.087
2020,9,tv,Female,35-44,All,L,lenient,50,0.075
2020,9,tv,Male,45-54,All,L,lenient,50,0.104
2020,9,tv,Female,45-54,All,L,lenient,50,0.098
2020,9,tv,Male,55+,All,L,lenient,50,0.146
2020,9,tv,Female,55+,All,L,lenient,50,0.134
2020,10,tv,Male,18-24,All,L,lenient,50,0.059
2020,10,tv,Female,18-24,All,L,lenient,50,0.057
2020,10,tv,Male,25-34,All,L,lenient,50,0.067
2020,10,tv,Female,25-34,All,L,lenient,50,0.069
2020,10,tv,Male,35-44,All,L,lenient,50,0.092
2020,10,tv,Female,35-44,All,L,lenient,50,0.087
2020,10,tv,Male,45-54,All,L,lenient,50,0.110
2020,10,tv,Female,45-54,All,L,lenient,50,0.104
2020,10,tv,Male,55+,All,L,lenient,50,0.154
2020,10,tv,Female,55+,All,L,lenient,50,0.145
2020,11,tv,Male,18-24,All,L,lenient,50,0.100
2020,11,tv,Female,18-24,All,L,lenient,50,0.092
2020,11,tv,Male,25-34,All,L,lenient,50,0.118
2020,11,tv,Female,25-34,All,L,lenient,50,0.126
2020,11,tv,Male,35-44,All,L,lenient,50,0.163
2020,11,tv,Female,35-44,All,L,lenient,50,0.151
2020,11,tv,Male,45-54,All,L,lenient,50,0.176
2020,11,tv,Female,45-54,All,L,lenient,50,0.158
2020,11,tv,Male,55+,All,L,lenient,50,0.188
2020,11,tv,Female,55+,All,L,lenient,50,0.177
2020,12,tv,Male,18-24,All,L,lenient,50,0.064
2020,12,tv,Female,18-24,All,L,lenient,50,0.062
2020,12,tv,Male,25-34,All,L,lenient,50,0.064
2020,12,tv,Female,25-34,All,L,lenient,50,0.067
2020,12,tv,Male,35-44,All,L,lenient,50,0.091
2020,12,tv,Female,35-44,All,L,lenient,50,0.084
2020,12,tv,Male,45-54,All,L,lenient,50,0.117
2020,12,tv,Female,45-54,All,L,lenient,50,0.109
2020,12,tv,Male,55+,All,L,lenient,50,0.159
2020,12,tv,Female,55+,All,L,lenient,50,0.147
2021,1,tv,Male,18-24,All,L,lenient,50,0.090
2021,1,tv,Female,18-24,All,L,lenient,50,0.093
2021,1,tv,Male,25-34,All,L,lenient,50,0.105
2021,1,tv,Female,25-34,All,L,lenient,50,0.105
2021,1,tv,Male,35-44,All,L,lenient,50,0.147
2021,1,tv,Female,35-44,All,L,lenient,50,0.137
2021,1,tv,Male,45-54,All,L,lenient,50,0.163
2021,1,tv,Female,45-54,All,L,lenient,50,0.154
2021,1,tv,Male,55+,All,L,lenient,50,0.191
2021,1,tv,Female,55+,All,L,lenient,50,0.181
2021,2,tv,Male,18-24,All,L,lenient,50,0.059
2021,2,tv,Female,18-24,All,L,lenient,50,0.053
2021,2,tv,Male,25-34,All,L,lenient,50,0.064
2021,2,tv,Female,25-34,All,L,lenient,50,0.060
2021,2,tv,Male,35-44,All,L,lenient,50,0.086
2021,2,tv,Female,35-44,All,L,lenient,50,0.079
2021,2,tv,Male,45-54,All,L,lenient,50,0.120
2021,2,tv,Female,45-54,All,L,lenient,50,0.116
2021,2,tv,Male,55+,All,L,lenient,50,0.164
2021,2,tv,Female,55+,All,L,lenient,50,0.152
2021,3,tv,Male,18-24,All,L,lenient,50,0.041
2021,3,tv,Female,18-24,All,L,lenient,50,0.034
2021,3,tv,Male,25-34,All,L,lenient,50,0.053
2021,3,tv,Female,25-34,All,L,lenient,50,0.046
2021,3,tv,Male,35-44,All,L,lenient,50,0.074
2021,3,tv,Female,35-44,All,L,lenient,50,0.060
2021,3,tv,Male,45-54,All,L,lenient,50,0.096
2021,3,tv,Female,45-54,All,L,lenient,50,0.088
2021,3,tv,Male,55+,All,L,lenient,50,0.137
2021,3,tv,Female,55+,All,L,lenient,50,0.120
2021,4,tv,Male,18-24,All,L,lenient,50,0.046
2021,4,tv,Female,18-24,All,L,lenient,50,0.039
2021,4,tv,Male,25-34,All,L,lenient,50,0.056
2021,4,tv,Female,25-34,All,L,lenient,50,0.046
2021,4,tv,Male,35-44,All,L,lenient,50,0.075
2021,4,tv,Female,35-44,All,L,lenient,50,0.068
2021,4,tv,Male,45-54,All,L,lenient,50,0.097
2021,4,tv,Female,45-54,All,L,lenient,50,0.091
2021,4,tv,Male,55+,All,L,lenient,50,0.131
2021,4,tv,Female,55+,All,L,lenient,50,0.117
2021,5,tv,Male,18-24,All,L,lenient,50,0.043
2021,5,tv,Female,18-24,All,L,lenient,50,0.036
2021,5,tv,Male,25-34,All,L,lenient,50,0.041
2021,5,tv,Female,25-34,All,L,lenient,50,0.039
2021,5,tv,Male,35-44,All,L,lenient,50,0.065
2021,5,tv,Female,35-44,All,L,lenient,50,0.055
2021,5,tv,Male,45-54,All,L,lenient,50,0.084
2021,5,tv,Female,45-54,All,L,lenient,50,0.077
2021,5,tv,Male,55+,All,L,lenient,50,0.125
2021,5,tv,Female,55+,All,L,lenient,50,0.108
2021,6,tv,Male,18-24,All,L,lenient,50,0.036
2021,6,tv,Female,18-24,All,L,lenient,50,0.033
2021,6,tv,Male,25-34,All,L,lenient,50,0.038
2021,6,tv,Female,25-34,All,L,lenient,50,0.033
2021,6,tv,Male,35-44,All,L,lenient,50,0.060
2021,6,tv,Female,35-44,All,L,lenient,50,0.052
2021,6,tv,Male,45-54,All,L,lenient,50,0.077
2021,6,tv,Female,45-54,All,L,lenient,50,0.073
2021,6,tv,Male,55+,All,L,lenient,50,0.117
2021,6,tv,Female,55+,All,L,lenient,50,0.106
2021,7,tv,Male,18-24,All,L,lenient,50,0.033
2021,7,tv,Female,18-24,All,L,lenient,50,0.031
2021,7,tv,Male,25-34,All,L,lenient,50,0.038
2021,7,tv,Female,25-34,All,L,lenient,50,0.034
2021,7,tv,Male,35-44,All,L,lenient,50,0.064
2021,7,tv,Female,35-44,All,L,lenient,50,0.050
2021,7,tv,Male,45-54,All,L,lenient,50,0.082
2021,7,tv,Female,45-54,All,L,lenient,50,0.074
2021,7,tv,Male,55+,All,L,lenient,50,0.122
2021,7,tv,Female,55+,All,L,lenient,50,0.110
2021,8,tv,Male,18-24,All,L,lenient,50,0.044
2021,8,tv,Female,18-24,All,L,lenient,50,0.037
2021,8,tv,Male,25-34,All,L,lenient,50,0.048
2021,8,tv,Female,25-34,All,L,lenient,50,0.043
2021,8,tv,Male,35-44,All,L,lenient,50,0.067
2021,8,tv,Female,35-44,All,L,lenient,50,0.056
2021,8,tv,Male,45-54,All,L,lenient,50,0.087
2021,8,tv,Female,45-54,All,L,lenient,50,0.075
2021,8,tv,Male,55+,All,L,lenient,50,0.118
2021,8,tv,Female,55+,All,L,lenient,50,0.104
2021,9,tv,Male,18-24,All,L,lenient,50,0.032
2021,9,tv,Female,18-24,All,L,lenient,50,0.031
2021,9,tv,Male,25-34,All,L,lenient,50,0.039
2021,9,tv,Female,25-34,All,L,lenient,50,0.036
2021,9,tv,Male,35-44,All,L,lenient,50,0.053
2021,9,tv,Female,35-44,All,L,lenient,50,0.049
2021,9,tv,Male,45-54,All,L,lenient,50,0.079
2021,9,tv,Female,45-54,All,L,lenient,50,0.069
2021,9,tv,Male,55+,All,L,lenient,50,0.108
2021,9,tv,Female,55+,All,L,lenient,50,0.100
2021,10,tv,Male,18-24,All,L,lenient,50,0.029
2021,10,tv,Female,18-24,All,L,lenient,50,0.031
2021,10,tv,Male,25-34,All,L,lenient,50,0.036
2021,10,tv,Female,25-34,All,L,lenient,50,0.028
2021,10,tv,Male,35-44,All,L,lenient,50,0.049
2021,10,tv,Female,35-44,All,L,lenient,50,0.042
2021,10,tv,Male,45-54,All,L,lenient,50,0.067
2021,10,tv,Female,45-54,All,L,lenient,50,0.061
2021,10,tv,Male,55+,All,L,lenient,50,0.101
2021,10,tv,Female,55+,All,L,lenient,50,0.091
2021,11,tv,Male,18-24,All,L,lenient,50,0.028
2021,11,tv,Female,18-24,All,L,lenient,50,0.035
2021,11,tv,Male,25-34,All,L,lenient,50,0.033
2021,11,tv,Female,25-34,All,L,lenient,50,0.030
2021,11,tv,Male,35-44,All,L,lenient,50,0.044
2021,11,tv,Female,35-44,All,L,lenient,50,0.041
2021,11,tv,Male,45-54,All,L,lenient,50,0.068
2021,11,tv,Female,45-54,All,L,lenient,50,0.058
2021,11,tv,Male,55+,All,L,lenient,50,0.100
2021,11,tv,Female,55+,All,L,lenient,50,0.089
2021,12,tv,Male,18-24,All,L,lenient,50,0.039
2021,12,tv,Female,18-24,All,L,lenient,50,0.040
2021,12,tv,Male,25-34,All,L,lenient,50,0.037
2021,12,tv,Female,25-34,All,L,lenient,50,0.031
2021,12,tv,Male,35-44,All,L,lenient,50,0.057
2021,12,tv,Female,35-44,All,L,lenient,50,0.050
2021,12,tv,Male,45-54,All,L,lenient,50,0.072
2021,12,tv,Female,45-54,All,L,lenient,50,0.063
2021,12,tv,Male,55+,All,L,lenient,50,0.103
2021,12,tv,Female,55+,All,L,lenient,50,0.092
2022,1,tv,Male,18-24,All,L,lenient,50,0.025
2022,1,tv,Female,18-24,All,L,lenient,50,0.028
2022,1,tv,Male,25-34,All,L,lenient,50,0.030
2022,1,tv,Female,25-34,All,L,lenient,50,0.024
2022,1,tv,Male,35-44,All,L,lenient,50,0.043
2022,1,tv,Female,35-44,All,L,lenient,50,0.033
2022,1,tv,Male,45-54,All,L,lenient,50,0.062
2022,1,tv,Female,45-54,All,L,lenient,50,0.055
2022,1,tv,Male,55+,All,L,lenient,50,0.093
2022,1,tv,Female,55+,All,L,lenient,50,0.083
2022,2,tv,Male,18-24,All,L,lenient,50,0.040
2022,2,tv,Female,18-24,All,L,lenient,50,0.036
2022,2,tv,Male,25-34,All,L,lenient,50,0.052
2022,2,tv,Female,25-34,All,L,lenient,50,0.044
2022,2,tv,Male,35-44,All,L,lenient,50,0.072
2022,2,tv,Female,35-44,All,L,lenient,50,0.063
2022,2,tv,Male,45-54,All,L,lenient,50,0.092
2022,2,tv,Female,45-54,All,L,lenient,50,0.074
2022,2,tv,Male,55+,All,L,lenient,50,0.115
2022,2,tv,Female,55+,All,L,lenient,50,0.097
2022,3,tv,Male,18-24,All,L,lenient,50,0.046
2022,3,tv,Female,18-24,All,L,lenient,50,0.048
2022,3,tv,Male,25-34,All,L,lenient,50,0.050
2022,3,tv,Female,25-34,All,L,lenient,50,0.044
2022,3,tv,Male,35-44,All,L,lenient,50,0.075
2022,3,tv,Female,35-44,All,L,lenient,50,0.064
2022,3,tv,Male,45-54,All,L,lenient,50,0.094
2022,3,tv,Female,45-54,All,L,lenient,50,0.083
2022,3,tv,Male,55+,All,L,lenient,50,0.127
2022,3,tv,Female,55+,All,L,lenient,50,0.107
2022,4,tv,Male,18-24,All,L,lenient,50,0.031
2022,4,tv,Female,18-24,All,L,lenient,50,0.029
2022,4,tv,Male,25-34,All,L,lenient,50,0.032
2022,4,tv,Female,25-34,All,L,lenient,50,0.029
2022,4,tv,Male,35-44,All,L,lenient,50,0.052
2022,4,tv,Female,35-44,All,L,lenient,50,0.050
2022,4,tv,Male,45-54,All,L,lenient,50,0.075
2022,4,tv,Female,45-54,All,L,lenient,50,0.061
2022,4,tv,Male,55+,All,L,lenient,50,0.105
2022,4,tv,Female,55+,All,L,lenient,50,0.089
2022,5,tv,Male,18-24,All,L,lenient,50,0.026
2022,5,tv,Female,18-24,All,L,lenient,50,0.030
2022,5,tv,Male,25-34,All,L,lenient,50,0.034
2022,5,tv,Female,25-34,All,L,lenient,50,0.028
2022,5,tv,Male,35-44,All,L,lenient,50,0.053
2022,5,tv,Female,35-44,All,L,lenient,50,0.049
2022,5,tv,Male,45-54,All,L,lenient,50,0.073
2022,5,tv,Female,45-54,All,L,lenient,50,0.063
2022,5,tv,Male,55+,All,L,lenient,50,0.101
2022,5,tv,Female,55+,All,L,lenient,50,0.088
2022,6,tv,Male,18-24,All,L,lenient,50,0.030
2022,6,tv,Female,18-24,All,L,lenient,50,0.031
2022,6,tv,Male,25-34,All,L,lenient,50,0.035
2022,6,tv,Female,25-34,All,L,lenient,50,0.034
2022,6,tv,Male,35-44,All,L,lenient,50,0.056
2022,6,tv,Female,35-44,All,L,lenient,50,0.049
2022,6,tv,Male,45-54,All,L,lenient,50,0.080
2022,6,tv,Female,45-54,All,L,lenient,50,0.070
2022,6,tv,Male,55+,All,L,lenient,50,0.108
2022,6,tv,Female,55+,All,L,lenient,50,0.100
2022,7,tv,Male,18-24,All,L,lenient,50,0.029
2022,7,tv,Female,18-24,All,L,lenient,50,0.030
2022,7,tv,Male,25-34,All,L,lenient,50,0.036
2022,7,tv,Female,25-34,All,L,lenient,50,0.030
2022,7,tv,Male,35-44,All,L,lenient,50,0.057
2022,7,tv,Female,35-44,All,L,lenient,50,0.048
2022,7,tv,Male,45-54,All,L,lenient,50,0.074
2022,7,tv,Female,45-54,All,L,lenient,50,0.062
2022,7,tv,Male,55+,All,L,lenient,50,0.111
2022,7,tv,Female,55+,All,L,lenient,50,0.104
2022,8,tv,Male,18-24,All,L,lenient,50,0.027
2022,8,tv,Female,18-24,All,L,lenient,50,0.026
2022,8,tv,Male,25-34,All,L,lenient,50,0.037
2022,8,tv,Female,25-34,All,L,lenient,50,0.029
2022,8,tv,Male,35-44,All,L,lenient,50,0.055
2022,8,tv,Female,35-44,All,L,lenient,50,0.050
2022,8,tv,Male,45-54,All,L,lenient,50,0.073
2022,8,tv,Female,45-54,All,L,lenient,50,0.070
2022,8,tv,Male,55+,All,L,lenient,50,0.113
2022,8,tv,Female,55+,All,L,lenient,50,0.102
2022,9,tv,Male,18-24,All,L,lenient,50,0.028
2022,9,tv,Female,18-24,All,L,lenient,50,0.033
2022,9,tv,Male,25-34,All,L,lenient,50,0.039
2022,9,tv,Female,25-34,All,L,lenient,50,0.033
2022,9,tv,Male,35-44,All,L,lenient,50,0.062
2022,9,tv,Female,35-44,All,L,lenient,50,0.050
2022,9,tv,Male,45-54,All,L,lenient,50,0.072
2022,9,tv,Female,45-54,All,L,lenient,50,0.067
2022,9,tv,Male,55+,All,L,lenient,50,0.113
2022,9,tv,Female,55+,All,L,lenient,50,0.107
2022,10,tv,Male,18-24,All,L,lenient,50,0.027
2022,10,tv,Female,18-24,All,L,lenient,50,0.027
2022,10,tv,Male,25-34,All,L,lenient,50,0.035
2022,10,tv,Female,25-34,All,L,lenient,50,0.035
2022,10,tv,Male,35-44,All,L,lenient,50,0.054
2022,10,tv,Female,35-44,All,L,lenient,50,0.047
2022,10,tv,Male,45-54,All,L,lenient,50,0.071
2022,10,tv,Female,45-54,All,L,lenient,50,0.060
2022,10,tv,Male,55+,All,L,lenient,50,0.107
2022,10,tv,Female,55+,All,L,lenient,50,0.095
2022,11,tv,Male,18-24,All,L,lenient,50,0.035
2022,11,tv,Female,18-24,All,L,lenient,50,0.031
2022,11,tv,Male,25-34,All,L,lenient,50,0.044
2022,11,tv,Female,25-34,All,L,lenient,50,0.040
2022,11,tv,Male,35-44,All,L,lenient,50,0.064
2022,11,tv,Female,35-44,All,L,lenient,50,0.055
2022,11,tv,Male,45-54,All,L,lenient,50,0.091
2022,11,tv,Female,45-54,All,L,lenient,50,0.070
2022,11,tv,Male,55+,All,L,lenient,50,0.109
2022,11,tv,Female,55+,All,L,lenient,50,0.097
2022,12,tv,Male,18-24,All,L,lenient,50,0.036
2022,12,tv,Female,18-24,All,L,lenient,50,0.037
2022,12,tv,Male,25-34,All,L,lenient,50,0.039
2022,12,tv,Female,25-34,All,L,lenient,50,0.037
2022,12,tv,Male,35-44,All,L,lenient,50,0.065
2022,12,tv,Female,35-44,All,L,lenient,50,0.055
2022,12,tv,Male,45-54,All,L,lenient,50,0.076
2022,12,tv,Female,45-54,All,L,lenient,50,0.063
2022,12,tv,Male,55+,All,L,lenient,50,0.110
2022,12,tv,Female,55+,All,L,lenient,50,0.099
2023,1,tv,Male,18-24,All,L,lenient,50,0.023
2023,1,tv,Female,18-24,All,L,lenient,50,0.033
2023,1,tv,Male,25-34,All,L,lenient,50,0.032
2023,1,tv,Female,25-34,All,L,lenient,50,0.030
2023,1,tv,Male,35-44,All,L,lenient,50,0.052
2023,1,tv,Female,35-44,All,L,lenient,50,0.036
2023,1,tv,Male,45-54,All,L,lenient,50,0.078
2023,1,tv,Female,45-54,All,L,lenient,50,0.056
2023,1,tv,Male,55+,All,L,lenient,50,0.104
2023,1,tv,Female,55+,All,L,lenient,50,0.089
2023,2,tv,Male,18-24,All,L,lenient,50,0.031
2023,2,tv,Female,18-24,All,L,lenient,50,0.025
2023,2,tv,Male,25-34,All,L,lenient,50,0.032
2023,2,tv,Female,25-34,All,L,lenient,50,0.028
2023,2,tv,Male,35-44,All,L,lenient,50,0.045
2023,2,tv,Female,35-44,All,L,lenient,50,0.036
2023,2,tv,Male,45-54,All,L,lenient,50,0.065
2023,2,tv,Female,45-54,All,L,lenient,50,0.053
2023,2,tv,Male,55+,All,L,lenient,50,0.102
2023,2,tv,Female,55+,All,L,lenient,50,0.087
2023,3,tv,Male,18-24,All,L,lenient,50,0.024
2023,3,tv,Female,18-24,All,L,lenient,50,0.024
2023,3,tv,Male,25-34,All,L,lenient,50,0.029
2023,3,tv,Female,25-34,All,L,lenient,50,0.025
2023,3,tv,Male,35-44,All,L,lenient,50,0.042
2023,3,tv,Female,35-44,All,L,lenient,50,0.038
2023,3,tv,Male,45-54,All,L,lenient,50,0.068
2023,3,tv,Female,45-54,All,L,lenient,50,0.054
2023,3,tv,Male,55+,All,L,lenient,50,0.099
2023,3,tv,Female,55+,All,L,lenient,50,0.085
2023,4,tv,Male,18-24,All,L,lenient,50,0.021
2023,4,tv,Female,18-24,All,L,lenient,50,0.020
2023,4,tv,Male,25-34,All,L,lenient,50,0.031
2023,4,tv,Female,25-34,All,L,lenient,50,0.026
2023,4,tv,Male,35-44,All,L,lenient,50,0.052
2023,4,tv,Female,35-44,All,L,lenient,50,0.039
2023,4,tv,Male,45-54,All,L,lenient,50,0.070
2023,4,tv,Female,45-54,All,L,lenient,50,0.059
2023,4,tv,Male,55+,All,L,lenient,50,0.099
2023,4,tv,Female,55+,All,L,lenient,50,0.089
2023,5,tv,Male,18-24,All,L,lenient,50,0.030
2023,5,tv,Female,18-24,All,L,lenient,50,0.030
2023,5,tv,Male,25-34,All,L,lenient,50,0.035
2023,5,tv,Female,25-34,All,L,lenient,50,0.035
