archetype,delta,start year,start month,end year,end month
Spanish News,-5497036,2016,10,2024,7
Other Cable,-4943367,2016,10,2024,7
No or Minimal News,78136903,2016,10,2024,8
Hard Broadcast News,-21493543,2016,10,2024,8
Soft Broadcast News,-23385490,2016,10,2024,8
Partisan Cable (right),-2125678,2016,10,2024,8
Partisan Cable (left),-5215873,2016,10,2024,8
Spanish News,-6609080,2016,10,2024,8
Other Cable,-4041571,2016,10,2024,8
No or Minimal News,67316739,2016,10,2024,9
Hard Broadcast News,-7529615,2016,10,2024,9
Soft Broadcast News,-23630782,2016,10,2024,9
Partisan Cable (right),-1805573,2016,10,2024,9
Partisan Cable (left),-7507211,2016,10,2024,9
Spanish News,-6387144,2016,10,2024,9
Other Cable,-3705648,2016,10,2024,9
No or Minimal News,74763944,2016,10,2024,10
Hard Broadcast News,-16285771,2016,10,2024,10
Soft Broadcast News,-22585784,2016,10,2024,10
Partisan Cable (right),-784342,2016,10,2024,10
Partisan Cable (left),-7524762,2016,10,2024,10
Spanish News,-6093650,2016,10,2024,10
Other Cable,-4671232,2016,10,2024,10
No or Minimal News,65391023,2016,10,2024,11
Hard Broadcast News,-12165594,2016,10,2024,11
Soft Broadcast News,-23156857,2016,10,2024,11
Partisan Cable (right),4354467,2016,10,2024,11
Partisan Cable (left),-6944418,2016,10,2024,11
Spanish News,-5741029,2016,10,2024,11
Other Cable,-4968286,2016,10,2024,11
No or Minimal News,86431208,2016,10,2024,12
Hard Broadcast News,-20994949,2016,10,2024,12
Soft Broadcast News,-21027454,2016,10,2024,12
Partisan Cable (right),-2494132,2016,10,2024,12
Partisan Cable (left),-15121884,2016,10,2024,12
Spanish News,-6816126,2016,10,2024,12
Other Cable,-3314103,2016,10,2024,12
No or Minimal News,72820725,2016,10,2025,1
Hard Broadcast News,-10921968,2016,10,2025,1
Soft Broadcast News,-24973387,2016,10,2025,1
Partisan Cable (right),2018868,2016,10,2025,1
Partisan Cable (left),-12265088,2016,10,2025,1
Spanish News,-5749300,2016,10,2025,1
Other Cable,-4181370,2016,10,2025,1
No or Minimal News,88310427,2016,10,2025,2
Hard Broadcast News,-23554057,2016,10,2025,2
Soft Broadcast News,-24012278,2016,10,2025,2
Partisan Cable (right),-84765,2016,10,2025,2
Partisan Cable (left),-13292843,2016,10,2025,2
Spanish News,-6242769,2016,10,2025,2
Other Cable,-4398867,2016,10,2025,2
No or Minimal News,82818799,2016,10,2025,3
Hard Broadcast News,-17722985,2016,10,2025,3
Soft Broadcast News,-24880086,2016,10,2025,3
Partisan Cable (right),-403085,2016,10,2025,3
Partisan Cable (left),-13267121,2016,10,2025,3
Spanish News,-5962490,2016,10,2025,3
Other Cable,-3813644,2016,10,2025,3
No or Minimal News,90313051,2016,10,2025,4
Hard Broadcast News,-23881652,2016,10,2025,4
Soft Broadcast News,-24402619,2016,10,2025,4
Partisan Cable (right),-2270671,2016,10,2025,4
Partisan Cable (left),-13180135,2016,10,2025,4
Spanish News,-5787678,2016,10,2025,4
Other Cable,-3979578,2016,10,2025,4
No or Minimal News,91846625,2016,10,2025,5
Hard Broadcast News,-23255475,2016,10,2025,5
Soft Broadcast News,-24027831,2016,10,2025,5
Partisan Cable (right),-3217159,2016,10,2025,5
Partisan Cable (left),-14512675,2016,10,2025,5
Spanish News,-6011868,2016,10,2025,5
Other Cable,-4074534,2016,10,2025,5
No or Minimal News,90220326,2016,10,2025,6
Hard Broadcast News,-26274139,2016,10,2025,6
Soft Broadcast News,-24869406,2016,10,2025,6
Partisan Cable (right),-410531,2016,10,2025,6
Partisan Cable (left),-11041478,2016,10,2025,6
Spanish News,-6165744,2016,10,2025,6
Other Cable,-4687084,2016,10,2025,6
No or Minimal News,96400497,2016,10,2025,7
Hard Broadcast News,-27187883,2016,10,2025,7
Soft Broadcast News,-24680656,2016,10,2025,7
Partisan Cable (right),-2687727,2016,10,2025,7
Partisan Cable (left),-13334557,2016,10,2025,7
Spanish News,-6638807,2016,10,2025,7
Other Cable,-5131538,2016,10,2025,7
No or Minimal News,98426485,2016,10,2025,8
Hard Broadcast News,-26344766,2016,10,2025,8
Soft Broadcast News,-24103706,2016,10,2025,8
Partisan Cable (right),-3976499,2016,10,2025,8
Partisan Cable (left),-14757346,2016,10,2025,8
Spanish News,-6905040,2016,10,2025,8
Other Cable,-5621693,2016,10,2025,8
No or Minimal News,95272239,2016,10,2025,9
Hard Broadcast News,-25177348,2016,10,2025,9
Soft Broadcast News,-24110178,2016,10,2025,9
Partisan Cable (right),-649374,2016,10,2025,9
Partisan Cable (left),-13168102,2016,10,2025,9
Spanish News,-6648785,2016,10,2025,9
Other Cable,-4876065,2016,10,2025,9
No or Minimal News,19456460,2016,11,2016,12
Hard Broadcast News,-11213960,2016,11,2016,12
Soft Broadcast News,9607067,2016,11,2016,12
Partisan Cable (right),-6409932,2016,11,2016,12
Partisan Cable (left),-13773910,2016,11,2016,12
Spanish News,-651055,2016,11,2016,12
Other Cable,2905374,2016,11,2016,12
No or Minimal News,11259537,2016,11,2017,1
Hard Broadcast News,-4216218,2016,11,2017,1
Soft Broadcast News,2222585,2016,11,2017,1
Partisan Cable (right),-3235101,2016,11,2017,1
Partisan Cable (left),-7762213,2016,11,2017,1
Spanish News,-218416,2016,11,2017,1
Other Cable,1906038,2016,11,2017,1
No or Minimal News,20951858,2016,11,2017,2
Hard Broadcast News,-11883980,2016,11,2017,2
Soft Broadcast News,3238873,2016,11,2017,2
Partisan Cable (right),-4634268,2016,11,2017,2
Partisan Cable (left),-8891533,2016,11,2017,2
Spanish News,-427596,2016,11,2017,2
Other Cable,1634713,2016,11,2017,2
No or Minimal News,21716745,2016,11,2017,3
Hard Broadcast News,-13486745,2016,11,2017,3
Soft Broadcast News,4676397,2016,11,2017,3
Partisan Cable (right),-6272782,2016,11,2017,3
Partisan Cable (left),-9221388,2016,11,2017,3
Spanish News,-893407,2016,11,2017,3
Other Cable,3450218,2016,11,2017,3
No or Minimal News,25078929,2016,11,2017,4
Hard Broadcast News,-15886282,2016,11,2017,4
Soft Broadcast News,3473459,2016,11,2017,4
Partisan Cable (right),-5713222,2016,11,2017,4
Partisan Cable (left),-8450362,2016,11,2017,4
Spanish News,-1305143,2016,11,2017,4
Other Cable,2749649,2016,11,2017,4
No or Minimal News,26086534,2016,11,2017,5
Hard Broadcast News,-17007679,2016,11,2017,5
Soft Broadcast News,4165619,2016,11,2017,5
Partisan Cable (right),-6759056,2016,11,2017,5
Partisan Cable (left),-7890233,2016,11,2017,5
Spanish News,-1075492,2016,11,2017,5
Other Cable,2452501,2016,11,2017,5
No or Minimal News,28352090,2016,11,2017,6
Hard Broadcast News,-13644092,2016,11,2017,6
Soft Broadcast News,-219697,2016,11,2017,6
Partisan Cable (right),-6657307,2016,11,2017,6
Partisan Cable (left),-8609197,2016,11,2017,6
Spanish News,-1229934,2016,11,2017,6
Other Cable,1938109,2016,11,2017,6
No or Minimal News,32239698,2016,11,2017,7
Hard Broadcast News,-17431993,2016,11,2017,7
Soft Broadcast News,144605,2016,11,2017,7
Partisan Cable (right),-8173433,2016,11,2017,7
Partisan Cable (left),-8751085,2016,11,2017,7
Spanish News,-1394385,2016,11,2017,7
Other Cable,3243842,2016,11,2017,7
No or Minimal News,24572587,2016,11,2017,8
Hard Broadcast News,-14795694,2016,11,2017,8
Soft Broadcast News,480738,2016,11,2017,8
Partisan Cable (right),-6444340,2016,11,2017,8
Partisan Cable (left),-5250408,2016,11,2017,8
Spanish News,-1421929,2016,11,2017,8
Other Cable,3136503,2016,11,2017,8
No or Minimal News,22027149,2016,11,2017,9
Hard Broadcast News,-16503471,2016,11,2017,9
Soft Broadcast News,3459207,2016,11,2017,9
Partisan Cable (right),-5780285,2016,11,2017,9
Partisan Cable (left),-3039059,2016,11,2017,9
Spanish News,68661,2016,11,2017,9
Other Cable,2119280,2016,11,2017,9
No or Minimal News,22896324,2016,11,2017,10
Hard Broadcast News,-14051100,2016,11,2017,10
Soft Broadcast News,3944925,2016,11,2017,10
Partisan Cable (right),-5309896,2016,11,2017,10
Partisan Cable (left),-7438851,2016,11,2017,10
Spanish News,-1206687,2016,11,2017,10
Other Cable,3630263,2016,11,2017,10
No or Minimal News,25398122,2016,11,2017,11
Hard Broadcast News,-15952240,2016,11,2017,11
Soft Broadcast News,7230719,2016,11,2017,11
Partisan Cable (right),-6860899,2016,11,2017,11
Partisan Cable (left),-9610476,2016,11,2017,11
Spanish News,-1469482,2016,11,2017,11
Other Cable,3722626,2016,11,2017,11
No or Minimal News,25408209,2016,11,2017,12
Hard Broadcast News,-13396964,2016,11,2017,12
Soft Broadcast News,4576632,2016,11,2017,12
Partisan Cable (right),-7268518,2016,11,2017,12
Partisan Cable (left),-8568003,2016,11,2017,12
Spanish News,-1653466,2016,11,2017,12
Other Cable,3236249,2016,11,2017,12
No or Minimal News,22455687,2016,11,2018,1
Hard Broadcast News,-11105011,2016,11,2018,1
Soft Broadcast News,5618513,2016,11,2018,1
Partisan Cable (right),-6966698,2016,11,2018,1
Partisan Cable (left),-10158797,2016,11,2018,1
Spanish News,-951700,2016,11,2018,1
Other Cable,3553775,2016,11,2018,1
No or Minimal News,29626629,2016,11,2018,2
Hard Broadcast News,-15271728,2016,11,2018,2
Soft Broadcast News,4356097,2016,11,2018,2
Partisan Cable (right),-7552132,2016,11,2018,2
Partisan Cable (left),-10957013,2016,11,2018,2
Spanish News,-1660855,2016,11,2018,2
Other Cable,3908143,2016,11,2018,2
No or Minimal News,28508090,2016,11,2018,3
Hard Broadcast News,-14740084,2016,11,2018,3
Soft Broadcast News,4379299,2016,11,2018,3
Partisan Cable (right),-8143310,2016,11,2018,3
Partisan Cable (left),-10583803,2016,11,2018,3
Spanish News,-1409564,2016,11,2018,3
Other Cable,4381421,2016,11,2018,3
No or Minimal News,32769839,2016,11,2018,4
Hard Broadcast News,-15559346,2016,11,2018,4
Soft Broadcast News,2315445,2016,11,2018,4
Partisan Cable (right),-7461490,2016,11,2018,4
Partisan Cable (left),-10483974,2016,11,2018,4
Spanish News,-1414300,2016,11,2018,4
Other Cable,2265444,2016,11,2018,4
No or Minimal News,31091485,2016,11,2018,5
Hard Broadcast News,-17514749,2016,11,2018,5
Soft Broadcast News,7121717,2016,11,2018,5
Partisan Cable (right),-8096749,2016,11,2018,5
Partisan Cable (left),-10889862,2016,11,2018,5
Spanish News,-1537074,2016,11,2018,5
Other Cable,2285228,2016,11,2018,5
No or Minimal News,35454639,2016,11,2018,6
Hard Broadcast News,-15114266,2016,11,2018,6
Soft Broadcast News,-67675,2016,11,2018,6
Partisan Cable (right),-7202833,2016,11,2018,6
Partisan Cable (left),-12074949,2016,11,2018,6
Spanish News,-685949,2016,11,2018,6
Other Cable,2061897,2016,11,2018,6
No or Minimal News,37980900,2016,11,2018,7
Hard Broadcast News,-16790570,2016,11,2018,7
Soft Broadcast News,-645899,2016,11,2018,7
Partisan Cable (right),-8093178,2016,11,2018,7
Partisan Cable (left),-11583933,2016,11,2018,7
Spanish News,-1643482,2016,11,2018,7
Other Cable,3100887,2016,11,2018,7
No or Minimal News,37257770,2016,11,2018,8
Hard Broadcast News,-16824245,2016,11,2018,8
Soft Broadcast News,-319275,2016,11,2018,8
Partisan Cable (right),-8839875,2016,11,2018,8
Partisan Cable (left),-10472379,2016,11,2018,8
Spanish News,-2476723,2016,11,2018,8
Other Cable,4224177,2016,11,2018,8
No or Minimal News,31938892,2016,11,2018,9
Hard Broadcast News,-15916148,2016,11,2018,9
Soft Broadcast News,-1432302,2016,11,2018,9
Partisan Cable (right),-6862264,2016,11,2018,9
Partisan Cable (left),-8563754,2016,11,2018,9
Spanish News,-1886808,2016,11,2018,9
Other Cable,6188923,2016,11,2018,9
No or Minimal News,34051872,2016,11,2018,10
Hard Broadcast News,-19607060,2016,11,2018,10
Soft Broadcast News,4079097,2016,11,2018,10
Partisan Cable (right),-5959557,2016,11,2018,10
Partisan Cable (left),-10620258,2016,11,2018,10
Spanish News,-2137462,2016,11,2018,10
Other Cable,3722941,2016,11,2018,10
No or Minimal News,28748471,2016,11,2018,11
Hard Broadcast News,-13642712,2016,11,2018,11
Soft Broadcast News,1966823,2016,11,2018,11
Partisan Cable (right),-5829994,2016,11,2018,11
Partisan Cable (left),-7404076,2016,11,2018,11
Spanish News,-1980709,2016,11,2018,11
Other Cable,1626549,2016,11,2018,11
No or Minimal News,33047019,2016,11,2018,12
Hard Broadcast News,-12213603,2016,11,2018,12
Soft Broadcast News,607723,2016,11,2018,12
Partisan Cable (right),-8776917,2016,11,2018,12
Partisan Cable (left),-9283863,2016,11,2018,12
Spanish News,-2431028,2016,11,2018,12
Other Cable,2532882,2016,11,2018,12
No or Minimal News,35656209,2016,11,2019,1
Hard Broadcast News,-8831699,2016,11,2019,1
Soft Broadcast News,-7076754,2016,11,2019,1
Partisan Cable (right),-7806816,2016,11,2019,1
Partisan Cable (left),-8588897,2016,11,2019,1
Spanish News,-1783519,2016,11,2019,1
Other Cable,1978838,2016,11,2019,1
No or Minimal News,38021692,2016,11,2019,2
Hard Broadcast News,-6783327,2016,11,2019,2
Soft Broadcast News,-9521453,2016,11,2019,2
Partisan Cable (right),-7562913,2016,11,2019,2
Partisan Cable (left),-10283722,2016,11,2019,2
Spanish News,-1722378,2016,11,2019,2
Other Cable,1411081,2016,11,2019,2
No or Minimal News,38836742,2016,11,2019,3
Hard Broadcast News,-7849341,2016,11,2019,3
Soft Broadcast News,-9077906,2016,11,2019,3
Partisan Cable (right),-8281145,2016,11,2019,3
Partisan Cable (left),-11993588,2016,11,2019,3
Spanish News,-2172295,2016,11,2019,3
Other Cable,4028465,2016,11,2019,3
No or Minimal News,44837166,2016,11,2019,4
Hard Broadcast News,-14062754,2016,11,2019,4
Soft Broadcast News,-8319477,2016,11,2019,4
Partisan Cable (right),-8445244,2016,11,2019,4
Partisan Cable (left),-12677979,2016,11,2019,4
Spanish News,-2258294,2016,11,2019,4
Other Cable,4504148,2016,11,2019,4
No or Minimal News,43718822,2016,11,2019,5
Hard Broadcast News,-10916210,2016,11,2019,5
Soft Broadcast News,-8826262,2016,11,2019,5
Partisan Cable (right),-9210039,2016,11,2019,5
Partisan Cable (left),-13484689,2016,11,2019,5
Spanish News,-1978665,2016,11,2019,5
Other Cable,4251437,2016,11,2019,5
No or Minimal News,44272969,2016,11,2019,6
Hard Broadcast News,-9776068,2016,11,2019,6
Soft Broadcast News,-11090119,2016,11,2019,6
Partisan Cable (right),-9368523,2016,11,2019,6
Partisan Cable (left),-12961969,2016,11,2019,6
Spanish News,-1802093,2016,11,2019,6
Other Cable,4206866,2016,11,2019,6
No or Minimal News,47528643,2016,11,2019,7
Hard Broadcast News,-16547680,2016,11,2019,7
Soft Broadcast News,-11230907,2016,11,2019,7
Partisan Cable (right),-8035131,2016,11,2019,7
Partisan Cable (left),-9963350,2016,11,2019,7
Spanish News,-1795037,2016,11,2019,7
Other Cable,3582232,2016,11,2019,7
No or Minimal News,48411255,2016,11,2019,8
Hard Broadcast News,-17231073,2016,11,2019,8
Soft Broadcast News,-10479016,2016,11,2019,8
Partisan Cable (right),-8227951,2016,11,2019,8
Partisan Cable (left),-12066318,2016,11,2019,8
Spanish News,-2307907,2016,11,2019,8
Other Cable,5697814,2016,11,2019,8
No or Minimal News,44378550,2016,11,2019,9
Hard Broadcast News,-7831461,2016,11,2019,9
Soft Broadcast News,-12393990,2016,11,2019,9
Partisan Cable (right),-8479619,2016,11,2019,9
Partisan Cable (left),-11221934,2016,11,2019,9
Spanish News,-1712218,2016,11,2019,9
Other Cable,2539973,2016,11,2019,9
No or Minimal News,45211059,2016,11,2019,10
Hard Broadcast News,-10618366,2016,11,2019,10
Soft Broadcast News,-11606542,2016,11,2019,10
Partisan Cable (right),-7968381,2016,11,2019,10
Partisan Cable (left),-9260600,2016,11,2019,10
Spanish News,-1931325,2016,11,2019,10
Other Cable,1497080,2016,11,2019,10
No or Minimal News,43311710,2016,11,2019,11
Hard Broadcast News,-6798031,2016,11,2019,11
Soft Broadcast News,-13135024,2016,11,2019,11
Partisan Cable (right),-7798415,2016,11,2019,11
Partisan Cable (left),-9843679,2016,11,2019,11
Spanish News,-1796492,2016,11,2019,11
Other Cable,1338908,2016,11,2019,11
No or Minimal News,41469690,2016,11,2019,12
Hard Broadcast News,-5251507,2016,11,2019,12
Soft Broadcast News,-13159982,2016,11,2019,12
Partisan Cable (right),-7278166,2016,11,2019,12
Partisan Cable (left),-10297010,2016,11,2019,12
Spanish News,-2104028,2016,11,2019,12
Other Cable,1906120,2016,11,2019,12
No or Minimal News,39597516,2016,11,2020,1
Hard Broadcast News,-6966141,2016,11,2020,1
Soft Broadcast News,-14067762,2016,11,2020,1
Partisan Cable (right),-4842958,2016,11,2020,1
Partisan Cable (left),-7622503,2016,11,2020,1
Spanish News,-1689415,2016,11,2020,1
Other Cable,940423,2016,11,2020,1
No or Minimal News,42509957,2016,11,2020,2
Hard Broadcast News,-6605042,2016,11,2020,2
Soft Broadcast News,-14331889,2016,11,2020,2
Partisan Cable (right),-5136354,2016,11,2020,2
Partisan Cable (left),-10865726,2016,11,2020,2
Spanish News,-2103145,2016,11,2020,2
Other Cable,1870248,2016,11,2020,2
No or Minimal News,27560421,2016,11,2020,3
Hard Broadcast News,-4749173,2016,11,2020,3
Soft Broadcast News,-15919094,2016,11,2020,3
Partisan Cable (right),-1018332,2016,11,2020,3
Partisan Cable (left),-1176761,2016,11,2020,3
Spanish News,-912530,2016,11,2020,3
Other Cable,1518234,2016,11,2020,3
No or Minimal News,40844381,2016,11,2020,4
Hard Broadcast News,-13513330,2016,11,2020,4
Soft Broadcast News,-13989991,2016,11,2020,4
Partisan Cable (right),-1705926,2016,11,2020,4
Partisan Cable (left),-4293685,2016,11,2020,4
Spanish News,-1734843,2016,11,2020,4
Other Cable,-289269,2016,11,2020,4
No or Minimal News,47798587,2016,11,2020,5
Hard Broadcast News,-15496106,2016,11,2020,5
Soft Broadcast News,-14849655,2016,11,2020,5
Partisan Cable (right),-3897726,2016,11,2020,5
Partisan Cable (left),-4788256,2016,11,2020,5
Spanish News,-2763389,2016,11,2020,5
Other Cable,-745310,2016,11,2020,5
No or Minimal News,50084112,2016,11,2020,6
Hard Broadcast News,-16497359,2016,11,2020,6
Soft Broadcast News,-16361982,2016,11,2020,6
Partisan Cable (right),-3691744,2016,11,2020,6
Partisan Cable (left),-5015140,2016,11,2020,6
Spanish News,-3208821,2016,11,2020,6
Other Cable,50585,2016,11,2020,6
No or Minimal News,55532538,2016,11,2020,7
Hard Broadcast News,-17696923,2016,11,2020,7
Soft Broadcast News,-16885895,2016,11,2020,7
Partisan Cable (right),-4904880,2016,11,2020,7
Partisan Cable (left),-7996306,2016,11,2020,7
Spanish News,-3441201,2016,11,2020,7
Other Cable,737552,2016,11,2020,7
No or Minimal News,51866450,2016,11,2020,8
Hard Broadcast News,-17344221,2016,11,2020,8
Soft Broadcast News,-18259449,2016,11,2020,8
Partisan Cable (right),-3014693,2016,11,2020,8
Partisan Cable (left),-5871855,2016,11,2020,8
Spanish News,-3119334,2016,11,2020,8
Other Cable,1066614,2016,11,2020,8
No or Minimal News,47335272,2016,11,2020,9
Hard Broadcast News,-10879220,2016,11,2020,9
Soft Broadcast News,-17945489,2016,11,2020,9
Partisan Cable (right),-2169243,2016,11,2020,9
Partisan Cable (left),-7097924,2016,11,2020,9
Spanish News,-3519392,2016,11,2020,9
Other Cable,524382,2016,11,2020,9
No or Minimal News,42831206,2016,11,2020,10
Hard Broadcast News,-8724898,2016,11,2020,10
Soft Broadcast News,-19715671,2016,11,2020,10
Partisan Cable (right),-462376,2016,11,2020,10
Partisan Cable (left),-4161538,2016,11,2020,10
Spanish News,-3677108,2016,11,2020,10
Other Cable,116425,2016,11,2020,10
No or Minimal News,32106578,2016,11,2020,11
Hard Broadcast News,-12777581,2016,11,2020,11
Soft Broadcast News,-19819189,2016,11,2020,11
Partisan Cable (right),4198222,2016,11,2020,11
Partisan Cable (left),7914815,2016,11,2020,11
Spanish News,-2894183,2016,11,2020,11
Other Cable,-2572500,2016,11,2020,11
No or Minimal News,54318514,2016,11,2020,12
Hard Broadcast News,-19778424,2016,11,2020,12
Soft Broadcast News,-15117173,2016,11,2020,12
Partisan Cable (right),-6490689,2016,11,2020,12
Partisan Cable (left),-4888667,2016,11,2020,12
Spanish News,-3353922,2016,11,2020,12
Other Cable,1575668,2016,11,2020,12
No or Minimal News,42326731,2016,11,2021,1
Hard Broadcast News,-13381782,2016,11,2021,1
Soft Broadcast News,-20908961,2016,11,2021,1
Partisan Cable (right),-3565224,2016,11,2021,1
Partisan Cable (left),5585124,2016,11,2021,1
Spanish News,-3113134,2016,11,2021,1
Other Cable,-741842,2016,11,2021,1
No or Minimal News,62115212,2016,11,2021,2
Hard Broadcast News,-21649945,2016,11,2021,2
