archetype,delta,start year,start month,end year,end month
Partisan Cable (left),-4590161,2017,11,2022,11
Spanish News,-3120641,2017,11,2022,11
Other Cable,-5230066,2017,11,2022,11
No or Minimal News,47222552,2017,11,2022,12
Hard Broadcast News,-1911621,2017,11,2022,12
Soft Broadcast News,-23067392,2017,11,2022,12
Partisan Cable (right),-1050275,2017,11,2022,12
Partisan Cable (left),-5683313,2017,11,2022,12
Spanish News,-2992076,2017,11,2022,12
Other Cable,-4400538,2017,11,2022,12
No or Minimal News,48894695,2017,11,2023,1
Hard Broadcast News,-1020971,2017,11,2023,1
Soft Broadcast News,-24087917,2017,11,2023,1
Partisan Cable (right),-1293531,2017,11,2023,1
Partisan Cable (left),-6440373,2017,11,2023,1
Spanish News,-3759299,2017,11,2023,1
Other Cable,-4158882,2017,11,2023,1
No or Minimal News,54727971,2017,11,2023,2
Hard Broadcast News,-3746714,2017,11,2023,2
Soft Broadcast News,-24591546,2017,11,2023,2
Partisan Cable (right),-1166180,2017,11,2023,2
Partisan Cable (left),-7754563,2017,11,2023,2
Spanish News,-4225534,2017,11,2023,2
Other Cable,-4996124,2017,11,2023,2
No or Minimal News,53184624,2017,11,2023,3
Hard Broadcast News,-2457432,2017,11,2023,3
Soft Broadcast News,-25022827,2017,11,2023,3
Partisan Cable (right),-1383387,2017,11,2023,3
Partisan Cable (left),-7766292,2017,11,2023,3
Spanish News,-4455013,2017,11,2023,3
Other Cable,-3936224,2017,11,2023,3
No or Minimal News,55564545,2017,11,2023,4
Hard Broadcast News,-5486269,2017,11,2023,4
Soft Broadcast News,-25035822,2017,11,2023,4
Partisan Cable (right),-1124502,2017,11,2023,4
Partisan Cable (left),-6193941,2017,11,2023,4
Spanish News,-4482241,2017,11,2023,4
Other Cable,-5086365,2017,11,2023,4
No or Minimal News,57224579,2017,11,2023,5
Hard Broadcast News,-4511147,2017,11,2023,5
Soft Broadcast News,-25197073,2017,11,2023,5
Partisan Cable (right),-2986245,2017,11,2023,5
Partisan Cable (left),-7189548,2017,11,2023,5
Spanish News,-4714892,2017,11,2023,5
Other Cable,-4462701,2017,11,2023,5
No or Minimal News,59557738,2017,11,2023,6
Hard Broadcast News,-7561962,2017,11,2023,6
Soft Broadcast News,-26078282,2017,11,2023,6
Partisan Cable (right),-3140988,2017,11,2023,6
Partisan Cable (left),-5514359,2017,11,2023,6
Spanish News,-5177124,2017,11,2023,6
Other Cable,-3926810,2017,11,2023,6
No or Minimal News,62873885,2017,11,2023,7
Hard Broadcast News,-9064892,2017,11,2023,7
Soft Broadcast News,-25721671,2017,11,2023,7
Partisan Cable (right),-3285292,2017,11,2023,7
Partisan Cable (left),-7923779,2017,11,2023,7
Spanish News,-5030588,2017,11,2023,7
Other Cable,-3746113,2017,11,2023,7
No or Minimal News,58105538,2017,11,2023,8
Hard Broadcast News,-8685613,2017,11,2023,8
Soft Broadcast News,-25655895,2017,11,2023,8
Partisan Cable (right),-1163778,2017,11,2023,8
Partisan Cable (left),-4933535,2017,11,2023,8
Spanish News,-5311462,2017,11,2023,8
Other Cable,-4199973,2017,11,2023,8
No or Minimal News,59974297,2017,11,2023,9
Hard Broadcast News,-5935104,2017,11,2023,9
Soft Broadcast News,-25892537,2017,11,2023,9
Partisan Cable (right),-2471679,2017,11,2023,9
Partisan Cable (left),-7087784,2017,11,2023,9
Spanish News,-5151075,2017,11,2023,9
Other Cable,-4465465,2017,11,2023,9
No or Minimal News,56607936,2017,11,2023,10
Hard Broadcast News,-3658892,2017,11,2023,10
Soft Broadcast News,-26544981,2017,11,2023,10
Partisan Cable (right),-558196,2017,11,2023,10
Partisan Cable (left),-3600539,2017,11,2023,10
Spanish News,-4355360,2017,11,2023,10
Other Cable,-5613120,2017,11,2023,10
No or Minimal News,59866461,2017,11,2023,11
Hard Broadcast News,-3912890,2017,11,2023,11
Soft Broadcast News,-24683508,2017,11,2023,11
Partisan Cable (right),-2478888,2017,11,2023,11
Partisan Cable (left),-6153240,2017,11,2023,11
Spanish News,-4298207,2017,11,2023,11
Other Cable,-5998015,2017,11,2023,11
No or Minimal News,61365705,2017,11,2023,12
Hard Broadcast News,-3073250,2017,11,2023,12
Soft Broadcast News,-25389974,2017,11,2023,12
Partisan Cable (right),-4683460,2017,11,2023,12
Partisan Cable (left),-6817153,2017,11,2023,12
Spanish News,-4462835,2017,11,2023,12
Other Cable,-4651951,2017,11,2023,12
No or Minimal News,61599164,2017,11,2024,1
Hard Broadcast News,-4820163,2017,11,2024,1
Soft Broadcast News,-24297798,2017,11,2024,1
Partisan Cable (right),-3522095,2017,11,2024,1
Partisan Cable (left),-6998224,2017,11,2024,1
Spanish News,-4526774,2017,11,2024,1
Other Cable,-5044315,2017,11,2024,1
No or Minimal News,65230365,2017,11,2024,2
Hard Broadcast News,-4188510,2017,11,2024,2
Soft Broadcast News,-27278198,2017,11,2024,2
Partisan Cable (right),-3791519,2017,11,2024,2
Partisan Cable (left),-7264145,2017,11,2024,2
Spanish News,-4805980,2017,11,2024,2
Other Cable,-5563101,2017,11,2024,2
No or Minimal News,60830372,2017,11,2024,3
Hard Broadcast News,-604833,2017,11,2024,3
Soft Broadcast News,-27739521,2017,11,2024,3
Partisan Cable (right),-3539461,2017,11,2024,3
Partisan Cable (left),-6999200,2017,11,2024,3
Spanish News,-4780287,2017,11,2024,3
Other Cable,-4905077,2017,11,2024,3
No or Minimal News,64684512,2017,11,2024,4
Hard Broadcast News,-4831163,2017,11,2024,4
Soft Broadcast News,-26823052,2017,11,2024,4
Partisan Cable (right),-3984567,2017,11,2024,4
Partisan Cable (left),-6313815,2017,11,2024,4
Spanish News,-4830391,2017,11,2024,4
Other Cable,-5511289,2017,11,2024,4
No or Minimal News,67472996,2017,11,2024,5
Hard Broadcast News,-7100287,2017,11,2024,5
Soft Broadcast News,-26396777,2017,11,2024,5
Partisan Cable (right),-3723205,2017,11,2024,5
Partisan Cable (left),-6133397,2017,11,2024,5
Spanish News,-4964831,2017,11,2024,5
Other Cable,-6793650,2017,11,2024,5
No or Minimal News,60158069,2017,11,2024,6
Hard Broadcast News,-2805931,2017,11,2024,6
Soft Broadcast News,-27954414,2017,11,2024,6
Partisan Cable (right),-2545561,2017,11,2024,6
Partisan Cable (left),-4250568,2017,11,2024,6
Spanish News,-4656707,2017,11,2024,6
Other Cable,-5671820,2017,11,2024,6
No or Minimal News,54841240,2017,11,2024,7
Hard Broadcast News,93063,2017,11,2024,7
Soft Broadcast News,-29762598,2017,11,2024,7
Partisan Cable (right),2440577,2017,11,2024,7
Partisan Cable (left),-3017992,2017,11,2024,7
Spanish News,-4404314,2017,11,2024,7
Other Cable,-7810214,2017,11,2024,7
No or Minimal News,61589196,2017,11,2024,8
Hard Broadcast News,-4857665,2017,11,2024,8
Soft Broadcast News,-28991263,2017,11,2024,8
Partisan Cable (right),-1181269,2017,11,2024,8
Partisan Cable (left),-1469177,2017,11,2024,8
Spanish News,-5516358,2017,11,2024,8
Other Cable,-6908418,2017,11,2024,8
No or Minimal News,50769032,2017,11,2024,9
Hard Broadcast News,9106262,2017,11,2024,9
Soft Broadcast News,-29236555,2017,11,2024,9
Partisan Cable (right),-861164,2017,11,2024,9
Partisan Cable (left),-3760515,2017,11,2024,9
Spanish News,-5294422,2017,11,2024,9
Other Cable,-6572495,2017,11,2024,9
No or Minimal News,58216236,2017,11,2024,10
Hard Broadcast News,350106,2017,11,2024,10
Soft Broadcast News,-28191557,2017,11,2024,10
Partisan Cable (right),160067,2017,11,2024,10
Partisan Cable (left),-3778065,2017,11,2024,10
Spanish News,-5000928,2017,11,2024,10
Other Cable,-7538079,2017,11,2024,10
No or Minimal News,48843315,2017,11,2024,11
Hard Broadcast News,4470283,2017,11,2024,11
Soft Broadcast News,-28762629,2017,11,2024,11
Partisan Cable (right),5298876,2017,11,2024,11
Partisan Cable (left),-3197722,2017,11,2024,11
Spanish News,-4648307,2017,11,2024,11
Other Cable,-7835133,2017,11,2024,11
No or Minimal News,69883500,2017,11,2024,12
Hard Broadcast News,-4359072,2017,11,2024,12
Soft Broadcast News,-26633227,2017,11,2024,12
Partisan Cable (right),-1549723,2017,11,2024,12
Partisan Cable (left),-11375187,2017,11,2024,12
Spanish News,-5723404,2017,11,2024,12
Other Cable,-6180950,2017,11,2024,12
No or Minimal News,56273018,2017,11,2025,1
Hard Broadcast News,5713909,2017,11,2025,1
Soft Broadcast News,-30579160,2017,11,2025,1
Partisan Cable (right),2963277,2017,11,2025,1
Partisan Cable (left),-8518391,2017,11,2025,1
Spanish News,-4656579,2017,11,2025,1
Other Cable,-7048217,2017,11,2025,1
No or Minimal News,71762719,2017,11,2025,2
Hard Broadcast News,-6918180,2017,11,2025,2
Soft Broadcast News,-29618050,2017,11,2025,2
Partisan Cable (right),859644,2017,11,2025,2
Partisan Cable (left),-9546146,2017,11,2025,2
Spanish News,-5150047,2017,11,2025,2
Other Cable,-7265714,2017,11,2025,2
No or Minimal News,66271091,2017,11,2025,3
Hard Broadcast News,-1087108,2017,11,2025,3
Soft Broadcast News,-30485858,2017,11,2025,3
Partisan Cable (right),541324,2017,11,2025,3
Partisan Cable (left),-9520425,2017,11,2025,3
Spanish News,-4869768,2017,11,2025,3
Other Cable,-6680491,2017,11,2025,3
No or Minimal News,73765343,2017,11,2025,4
Hard Broadcast News,-7245775,2017,11,2025,4
Soft Broadcast News,-30008391,2017,11,2025,4
Partisan Cable (right),-1326262,2017,11,2025,4
Partisan Cable (left),-9433438,2017,11,2025,4
Spanish News,-4694956,2017,11,2025,4
Other Cable,-6846425,2017,11,2025,4
No or Minimal News,75298917,2017,11,2025,5
Hard Broadcast News,-6619598,2017,11,2025,5
Soft Broadcast News,-29633603,2017,11,2025,5
Partisan Cable (right),-2272750,2017,11,2025,5
Partisan Cable (left),-10765978,2017,11,2025,5
Spanish News,-4919146,2017,11,2025,5
Other Cable,-6941381,2017,11,2025,5
No or Minimal News,73672618,2017,11,2025,6
Hard Broadcast News,-9638262,2017,11,2025,6
Soft Broadcast News,-30475178,2017,11,2025,6
Partisan Cable (right),533878,2017,11,2025,6
Partisan Cable (left),-7294782,2017,11,2025,6
Spanish News,-5073022,2017,11,2025,6
Other Cable,-7553931,2017,11,2025,6
No or Minimal News,79852789,2017,11,2025,7
Hard Broadcast News,-10552005,2017,11,2025,7
Soft Broadcast News,-30286429,2017,11,2025,7
Partisan Cable (right),-1743318,2017,11,2025,7
Partisan Cable (left),-9587861,2017,11,2025,7
Spanish News,-5546085,2017,11,2025,7
Other Cable,-7998385,2017,11,2025,7
No or Minimal News,81878777,2017,11,2025,8
Hard Broadcast News,-9708889,2017,11,2025,8
Soft Broadcast News,-29709478,2017,11,2025,8
Partisan Cable (right),-3032090,2017,11,2025,8
Partisan Cable (left),-11010649,2017,11,2025,8
Spanish News,-5812318,2017,11,2025,8
Other Cable,-8488540,2017,11,2025,8
No or Minimal News,78724531,2017,11,2025,9
Hard Broadcast News,-8541471,2017,11,2025,9
Soft Broadcast News,-29715950,2017,11,2025,9
Partisan Cable (right),295035,2017,11,2025,9
Partisan Cable (left),-9421406,2017,11,2025,9
Spanish News,-5556063,2017,11,2025,9
Other Cable,-7742912,2017,11,2025,9
No or Minimal News,-2952522,2017,12,2018,1
Hard Broadcast News,2291953,2017,12,2018,1
Soft Broadcast News,1041881,2017,12,2018,1
Partisan Cable (right),301820,2017,12,2018,1
Partisan Cable (left),-1590793,2017,12,2018,1
Spanish News,701766,2017,12,2018,1
Other Cable,317526,2017,12,2018,1
No or Minimal News,4218420,2017,12,2018,2
Hard Broadcast News,-1874765,2017,12,2018,2
Soft Broadcast News,-220535,2017,12,2018,2
Partisan Cable (right),-283615,2017,12,2018,2
Partisan Cable (left),-2389009,2017,12,2018,2
Spanish News,-7389,2017,12,2018,2
Other Cable,671894,2017,12,2018,2
No or Minimal News,3099881,2017,12,2018,3
Hard Broadcast News,-1343120,2017,12,2018,3
Soft Broadcast News,-197333,2017,12,2018,3
Partisan Cable (right),-874792,2017,12,2018,3
Partisan Cable (left),-2015800,2017,12,2018,3
Spanish News,243902,2017,12,2018,3
Other Cable,1145171,2017,12,2018,3
No or Minimal News,7361630,2017,12,2018,4
Hard Broadcast News,-2162382,2017,12,2018,4
Soft Broadcast News,-2261187,2017,12,2018,4
Partisan Cable (right),-192972,2017,12,2018,4
Partisan Cable (left),-1915971,2017,12,2018,4
Spanish News,239166,2017,12,2018,4
Other Cable,-970805,2017,12,2018,4
No or Minimal News,5683276,2017,12,2018,5
Hard Broadcast News,-4117785,2017,12,2018,5
Soft Broadcast News,2545086,2017,12,2018,5
Partisan Cable (right),-828231,2017,12,2018,5
Partisan Cable (left),-2321858,2017,12,2018,5
Spanish News,116392,2017,12,2018,5
Other Cable,-951021,2017,12,2018,5
No or Minimal News,10046431,2017,12,2018,6
Hard Broadcast News,-1717303,2017,12,2018,6
Soft Broadcast News,-4644307,2017,12,2018,6
Partisan Cable (right),65684,2017,12,2018,6
Partisan Cable (left),-3506946,2017,12,2018,6
Spanish News,967517,2017,12,2018,6
Other Cable,-1174352,2017,12,2018,6
No or Minimal News,12572691,2017,12,2018,7
Hard Broadcast News,-3393607,2017,12,2018,7
Soft Broadcast News,-5222531,2017,12,2018,7
Partisan Cable (right),-824660,2017,12,2018,7
Partisan Cable (left),-3015930,2017,12,2018,7
Spanish News,9983,2017,12,2018,7
Other Cable,-135362,2017,12,2018,7
No or Minimal News,11849561,2017,12,2018,8
Hard Broadcast News,-3427281,2017,12,2018,8
Soft Broadcast News,-4895907,2017,12,2018,8
Partisan Cable (right),-1571357,2017,12,2018,8
Partisan Cable (left),-1904375,2017,12,2018,8
Spanish News,-823258,2017,12,2018,8
Other Cable,987927,2017,12,2018,8
No or Minimal News,6530683,2017,12,2018,9
Hard Broadcast News,-2519184,2017,12,2018,9
Soft Broadcast News,-6008934,2017,12,2018,9
Partisan Cable (right),406254,2017,12,2018,9
Partisan Cable (left),4250,2017,12,2018,9
Spanish News,-233342,2017,12,2018,9
Other Cable,2952674,2017,12,2018,9
No or Minimal News,8643663,2017,12,2018,10
Hard Broadcast News,-6210096,2017,12,2018,10
Soft Broadcast News,-497535,2017,12,2018,10
Partisan Cable (right),1308960,2017,12,2018,10
Partisan Cable (left),-2052254,2017,12,2018,10
Spanish News,-483996,2017,12,2018,10
Other Cable,486692,2017,12,2018,10
No or Minimal News,3340263,2017,12,2018,11
Hard Broadcast News,-245748,2017,12,2018,11
Soft Broadcast News,-2609809,2017,12,2018,11
Partisan Cable (right),1438523,2017,12,2018,11
Partisan Cable (left),1163928,2017,12,2018,11
Spanish News,-327244,2017,12,2018,11
Other Cable,-1609700,2017,12,2018,11
No or Minimal News,7638810,2017,12,2018,12
Hard Broadcast News,1183360,2017,12,2018,12
Soft Broadcast News,-3968909,2017,12,2018,12
Partisan Cable (right),-1508399,2017,12,2018,12
Partisan Cable (left),-715859,2017,12,2018,12
Spanish News,-777562,2017,12,2018,12
Other Cable,-703367,2017,12,2018,12
No or Minimal News,10248000,2017,12,2019,1
Hard Broadcast News,4565264,2017,12,2019,1
Soft Broadcast News,-11653386,2017,12,2019,1
Partisan Cable (right),-538298,2017,12,2019,1
Partisan Cable (left),-20894,2017,12,2019,1
Spanish News,-130054,2017,12,2019,1
Other Cable,-1257411,2017,12,2019,1
No or Minimal News,12613483,2017,12,2019,2
Hard Broadcast News,6613637,2017,12,2019,2
Soft Broadcast News,-14098085,2017,12,2019,2
Partisan Cable (right),-294395,2017,12,2019,2
Partisan Cable (left),-1715718,2017,12,2019,2
Spanish News,-68913,2017,12,2019,2
Other Cable,-1825168,2017,12,2019,2
No or Minimal News,13428533,2017,12,2019,3
Hard Broadcast News,5547623,2017,12,2019,3
Soft Broadcast News,-13654537,2017,12,2019,3
Partisan Cable (right),-1012627,2017,12,2019,3
Partisan Cable (left),-3425584,2017,12,2019,3
Spanish News,-518829,2017,12,2019,3
Other Cable,792216,2017,12,2019,3
No or Minimal News,19428957,2017,12,2019,4
Hard Broadcast News,-665790,2017,12,2019,4
Soft Broadcast News,-12896108,2017,12,2019,4
Partisan Cable (right),-1176727,2017,12,2019,4
Partisan Cable (left),-4109976,2017,12,2019,4
Spanish News,-604828,2017,12,2019,4
Other Cable,1267899,2017,12,2019,4
No or Minimal News,18310613,2017,12,2019,5
Hard Broadcast News,2480754,2017,12,2019,5
Soft Broadcast News,-13402893,2017,12,2019,5
Partisan Cable (right),-1941522,2017,12,2019,5
Partisan Cable (left),-4916686,2017,12,2019,5
Spanish News,-325200,2017,12,2019,5
Other Cable,1015187,2017,12,2019,5
No or Minimal News,18864760,2017,12,2019,6
Hard Broadcast News,3620896,2017,12,2019,6
Soft Broadcast News,-15666751,2017,12,2019,6
Partisan Cable (right),-2100005,2017,12,2019,6
Partisan Cable (left),-4393966,2017,12,2019,6
Spanish News,-148627,2017,12,2019,6
Other Cable,970617,2017,12,2019,6
No or Minimal News,22120434,2017,12,2019,7
Hard Broadcast News,-3150716,2017,12,2019,7
Soft Broadcast News,-15807539,2017,12,2019,7
Partisan Cable (right),-766614,2017,12,2019,7
Partisan Cable (left),-1395347,2017,12,2019,7
Spanish News,-141571,2017,12,2019,7
Other Cable,345983,2017,12,2019,7
No or Minimal News,23003046,2017,12,2019,8
Hard Broadcast News,-3834110,2017,12,2019,8
Soft Broadcast News,-15055647,2017,12,2019,8
Partisan Cable (right),-959434,2017,12,2019,8
Partisan Cable (left),-3498315,2017,12,2019,8
Spanish News,-654441,2017,12,2019,8
Other Cable,2461564,2017,12,2019,8
No or Minimal News,18970341,2017,12,2019,9
Hard Broadcast News,5565502,2017,12,2019,9
Soft Broadcast News,-16970622,2017,12,2019,9
Partisan Cable (right),-1211102,2017,12,2019,9
Partisan Cable (left),-2653931,2017,12,2019,9
Spanish News,-58753,2017,12,2019,9
Other Cable,-696276,2017,12,2019,9
No or Minimal News,19802850,2017,12,2019,10
Hard Broadcast News,2778598,2017,12,2019,10
Soft Broadcast News,-16183174,2017,12,2019,10
Partisan Cable (right),-699864,2017,12,2019,10
Partisan Cable (left),-692596,2017,12,2019,10
Spanish News,-277859,2017,12,2019,10
Other Cable,-1739170,2017,12,2019,10
No or Minimal News,17903501,2017,12,2019,11
Hard Broadcast News,6598932,2017,12,2019,11
Soft Broadcast News,-17711656,2017,12,2019,11
Partisan Cable (right),-529897,2017,12,2019,11
Partisan Cable (left),-1275676,2017,12,2019,11
Spanish News,-143026,2017,12,2019,11
Other Cable,-1897341,2017,12,2019,11
No or Minimal News,16061481,2017,12,2019,12
Hard Broadcast News,8145457,2017,12,2019,12
Soft Broadcast News,-17736613,2017,12,2019,12
Partisan Cable (right),-9649,2017,12,2019,12
Partisan Cable (left),-1729007,2017,12,2019,12
Spanish News,-450562,2017,12,2019,12
Other Cable,-1330129,2017,12,2019,12
No or Minimal News,14189307,2017,12,2020,1
Hard Broadcast News,6430823,2017,12,2020,1
Soft Broadcast News,-18644394,2017,12,2020,1
Partisan Cable (right),2425559,2017,12,2020,1
Partisan Cable (left),945500,2017,12,2020,1
Spanish News,-35950,2017,12,2020,1
Other Cable,-2295827,2017,12,2020,1
No or Minimal News,17101748,2017,12,2020,2
Hard Broadcast News,6791922,2017,12,2020,2
Soft Broadcast News,-18908521,2017,12,2020,2
Partisan Cable (right),2132163,2017,12,2020,2
Partisan Cable (left),-2297723,2017,12,2020,2
Spanish News,-449680,2017,12,2020,2
Other Cable,-1366001,2017,12,2020,2
No or Minimal News,2152212,2017,12,2020,3
Hard Broadcast News,8647791,2017,12,2020,3
Soft Broadcast News,-20495726,2017,12,2020,3
Partisan Cable (right),6250186,2017,12,2020,3
Partisan Cable (left),7391243,2017,12,2020,3
Spanish News,740935,2017,12,2020,3
Other Cable,-1718015,2017,12,2020,3
No or Minimal News,15436172,2017,12,2020,4
Hard Broadcast News,-116366,2017,12,2020,4
Soft Broadcast News,-18566623,2017,12,2020,4
Partisan Cable (right),5562591,2017,12,2020,4
Partisan Cable (left),4274318,2017,12,2020,4
Spanish News,-81378,2017,12,2020,4
Other Cable,-3525518,2017,12,2020,4
No or Minimal News,22390378,2017,12,2020,5
Hard Broadcast News,-2099142,2017,12,2020,5
Soft Broadcast News,-19426287,2017,12,2020,5
Partisan Cable (right),3370792,2017,12,2020,5
Partisan Cable (left),3779747,2017,12,2020,5
Spanish News,-1109924,2017,12,2020,5
Other Cable,-3981559,2017,12,2020,5
No or Minimal News,24675903,2017,12,2020,6
Hard Broadcast News,-3100395,2017,12,2020,6
Soft Broadcast News,-20938614,2017,12,2020,6
Partisan Cable (right),3576774,2017,12,2020,6
Partisan Cable (left),3552863,2017,12,2020,6
Spanish News,-1555356,2017,12,2020,6
Other Cable,-3185664,2017,12,2020,6
No or Minimal News,30124329,2017,12,2020,7
Hard Broadcast News,-4299959,2017,12,2020,7
Soft Broadcast News,-21462526,2017,12,2020,7
Partisan Cable (right),2363638,2017,12,2020,7
Partisan Cable (left),571698,2017,12,2020,7
Spanish News,-1787736,2017,12,2020,7
Other Cable,-2498698,2017,12,2020,7
No or Minimal News,26458241,2017,12,2020,8
Hard Broadcast News,-3947257,2017,12,2020,8
Soft Broadcast News,-22836081,2017,12,2020,8
Partisan Cable (right),4253824,2017,12,2020,8
Partisan Cable (left),2696148,2017,12,2020,8
Spanish News,-1465868,2017,12,2020,8
Other Cable,-2169636,2017,12,2020,8
No or Minimal News,21927063,2017,12,2020,9
Hard Broadcast News,2517744,2017,12,2020,9
Soft Broadcast News,-22522121,2017,12,2020,9
Partisan Cable (right),5099275,2017,12,2020,9
Partisan Cable (left),1470080,2017,12,2020,9
Spanish News,-1865926,2017,12,2020,9
Other Cable,-2711868,2017,12,2020,9
No or Minimal News,17422997,2017,12,2020,10
Hard Broadcast News,4672066,2017,12,2020,10
Soft Broadcast News,-24292303,2017,12,2020,10
Partisan Cable (right),6806141,2017,12,2020,10
Partisan Cable (left),4406465,2017,12,2020,10
Spanish News,-2023642,2017,12,2020,10
Other Cable,-3119825,2017,12,2020,10
No or Minimal News,6698369,2017,12,2020,11
Hard Broadcast News,619382,2017,12,2020,11
Soft Broadcast News,-24395821,2017,12,2020,11
Partisan Cable (right),11466740,2017,12,2020,11
Partisan Cable (left),16482818,2017,12,2020,11
Spanish News,-1240718,2017,12,2020,11
Other Cable,-5808750,2017,12,2020,11
No or Minimal News,28910305,2017,12,2020,12
Hard Broadcast News,-6381461,2017,12,2020,12
Soft Broadcast News,-19693805,2017,12,2020,12
Partisan Cable (right),777829,2017,12,2020,12
Partisan Cable (left),3679336,2017,12,2020,12
Spanish News,-1700457,2017,12,2020,12
Other Cable,-1660582,2017,12,2020,12
No or Minimal News,16918523,2017,12,2021,1
Hard Broadcast News,15182,2017,12,2021,1
Soft Broadcast News,-25485593,2017,12,2021,1
Partisan Cable (right),3703293,2017,12,2021,1
Partisan Cable (left),14153127,2017,12,2021,1
Spanish News,-1459668,2017,12,2021,1
Other Cable,-3978092,2017,12,2021,1
No or Minimal News,36707003,2017,12,2021,2
Hard Broadcast News,-8252982,2017,12,2021,2
Soft Broadcast News,-24086112,2017,12,2021,2
Partisan Cable (right),-19694,2017,12,2021,2
Partisan Cable (left),4029814,2017,12,2021,2
Spanish News,-2939815,2017,12,2021,2
Other Cable,-1465126,2017,12,2021,2
No or Minimal News,35369597,2017,12,2021,3
Hard Broadcast News,-4771115,2017,12,2021,3
Soft Broadcast News,-22056986,2017,12,2021,3
Partisan Cable (right),-1088587,2017,12,2021,3
Partisan Cable (left),-1637245,2017,12,2021,3
Spanish News,-1928249,2017,12,2021,3
Other Cable,66803,2017,12,2021,3
No or Minimal News,34728699,2017,12,2021,4
Hard Broadcast News,-4429310,2017,12,2021,4
Soft Broadcast News,-22472338,2017,12,2021,4
Partisan Cable (right),-821760,2017,12,2021,4
Partisan Cable (left),-1593439,2017,12,2021,4
Spanish News,-1701074,2017,12,2021,4
Other Cable,188513,2017,12,2021,4
No or Minimal News,39340380,2017,12,2021,5
Hard Broadcast News,-6326166,2017,12,2021,5
Soft Broadcast News,-20888329,2017,12,2021,5
Partisan Cable (right),-1336228,2017,12,2021,5
Partisan Cable (left),-4694530,2017,12,2021,5
Spanish News,-1746047,2017,12,2021,5
Other Cable,-410153,2017,12,2021,5
No or Minimal News,42186042,2017,12,2021,6
Hard Broadcast News,-8736113,2017,12,2021,6
Soft Broadcast News,-20711042,2017,12,2021,6
Partisan Cable (right),-1490282,2017,12,2021,6
Partisan Cable (left),-5185393,2017,12,2021,6
Spanish News,-1704944,2017,12,2021,6
Other Cable,-369286,2017,12,2021,6
No or Minimal News,43740111,2017,12,2021,7
Hard Broadcast News,-8205492,2017,12,2021,7
Soft Broadcast News,-19646008,2017,12,2021,7
Partisan Cable (right),-2203753,2017,12,2021,7
Partisan Cable (left),-5474921,2017,12,2021,7
Spanish News,-1825046,2017,12,2021,7
Other Cable,-2481210,2017,12,2021,7
No or Minimal News,39359117,2017,12,2021,8
Hard Broadcast News,-6748658,2017,12,2021,8
Soft Broadcast News,-20342894,2017,12,2021,8
Partisan Cable (right),1260753,2017,12,2021,8
Partisan Cable (left),-4441799,2017,12,2021,8
Spanish News,-2249673,2017,12,2021,8
Other Cable,-2778392,2017,12,2021,8
No or Minimal News,42269122,2017,12,2021,9
Hard Broadcast News,-5781810,2017,12,2021,9
Soft Broadcast News,-19866009,2017,12,2021,9
Partisan Cable (right),736872,2017,12,2021,9
Partisan Cable (left),-5990695,2017,12,2021,9
Spanish News,-2116868,2017,12,2021,9
Other Cable,-1979951,2017,12,2021,9
No or Minimal News,41129788,2017,12,2021,10
Hard Broadcast News,-2576361,2017,12,2021,10
Soft Broadcast News,-19893144,2017,12,2021,10
Partisan Cable (right),36970,2017,12,2021,10
Partisan Cable (left),-8463870,2017,12,2021,10
Spanish News,-2085896,2017,12,2021,10
Other Cable,-1003415,2017,12,2021,10
No or Minimal News,41299703,2017,12,2021,11
Hard Broadcast News,-4574185,2017,12,2021,11
Soft Broadcast News,-19916731,2017,12,2021,11
Partisan Cable (right),1889682,2017,12,2021,11
Partisan Cable (left),-8372606,2017,12,2021,11
Spanish News,-2216612,2017,12,2021,11
Other Cable,-894046,2017,12,2021,11
No or Minimal News,40521519,2017,12,2021,12
Hard Broadcast News,-3646601,2017,12,2021,12
Soft Broadcast News,-19266264,2017,12,2021,12
Partisan Cable (right),119383,2017,12,2021,12
Partisan Cable (left),-7346794,2017,12,2021,12
Spanish News,-1966384,2017,12,2021,12
Other Cable,-1190801,2017,12,2021,12
No or Minimal News,37872654,2017,12,2022,1
Hard Broadcast News,-57316,2017,12,2022,1
Soft Broadcast News,-19914866,2017,12,2022,1
Partisan Cable (right),145658,2017,12,2022,1
Partisan Cable (left),-8911694,2017,12,2022,1
Spanish News,-1873924,2017,12,2022,1
Other Cable,-29337,2017,12,2022,1
No or Minimal News,41369190,2017,12,2022,2
Hard Broadcast News,-7548052,2017,12,2022,2
Soft Broadcast News,-20758415,2017,12,2022,2
Partisan Cable (right),3401912,2017,12,2022,2
Partisan Cable (left),-4157032,2017,12,2022,2
Spanish News,-2436158,2017,12,2022,2
Other Cable,-2557622,2017,12,2022,2
No or Minimal News,37343583,2017,12,2022,3
Hard Broadcast News,-5084946,2017,12,2022,3
Soft Broadcast News,-22374838,2017,12,2022,3
Partisan Cable (right),4691923,2017,12,2022,3
Partisan Cable (left),-3335032,2017,12,2022,3
Spanish News,-2166731,2017,12,2022,3
Other Cable,-1853984,2017,12,2022,3
No or Minimal News,46535976,2017,12,2022,4
Hard Broadcast News,-6480283,2017,12,2022,4
Soft Broadcast News,-22114168,2017,12,2022,4
Partisan Cable (right),1941471,2017,12,2022,4
Partisan Cable (left),-7748989,2017,12,2022,4
Spanish News,-3185682,2017,12,2022,4
