state,program,network,period,value,medium,domain
ID,AMERICA REPORTS,FOXNC,Last 6 months,72540,tv,
SD,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,70910,tv,
SD,"FIVE, THE",FOXNC,Last 6 months,70360,tv,
NH,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,68371,tv,
SD,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,67976,tv,
NH,HANNITY,FOXNC,Last 6 months,67589,tv,
DC,CNN NEWSROOM,CNN,Last 6 months,65729,tv,
MT,AMERICAS NEWSROOM,FOXNC,Last 6 months,64320,tv,
MT,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,64242,tv,
SD,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,62635,tv,
MT,FOX NEWS LIVE,FOXNC,Last 6 months,61254,tv,
ME,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,61028,tv,
MT,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,60512,tv,
MT,OUTNUMBERED,FOXNC,Last 6 months,60227,tv,
MT,AMERICA REPORTS,FOXNC,Last 6 months,59854,tv,
MT,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,59402,tv,
NH,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,58822,tv,
SD,CNN NEWSROOM,CNN,Last 6 months,58603,tv,
SD,OUTNUMBERED,FOXNC,Last 6 months,56390,tv,
VT,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,56028,tv,
NH,GUTFELD!,FOXNC,Last 6 months,55976,tv,
VT,CNN NEWSROOM,CNN,Last 6 months,54939,tv,
NH,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,54209,tv,
RI,NEW DAY,CNN,Last 6 months,53373,tv,
HI,BEAT W/ARI MELBER,MSNBC,Last 6 months,52037,tv,
NH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,51918,tv,
MT,HANNITY,FOXNC,Last 6 months,50677,tv,
NH,"FIVE, THE",FOXNC,Last 6 months,50609,tv,
MT,FOX NEWS AT NIGHT,FOXNC,Last 6 months,50027,tv,
ME,FOX AND FRIENDS,FOXNC,Last 6 months,49219,tv,
VT,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,49121,tv,
ME,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,48745,tv,
VT,BEAT W/ARI MELBER,MSNBC,Last 6 months,48725,tv,
VT,MORNING JOE,MSNBC,Last 6 months,48369,tv,
SD,GUTFELD!,FOXNC,Last 6 months,47879,tv,
NH,FOX AND FRIENDS,FOXNC,Last 6 months,47472,tv,
ND,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,47315,tv,
VT,REIDOUT,MSNBC,Last 6 months,47185,tv,
RI,ANDERSON COOPER 360,CNN,Last 6 months,46467,tv,
HI,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,45957,tv,
ME,AMERICA REPORTS,FOXNC,Last 6 months,45938,tv,
RI,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,45691,tv,
ME,ERIN BURNETT OUTFRONT,CNN,Last 6 months,45604,tv,
RI,LEAD WITH JAKE TAPPER,CNN,Last 6 months,45293,tv,
ME,NEW DAY,CNN,Last 6 months,45016,tv,
HI,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,44853,tv,
VT,KATY TUR REPORTS,MSNBC,Last 6 months,44668,tv,
SD,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 6 months,44266,tv,
VT,FOX AND FRIENDS,FOXNC,Last 6 months,43867,tv,
HI,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,43197,tv,
ME,AMERICAS NEWSROOM,FOXNC,Last 6 months,42377,tv,
DE,LEAD WITH JAKE TAPPER,CNN,Last 6 months,42284,tv,
RI,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,41768,tv,
HI,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,41369,tv,
DE,SITUATION ROOM,CNN,Last 6 months,41003,tv,
ND,"FIVE, THE",FOXNC,Last 6 months,40865,tv,
RI,"FIVE, THE",FOXNC,Last 6 months,40611,tv,
RI,MORNING JOE,MSNBC,Last 6 months,40610,tv,
DC,NEW DAY,CNN,Last 6 months,40539,tv,
ND,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,40243,tv,
HI,SITUATION ROOM,CNN,Last 6 months,40045,tv,
ME,"FIVE, THE",FOXNC,Last 6 months,39800,tv,
ME,HANNITY,FOXNC,Last 6 months,39710,tv,
RI,FOX AND FRIENDS,FOXNC,Last 6 months,39503,tv,
ND,HANNITY,FOXNC,Last 6 months,39502,tv,
HI,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,38696,tv,
NH,NEW DAY,CNN,Last 6 months,38337,tv,
RI,INSIDE POLITICS,CNN,Last 6 months,38152,tv,
HI,"FIVE, THE",FOXNC,Last 6 months,37734,tv,
ND,GUTFELD!,FOXNC,Last 6 months,37543,tv,
VT,HALLIE JACKSON REPORTS,MSNBC,Last 6 months,36860,tv,
HI,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,36450,tv,
VT,"FIVE, THE",FOXNC,Last 6 months,36402,tv,
DE,INSIDE POLITICS,CNN,Last 6 months,35841,tv,
DE,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,35801,tv,
DE,ANDERSON COOPER 360,CNN,Last 6 months,35045,tv,
DE,MORNING JOE,MSNBC,Last 6 months,34314,tv,
WY,OUTNUMBERED,FOXNC,Last 6 months,33150,tv,
ND,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,32223,tv,
DE,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,30974,tv,
WY,FOX NEWS LIVE,FOXNC,Last 6 months,30794,tv,
DC,ANDERSON COOPER 360,CNN,Last 6 months,29246,tv,
DE,ERIN BURNETT OUTFRONT,CNN,Last 6 months,28830,tv,
ND,FOX AND FRIENDS,FOXNC,Last 6 months,28765,tv,
DE,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,28241,tv,
DC,LEAD WITH JAKE TAPPER,CNN,Last 6 months,28081,tv,
DC,SITUATION ROOM,CNN,Last 6 months,28008,tv,
WY,AMERICA REPORTS,FOXNC,Last 6 months,27502,tv,
DC,INSIDE POLITICS,CNN,Last 6 months,26882,tv,
DC,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,26873,tv,
WY,"FIVE, THE",FOXNC,Last 6 months,25794,tv,
WY,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,25419,tv,
WY,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,25387,tv,
WY,"STORY, THE",FOXNC,Last 6 months,25233,tv,
WY,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,25171,tv,
WY,"FAULKNER FOCUS, THE",FOXNC,Last 6 months,25132,tv,
WY,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,24547,tv,
DC,DON LEMON TONIGHT,CNN,Last 6 months,23581,tv,
DC,CNN TONIGHT,CNN,Last 6 months,23089,tv,
ND,CNN NEWSROOM,CNN,Last 6 months,22513,tv,
DC,REIDOUT,MSNBC,Last 6 months,21699,tv,
ND,FOX NEWS LIVE,FOXNC,Last 6 months,21285,tv,
ND,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 6 months,21012,tv,
AK,GUTFELD!,FOXNC,Last 6 months,13438,tv,
AK,FOX NEWS AT NIGHT,FOXNC,Last 6 months,12144,tv,
AK,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,11708,tv,
AK,HANNITY,FOXNC,Last 6 months,9343,tv,
AK,AMERICA RIGHT NOW,Newsmax TV,Last 6 months,9140,tv,
AK,SATURDAY REPORT,Newsmax TV,Last 6 months,9140,tv,
AK,JOHN BACHMAN NOW,Newsmax TV,Last 6 months,9140,tv,
AK,NATIONAL REPORT,Newsmax TV,Last 6 months,9140,tv,
AK,FOX NEWS LIVE,FOXNC,Last 6 months,8067,tv,
AK,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,7903,tv,
CA,CNN NEWSROOM,CNN,Last 12 months,5128399,tv,
NY,CNN NEWSROOM,CNN,Last 12 months,2982341,tv,
TX,CNN NEWSROOM,CNN,Last 12 months,2929363,tv,
FL,CNN NEWSROOM,CNN,Last 12 months,2927931,tv,
CA,ANDERSON COOPER 360,CNN,Last 12 months,2357773,tv,
CA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,2332679,tv,
CA,RACHEL MADDOW SHOW,MSNBC,Last 12 months,2323268,tv,
CA,HANNITY,FOXNC,Last 12 months,2290025,tv,
FL,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,2075615,tv,
CA,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,2049538,tv,
FL,HANNITY,FOXNC,Last 12 months,2025817,tv,
FL,"FIVE, THE",FOXNC,Last 12 months,1943764,tv,
TX,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,1925634,tv,
CA,11TH HOUR W/B. WILLIAMS,MSNBC,Last 12 months,1892988,tv,
CA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,1889175,tv,
FL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,1848028,tv,
TX,HANNITY,FOXNC,Last 12 months,1822407,tv,
PA,CNN NEWSROOM,CNN,Last 12 months,1814958,tv,
CA,SITUATION ROOM,CNN,Last 12 months,1794642,tv,
CA,LEAD WITH JAKE TAPPER,CNN,Last 12 months,1786453,tv,
FL,FOX AND FRIENDS,FOXNC,Last 12 months,1769391,tv,
FL,AMERICAS NEWSROOM,FOXNC,Last 12 months,1642629,tv,
IL,CNN NEWSROOM,CNN,Last 12 months,1627889,tv,
FL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,1598187,tv,
TX,"FIVE, THE",FOXNC,Last 12 months,1572407,tv,
TX,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,1516986,tv,
FL,AMERICA REPORTS,FOXNC,Last 12 months,1515834,tv,
TX,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,1470378,tv,
GA,CNN NEWSROOM,CNN,Last 12 months,1461653,tv,
NY,ANDERSON COOPER 360,CNN,Last 12 months,1439993,tv,
FL,NEW DAY,CNN,Last 12 months,1432442,tv,
NJ,CNN NEWSROOM,CNN,Last 12 months,1406995,tv,
VA,CNN NEWSROOM,CNN,Last 12 months,1336393,tv,
TX,AMERICAS NEWSROOM,FOXNC,Last 12 months,1324208,tv,
NY,NEW DAY,CNN,Last 12 months,1322108,tv,
NY,RACHEL MADDOW SHOW,MSNBC,Last 12 months,1293626,tv,
TX,ANDERSON COOPER 360,CNN,Last 12 months,1287463,tv,
TX,AMERICA REPORTS,FOXNC,Last 12 months,1286053,tv,
NC,CNN NEWSROOM,CNN,Last 12 months,1284910,tv,
OH,CNN NEWSROOM,CNN,Last 12 months,1239003,tv,
NY,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,1234385,tv,
MI,CNN NEWSROOM,CNN,Last 12 months,1233588,tv,
PA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,1222782,tv,
PA,HANNITY,FOXNC,Last 12 months,1215188,tv,
PA,"FIVE, THE",FOXNC,Last 12 months,1195015,tv,
MA,CNN NEWSROOM,CNN,Last 12 months,1184369,tv,
TX,GUTFELD!,FOXNC,Last 12 months,1182527,tv,
NY,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,1177320,tv,
NY,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,1175409,tv,
NY,HANNITY,FOXNC,Last 12 months,1169471,tv,
NY,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,1164676,tv,
PA,FOX AND FRIENDS,FOXNC,Last 12 months,1140486,tv,
NY,"FIVE, THE",FOXNC,Last 12 months,1106625,tv,
OH,HANNITY,FOXNC,Last 12 months,1100588,tv,
PA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,1087499,tv,
OH,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,1082851,tv,
MD,CNN NEWSROOM,CNN,Last 12 months,1044778,tv,
PA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,1008101,tv,
NC,HANNITY,FOXNC,Last 12 months,998560,tv,
NC,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,959921,tv,
PA,AMERICAS NEWSROOM,FOXNC,Last 12 months,944173,tv,
OH,"FIVE, THE",FOXNC,Last 12 months,938421,tv,
AZ,CNN NEWSROOM,CNN,Last 12 months,916340,tv,
OH,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,912628,tv,
PA,AMERICA REPORTS,FOXNC,Last 12 months,902898,tv,
NJ,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,901601,tv,
MI,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,900309,tv,
NJ,"FIVE, THE",FOXNC,Last 12 months,888935,tv,
PA,NEW DAY,CNN,Last 12 months,869835,tv,
GA,HANNITY,FOXNC,Last 12 months,867647,tv,
WA,CNN NEWSROOM,CNN,Last 12 months,861581,tv,
NJ,HANNITY,FOXNC,Last 12 months,859529,tv,
OH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,858805,tv,
GA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,856930,tv,
MI,HANNITY,FOXNC,Last 12 months,827767,tv,
NC,"FIVE, THE",FOXNC,Last 12 months,825245,tv,
NC,FOX AND FRIENDS,FOXNC,Last 12 months,819092,tv,
NJ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,815187,tv,
IL,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,806511,tv,
TN,HANNITY,FOXNC,Last 12 months,802098,tv,
NC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,800777,tv,
OH,FOX AND FRIENDS,FOXNC,Last 12 months,783424,tv,
TN,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,782335,tv,
VA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,767550,tv,
NC,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,766154,tv,
IL,HANNITY,FOXNC,Last 12 months,765207,tv,
OH,AMERICAS NEWSROOM,FOXNC,Last 12 months,763153,tv,
TN,"FIVE, THE",FOXNC,Last 12 months,750095,tv,
TN,FOX AND FRIENDS,FOXNC,Last 12 months,747999,tv,
GA,NEW DAY,CNN,Last 12 months,746933,tv,
MI,"FIVE, THE",FOXNC,Last 12 months,746200,tv,
IL,"FIVE, THE",FOXNC,Last 12 months,742842,tv,
TN,AMERICAS NEWSROOM,FOXNC,Last 12 months,742491,tv,
VA,HANNITY,FOXNC,Last 12 months,738807,tv,
NC,AMERICAS NEWSROOM,FOXNC,Last 12 months,736580,tv,
GA,"FIVE, THE",FOXNC,Last 12 months,730578,tv,
IL,ANDERSON COOPER 360,CNN,Last 12 months,729537,tv,
TN,CNN NEWSROOM,CNN,Last 12 months,729292,tv,
VA,"FIVE, THE",FOXNC,Last 12 months,719309,tv,
OH,AMERICA REPORTS,FOXNC,Last 12 months,719185,tv,
VA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,703250,tv,
GA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,703027,tv,
GA,FOX AND FRIENDS,FOXNC,Last 12 months,699630,tv,
GA,ANDERSON COOPER 360,CNN,Last 12 months,696424,tv,
OH,GUTFELD!,FOXNC,Last 12 months,682962,tv,
IL,RACHEL MADDOW SHOW,MSNBC,Last 12 months,680982,tv,
TN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,679340,tv,
NJ,ANDERSON COOPER 360,CNN,Last 12 months,672179,tv,
NC,AMERICA REPORTS,FOXNC,Last 12 months,669452,tv,
MI,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,663061,tv,
SC,CNN NEWSROOM,CNN,Last 12 months,661310,tv,
CO,CNN NEWSROOM,CNN,Last 12 months,660998,tv,
NJ,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,659214,tv,
MI,FOX AND FRIENDS,FOXNC,Last 12 months,654744,tv,
TN,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,653300,tv,
GA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,652564,tv,
IL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,648927,tv,
VA,NEW DAY,CNN,Last 12 months,646084,tv,
MI,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,645626,tv,
TN,AMERICA REPORTS,FOXNC,Last 12 months,644804,tv,
IL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,640571,tv,
VA,AMERICAS NEWSROOM,FOXNC,Last 12 months,630344,tv,
TN,OUTNUMBERED,FOXNC,Last 12 months,623974,tv,
SC,HANNITY,FOXNC,Last 12 months,620598,tv,
NJ,AMERICA REPORTS,FOXNC,Last 12 months,619311,tv,
MO,CNN NEWSROOM,CNN,Last 12 months,618785,tv,
MN,CNN NEWSROOM,CNN,Last 12 months,612386,tv,
MA,NEW DAY,CNN,Last 12 months,612211,tv,
SC,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,611604,tv,
IL,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,610479,tv,
AL,HANNITY,FOXNC,Last 12 months,608175,tv,
IL,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,608031,tv,
VA,FOX AND FRIENDS,FOXNC,Last 12 months,605032,tv,
NC,NEW DAY,CNN,Last 12 months,600576,tv,
CT,CNN NEWSROOM,CNN,Last 12 months,591698,tv,
NJ,FOX AND FRIENDS,FOXNC,Last 12 months,591327,tv,
AL,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,588001,tv,
SC,"FIVE, THE",FOXNC,Last 12 months,587541,tv,
GA,AMERICAS NEWSROOM,FOXNC,Last 12 months,585848,tv,
VA,ANDERSON COOPER 360,CNN,Last 12 months,585612,tv,
MI,AMERICAS NEWSROOM,FOXNC,Last 12 months,582841,tv,
SC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,582594,tv,
MI,AMERICA REPORTS,FOXNC,Last 12 months,574223,tv,
VA,AMERICA REPORTS,FOXNC,Last 12 months,567432,tv,
MI,NEW DAY,CNN,Last 12 months,563061,tv,
WA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,561600,tv,
WA,HANNITY,FOXNC,Last 12 months,558439,tv,
NJ,SITUATION ROOM,CNN,Last 12 months,556026,tv,
NV,CNN NEWSROOM,CNN,Last 12 months,555015,tv,
MA,ANDERSON COOPER 360,CNN,Last 12 months,552502,tv,
AL,"FIVE, THE",FOXNC,Last 12 months,541347,tv,
MO,HANNITY,FOXNC,Last 12 months,541294,tv,
WA,RACHEL MADDOW SHOW,MSNBC,Last 12 months,539197,tv,
LA,CNN NEWSROOM,CNN,Last 12 months,538408,tv,
IN,"FIVE, THE",FOXNC,Last 12 months,535937,tv,
IN,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,535101,tv,
IN,CNN NEWSROOM,CNN,Last 12 months,534774,tv,
OR,CNN NEWSROOM,CNN,Last 12 months,531870,tv,
AL,CNN NEWSROOM,CNN,Last 12 months,531494,tv,
MO,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,523106,tv,
IN,HANNITY,FOXNC,Last 12 months,516488,tv,
AL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,515868,tv,
MO,"FIVE, THE",FOXNC,Last 12 months,512745,tv,
WI,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,512551,tv,
MD,ANDERSON COOPER 360,CNN,Last 12 months,510614,tv,
SC,FOX AND FRIENDS,FOXNC,Last 12 months,510471,tv,
AZ,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,504714,tv,
WI,HANNITY,FOXNC,Last 12 months,504615,tv,
SC,AMERICAS NEWSROOM,FOXNC,Last 12 months,499121,tv,
AL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,493588,tv,
SC,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,492450,tv,
AL,AMERICAS NEWSROOM,FOXNC,Last 12 months,481807,tv,
AZ,HANNITY,FOXNC,Last 12 months,479639,tv,
WI,CNN NEWSROOM,CNN,Last 12 months,479432,tv,
MA,SITUATION ROOM,CNN,Last 12 months,461985,tv,
AL,AMERICA REPORTS,FOXNC,Last 12 months,460964,tv,
WA,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,457326,tv,
SC,AMERICA REPORTS,FOXNC,Last 12 months,454502,tv,
MD,SITUATION ROOM,CNN,Last 12 months,453679,tv,
MO,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,450821,tv,
IN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,449422,tv,
LA,"FIVE, THE",FOXNC,Last 12 months,447099,tv,
KY,HANNITY,FOXNC,Last 12 months,446807,tv,
MO,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,444244,tv,
MA,LEAD WITH JAKE TAPPER,CNN,Last 12 months,439990,tv,
WA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,436979,tv,
CO,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,436333,tv,
IN,FOX AND FRIENDS,FOXNC,Last 12 months,433878,tv,
AL,FOX AND FRIENDS,FOXNC,Last 12 months,433510,tv,
WI,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,432169,tv,
MD,NEW DAY,CNN,Last 12 months,429432,tv,
KY,CNN NEWSROOM,CNN,Last 12 months,425491,tv,
LA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,424880,tv,
LA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,422600,tv,
WA,11TH HOUR W/B. WILLIAMS,MSNBC,Last 12 months,421992,tv,
MD,RACHEL MADDOW SHOW,MSNBC,Last 12 months,417621,tv,
SC,OUTNUMBERED,FOXNC,Last 12 months,417190,tv,
AL,OUTNUMBERED,FOXNC,Last 12 months,417083,tv,
MD,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,414217,tv,
LA,HANNITY,FOXNC,Last 12 months,413800,tv,
OK,CNN NEWSROOM,CNN,Last 12 months,412840,tv,
MO,AMERICAS NEWSROOM,FOXNC,Last 12 months,412098,tv,
WI,"FIVE, THE",FOXNC,Last 12 months,410242,tv,
MO,FOX AND FRIENDS,FOXNC,Last 12 months,410197,tv,
MA,ERIN BURNETT OUTFRONT,CNN,Last 12 months,410182,tv,
OK,HANNITY,FOXNC,Last 12 months,409977,tv,
IN,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,409011,tv,
KY,"FIVE, THE",FOXNC,Last 12 months,407861,tv,
KY,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,407455,tv,
WA,ANDERSON COOPER 360,CNN,Last 12 months,406497,tv,
MD,HANNITY,FOXNC,Last 12 months,405751,tv,
CO,HANNITY,FOXNC,Last 12 months,403168,tv,
IN,AMERICAS NEWSROOM,FOXNC,Last 12 months,399516,tv,
MA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,394277,tv,
MO,AMERICA REPORTS,FOXNC,Last 12 months,391931,tv,
AZ,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,391918,tv,
WA,"FIVE, THE",FOXNC,Last 12 months,390276,tv,
LA,AMERICA REPORTS,FOXNC,Last 12 months,389875,tv,
AZ,"FIVE, THE",FOXNC,Last 12 months,389839,tv,
MD,ERIN BURNETT OUTFRONT,CNN,Last 12 months,388231,tv,
MD,LEAD WITH JAKE TAPPER,CNN,Last 12 months,385847,tv,
AZ,ANDERSON COOPER 360,CNN,Last 12 months,385345,tv,
MA,RACHEL MADDOW SHOW,MSNBC,Last 12 months,385297,tv,
OK,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,382327,tv,
KY,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,381452,tv,
MD,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,380497,tv,
WA,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,374884,tv,
KY,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,374024,tv,
MA,HANNITY,FOXNC,Last 12 months,372762,tv,
MA,INSIDE POLITICS,CNN,Last 12 months,370413,tv,
LA,OUTNUMBERED,FOXNC,Last 12 months,368603,tv,
LA,AMERICAS NEWSROOM,FOXNC,Last 12 months,367603,tv,
IN,AMERICA REPORTS,FOXNC,Last 12 months,366498,tv,
WI,AMERICAS NEWSROOM,FOXNC,Last 12 months,364821,tv,
WI,FOX AND FRIENDS,FOXNC,Last 12 months,364014,tv,
LA,FOX AND FRIENDS,FOXNC,Last 12 months,363603,tv,
KY,FOX AND FRIENDS,FOXNC,Last 12 months,361727,tv,
KY,AMERICAS NEWSROOM,FOXNC,Last 12 months,359570,tv,
AR,"FIVE, THE",FOXNC,Last 12 months,359108,tv,
AZ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,357517,tv,
MO,OUTNUMBERED,FOXNC,Last 12 months,356410,tv,
OK,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,354053,tv,
MN,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,351208,tv,
AR,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,351002,tv,
KY,AMERICA REPORTS,FOXNC,Last 12 months,348641,tv,
MN,HANNITY,FOXNC,Last 12 months,343932,tv,
OK,"FIVE, THE",FOXNC,Last 12 months,343358,tv,
LA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,340763,tv,
IN,GUTFELD!,FOXNC,Last 12 months,339672,tv,
NV,HANNITY,FOXNC,Last 12 months,336777,tv,
NM,CNN NEWSROOM,CNN,Last 12 months,336058,tv,
NV,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,335272,tv,
AR,HANNITY,FOXNC,Last 12 months,335199,tv,
AZ,AMERICA REPORTS,FOXNC,Last 12 months,335000,tv,
AZ,GUTFELD!,FOXNC,Last 12 months,332615,tv,
OK,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,331538,tv,
CO,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,328233,tv,
CO,"FIVE, THE",FOXNC,Last 12 months,326456,tv,
KY,OUTNUMBERED,FOXNC,Last 12 months,323081,tv,
WI,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,322468,tv,
CO,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,321772,tv,
AZ,AMERICAS NEWSROOM,FOXNC,Last 12 months,321317,tv,
WI,AMERICA REPORTS,FOXNC,Last 12 months,319338,tv,
OR,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,319302,tv,
WI,GUTFELD!,FOXNC,Last 12 months,313292,tv,
AR,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,311502,tv,
OK,AMERICA REPORTS,FOXNC,Last 12 months,309181,tv,
IA,CNN NEWSROOM,CNN,Last 12 months,307121,tv,
OR,HANNITY,FOXNC,Last 12 months,306369,tv,
AR,AMERICAS NEWSROOM,FOXNC,Last 12 months,303403,tv,
AR,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,299886,tv,
MN,"FIVE, THE",FOXNC,Last 12 months,292293,tv,
AR,OUTNUMBERED,FOXNC,Last 12 months,292243,tv,
OK,AMERICAS NEWSROOM,FOXNC,Last 12 months,289811,tv,
AR,CNN NEWSROOM,CNN,Last 12 months,289705,tv,
AR,AMERICA REPORTS,FOXNC,Last 12 months,289092,tv,
CO,ANDERSON COOPER 360,CNN,Last 12 months,288269,tv,
MN,NEW DAY,CNN,Last 12 months,287665,tv,
NV,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,287206,tv,
IA,HANNITY,FOXNC,Last 12 months,286135,tv,
