start year,start month,end year,end month,archetype,delta
2016,1,2017,8,CNN+MSNBC,9050920
2016,1,2017,8,Spanish News,-2577623
2016,1,2017,8,Other Cable,-170767
2016,1,2017,9,No or Minimal News,12248112
2016,1,2017,9,Hard Broadcast News,-13660474
2016,1,2017,9,Soft Broadcast News,-3550148
2016,1,2017,9,FOX+Newsmax,2465272
2016,1,2017,9,CNN+MSNBC,11269773
2016,1,2017,9,Spanish News,-906237
2016,1,2017,9,Other Cable,-1117719
2016,1,2017,10,No or Minimal News,12932158
2016,1,2017,10,Hard Broadcast News,-10590672
2016,1,2017,10,Soft Broadcast News,-3849129
2016,1,2017,10,FOX+Newsmax,2913199
2016,1,2017,10,CNN+MSNBC,7121255
2016,1,2017,10,Spanish News,-2367887
2016,1,2017,10,Other Cable,703147
2016,1,2017,11,No or Minimal News,14818707
2016,1,2017,11,Hard Broadcast News,-12343311
2016,1,2017,11,Soft Broadcast News,-299098
2016,1,2017,11,FOX+Newsmax,1484793
2016,1,2017,11,CNN+MSNBC,5334824
2016,1,2017,11,Spanish News,-2533238
2016,1,2017,11,Other Cable,392788
2016,1,2017,12,No or Minimal News,16000825
2016,1,2017,12,Hard Broadcast News,-10560913
2016,1,2017,12,Soft Broadcast News,-1503951
2016,1,2017,12,FOX+Newsmax,1006597
2016,1,2017,12,CNN+MSNBC,6480771
2016,1,2017,12,Spanish News,-2653191
2016,1,2017,12,Other Cable,-2038903
2016,1,2018,1,No or Minimal News,13432800
2016,1,2018,1,Hard Broadcast News,-7984953
2016,1,2018,1,Soft Broadcast News,-1523448
2016,1,2018,1,FOX+Newsmax,1346600
2016,1,2018,1,CNN+MSNBC,4934700
2016,1,2018,1,Spanish News,-1819797
2016,1,2018,1,Other Cable,-1543039
2016,1,2018,2,No or Minimal News,20280823
2016,1,2018,2,Hard Broadcast News,-12974650
2016,1,2018,2,Soft Broadcast News,-1869848
2016,1,2018,2,FOX+Newsmax,867075
2016,1,2018,2,CNN+MSNBC,4349883
2016,1,2018,2,Spanish News,-2522761
2016,1,2018,2,Other Cable,-1284287
2016,1,2018,3,No or Minimal News,19630078
2016,1,2018,3,Hard Broadcast News,-12752817
2016,1,2018,3,Soft Broadcast News,-2495164
2016,1,2018,3,FOX+Newsmax,180096
2016,1,2018,3,CNN+MSNBC,4418712
2016,1,2018,3,Spanish News,-2456401
2016,1,2018,3,Other Cable,264639
2016,1,2018,4,No or Minimal News,22816625
2016,1,2018,4,Hard Broadcast News,-13220491
2016,1,2018,4,Soft Broadcast News,-4845691
2016,1,2018,4,FOX+Newsmax,808324
2016,1,2018,4,CNN+MSNBC,4574914
2016,1,2018,4,Spanish News,-2608985
2016,1,2018,4,Other Cable,-695982
2016,1,2018,5,No or Minimal News,21158153
2016,1,2018,5,Hard Broadcast News,-15133271
2016,1,2018,5,Soft Broadcast News,-72651
2016,1,2018,5,FOX+Newsmax,300610
2016,1,2018,5,CNN+MSNBC,4050551
2016,1,2018,5,Spanish News,-2730307
2016,1,2018,5,Other Cable,-715992
2016,1,2018,6,No or Minimal News,25633670
2016,1,2018,6,Hard Broadcast News,-12277390
2016,1,2018,6,Soft Broadcast News,-7042646
2016,1,2018,6,FOX+Newsmax,1126842
2016,1,2018,6,CNN+MSNBC,2827075
2016,1,2018,6,Spanish News,-2227171
2016,1,2018,6,Other Cable,-1272420
2016,1,2018,7,No or Minimal News,29025115
2016,1,2018,7,Hard Broadcast News,-14744134
2016,1,2018,7,Soft Broadcast News,-7238492
2016,1,2018,7,FOX+Newsmax,380591
2016,1,2018,7,CNN+MSNBC,3835916
2016,1,2018,7,Spanish News,-2764464
2016,1,2018,7,Other Cable,-1772713
2016,1,2018,8,No or Minimal News,28649631
2016,1,2018,8,Hard Broadcast News,-15673146
2016,1,2018,8,Soft Broadcast News,-6494904
2016,1,2018,8,FOX+Newsmax,-370714
2016,1,2018,8,CNN+MSNBC,4935651
2016,1,2018,8,Spanish News,-3648316
2016,1,2018,8,Other Cable,-451657
2016,1,2018,9,No or Minimal News,23414817
2016,1,2018,9,Hard Broadcast News,-14078759
2016,1,2018,9,Soft Broadcast News,-7968295
2016,1,2018,9,FOX+Newsmax,1613254
2016,1,2018,9,CNN+MSNBC,6706593
2016,1,2018,9,Spanish News,-2933585
2016,1,2018,9,Other Cable,1109609
2016,1,2018,10,No or Minimal News,24845695
2016,1,2018,10,Hard Broadcast News,-16721218
2016,1,2018,10,Soft Broadcast News,-2497016
2016,1,2018,10,FOX+Newsmax,2417971
2016,1,2018,10,CNN+MSNBC,4576295
2016,1,2018,10,Spanish News,-3229695
2016,1,2018,10,Other Cable,-1465364
2016,1,2018,11,No or Minimal News,19149041
2016,1,2018,11,Hard Broadcast News,-11315837
2016,1,2018,11,Soft Broadcast News,-3306946
2016,1,2018,11,FOX+Newsmax,2203134
2016,1,2018,11,CNN+MSNBC,7322749
2016,1,2018,11,Spanish News,-2757716
2016,1,2018,11,Other Cable,-3412979
2016,1,2018,12,No or Minimal News,24016236
2016,1,2018,12,Hard Broadcast News,-10846727
2016,1,2018,12,Soft Broadcast News,-4033265
2016,1,2018,12,FOX+Newsmax,-309555
2016,1,2018,12,CNN+MSNBC,6124349
2016,1,2018,12,Spanish News,-3280340
2016,1,2018,12,Other Cable,-3791390
2016,1,2019,1,No or Minimal News,27083989
2016,1,2019,1,Hard Broadcast News,-6310533
2016,1,2019,1,Soft Broadcast News,-13331520
2016,1,2019,1,FOX+Newsmax,601761
2016,1,2019,1,CNN+MSNBC,6470305
2016,1,2019,1,Spanish News,-2661820
2016,1,2019,1,Other Cable,-3907726
2016,1,2019,2,No or Minimal News,29094829
2016,1,2019,2,Hard Broadcast News,-4858861
2016,1,2019,2,Soft Broadcast News,-15788589
2016,1,2019,2,FOX+Newsmax,874603
2016,1,2019,2,CNN+MSNBC,4576260
2016,1,2019,2,Spanish News,-2663693
2016,1,2019,2,Other Cable,-3278475
2016,1,2019,3,No or Minimal News,30840282
2016,1,2019,3,Hard Broadcast News,-7823794
2016,1,2019,3,Soft Broadcast News,-14539787
2016,1,2019,3,FOX+Newsmax,234636
2016,1,2019,3,CNN+MSNBC,2886213
2016,1,2019,3,Spanish News,-3217324
2016,1,2019,3,Other Cable,-492198
2016,1,2019,4,No or Minimal News,35525436
2016,1,2019,4,Hard Broadcast News,-12195404
2016,1,2019,4,Soft Broadcast News,-14444673
2016,1,2019,4,FOX+Newsmax,91820
2016,1,2019,4,CNN+MSNBC,2169664
2016,1,2019,4,Spanish News,-3239858
2016,1,2019,4,Other Cable,67677
2016,1,2019,5,No or Minimal News,34088139
2016,1,2019,5,Hard Broadcast News,-8517148
2016,1,2019,5,Soft Broadcast News,-14771164
2016,1,2019,5,FOX+Newsmax,-806772
2016,1,2019,5,CNN+MSNBC,1512052
2016,1,2019,5,Spanish News,-3151145
2016,1,2019,5,Other Cable,-402475
2016,1,2019,6,No or Minimal News,35252272
2016,1,2019,6,Hard Broadcast News,-7684419
2016,1,2019,6,Soft Broadcast News,-17081389
2016,1,2019,6,FOX+Newsmax,-932986
2016,1,2019,6,CNN+MSNBC,1767972
2016,1,2019,6,Spanish News,-3229436
2016,1,2019,6,Other Cable,-213856
2016,1,2019,7,No or Minimal News,39430219
2016,1,2019,7,Hard Broadcast News,-15097883
2016,1,2019,7,Soft Broadcast News,-16945268
2016,1,2019,7,FOX+Newsmax,491932
2016,1,2019,7,CNN+MSNBC,5010896
2016,1,2019,7,Spanish News,-3248208
2016,1,2019,7,Other Cable,-1705823
2016,1,2019,8,No or Minimal News,41013187
2016,1,2019,8,Hard Broadcast News,-16517542
2016,1,2019,8,Soft Broadcast News,-15999071
2016,1,2019,8,FOX+Newsmax,220467
2016,1,2019,8,CNN+MSNBC,3112500
2016,1,2019,8,Spanish News,-3287857
2016,1,2019,8,Other Cable,-347784
2016,1,2019,9,No or Minimal News,36466918
2016,1,2019,9,Hard Broadcast News,-8092858
2016,1,2019,9,Soft Broadcast News,-16632203
2016,1,2019,9,FOX+Newsmax,-39422
2016,1,2019,9,CNN+MSNBC,3654995
2016,1,2019,9,Spanish News,-2799038
2016,1,2019,9,Other Cable,-2881997
2016,1,2019,10,No or Minimal News,36341053
2016,1,2019,10,Hard Broadcast News,-10866451
2016,1,2019,10,Soft Broadcast News,-15144699
2016,1,2019,10,FOX+Newsmax,425139
2016,1,2019,10,CNN+MSNBC,5495258
2016,1,2019,10,Spanish News,-3042375
2016,1,2019,10,Other Cable,-3487904
2016,1,2019,11,No or Minimal News,34562422
2016,1,2019,11,Hard Broadcast News,-7725645
2016,1,2019,11,Soft Broadcast News,-16795481
2016,1,2019,11,FOX+Newsmax,644360
2016,1,2019,11,CNN+MSNBC,5104831
2016,1,2019,11,Spanish News,-2816495
2016,1,2019,11,Other Cable,-3297920
2016,1,2019,12,No or Minimal News,33335830
2016,1,2019,12,Hard Broadcast News,-6121260
2016,1,2019,12,Soft Broadcast News,-15609361
2016,1,2019,12,FOX+Newsmax,1270043
2016,1,2019,12,CNN+MSNBC,4791397
2016,1,2019,12,Spanish News,-3166730
2016,1,2019,12,Other Cable,-4817706
2016,1,2020,1,No or Minimal News,31873689
2016,1,2020,1,Hard Broadcast News,-8010945
2016,1,2020,1,Soft Broadcast News,-18288351
2016,1,2020,1,FOX+Newsmax,3662877
2016,1,2020,1,CNN+MSNBC,7328235
2016,1,2020,1,Spanish News,-2544209
2016,1,2020,1,Other Cable,-4275042
2016,1,2020,2,No or Minimal News,35119848
2016,1,2020,2,Hard Broadcast News,-8635320
2016,1,2020,2,Soft Broadcast News,-17767597
2016,1,2020,2,FOX+Newsmax,3404692
2016,1,2020,2,CNN+MSNBC,4078256
2016,1,2020,2,Spanish News,-3040261
2016,1,2020,2,Other Cable,-3424475
2016,1,2020,3,No or Minimal News,21863921
2016,1,2020,3,Hard Broadcast News,-5875328
2016,1,2020,3,Soft Broadcast News,-20171904
2016,1,2020,3,FOX+Newsmax,7498781
2016,1,2020,3,CNN+MSNBC,13277493
2016,1,2020,3,Spanish News,-1660657
2016,1,2020,3,Other Cable,-5232445
2016,1,2020,4,No or Minimal News,32385760
2016,1,2020,4,Hard Broadcast News,-13579335
2016,1,2020,4,Soft Broadcast News,-18701286
2016,1,2020,4,FOX+Newsmax,6612431
2016,1,2020,4,CNN+MSNBC,10609117
2016,1,2020,4,Spanish News,-2508783
2016,1,2020,4,Other Cable,-5103472
2016,1,2020,5,No or Minimal News,39289334
2016,1,2020,5,Hard Broadcast News,-16074047
2016,1,2020,5,Soft Broadcast News,-18988833
2016,1,2020,5,FOX+Newsmax,4484623
2016,1,2020,5,CNN+MSNBC,10261820
2016,1,2020,5,Spanish News,-3597807
2016,1,2020,5,Other Cable,-5719849
2016,1,2020,6,No or Minimal News,42310197
2016,1,2020,6,Hard Broadcast News,-17260283
2016,1,2020,6,Soft Broadcast News,-20898009
2016,1,2020,6,FOX+Newsmax,4808848
2016,1,2020,6,CNN+MSNBC,10051886
2016,1,2020,6,Spanish News,-4094853
2016,1,2020,6,Other Cable,-5161040
2016,1,2020,7,No or Minimal News,47900731
2016,1,2020,7,Hard Broadcast News,-19331455
2016,1,2020,7,Soft Broadcast News,-21190672
2016,1,2020,7,FOX+Newsmax,3618148
2016,1,2020,7,CNN+MSNBC,7385339
2016,1,2020,7,Spanish News,-4247294
2016,1,2020,7,Other Cable,-4392817
2016,1,2020,8,No or Minimal News,45329905
2016,1,2020,8,Hard Broadcast News,-19510251
2016,1,2020,8,Soft Broadcast News,-22509606
2016,1,2020,8,FOX+Newsmax,5488042
2016,1,2020,8,CNN+MSNBC,9502148
2016,1,2020,8,Spanish News,-4228620
2016,1,2020,8,Other Cable,-4351012
2016,1,2020,9,No or Minimal News,40538538
2016,1,2020,9,Hard Broadcast News,-12461934
2016,1,2020,9,Soft Broadcast News,-22267047
2016,1,2020,9,FOX+Newsmax,6368429
2016,1,2020,9,CNN+MSNBC,8275090
2016,1,2020,9,Spanish News,-4461045
2016,1,2020,9,Other Cable,-5346549
2016,1,2020,10,No or Minimal News,35889490
2016,1,2020,10,Hard Broadcast News,-10053785
2016,1,2020,10,Soft Broadcast News,-23918708
2016,1,2020,10,FOX+Newsmax,8007626
2016,1,2020,10,CNN+MSNBC,10936381
2016,1,2020,10,Spanish News,-4712330
2016,1,2020,10,Other Cable,-5545540
2016,1,2020,11,No or Minimal News,26184473
2016,1,2020,11,Hard Broadcast News,-14917460
2016,1,2020,11,Soft Broadcast News,-23843226
2016,1,2020,11,FOX+Newsmax,12615988
2016,1,2020,11,CNN+MSNBC,23177168
2016,1,2020,11,Spanish News,-3676943
2016,1,2020,11,Other Cable,-8986744
2016,1,2020,12,No or Minimal News,46955107
2016,1,2020,12,Hard Broadcast News,-19511075
2016,1,2020,12,Soft Broadcast News,-18959193
2016,1,2020,12,FOX+Newsmax,2062400
2016,1,2020,12,CNN+MSNBC,10292593
2016,1,2020,12,Spanish News,-4224281
2016,1,2020,12,Other Cable,-5953150
2016,1,2021,1,No or Minimal News,36769322
2016,1,2021,1,Hard Broadcast News,-14706285
2016,1,2021,1,Soft Broadcast News,-25120484
2016,1,2021,1,FOX+Newsmax,4982935
2016,1,2021,1,CNN+MSNBC,20845305
2016,1,2021,1,Spanish News,-3938029
2016,1,2021,1,Other Cable,-8234756
2016,1,2021,2,No or Minimal News,54443439
2016,1,2021,2,Hard Broadcast News,-22810833
2016,1,2021,2,Soft Broadcast News,-23731818
2016,1,2021,2,FOX+Newsmax,1233488
2016,1,2021,2,CNN+MSNBC,10588304
2016,1,2021,2,Spanish News,-5511863
2016,1,2021,2,Other Cable,-3506391
2016,1,2021,3,No or Minimal News,53743918
2016,1,2021,3,Hard Broadcast News,-19670603
2016,1,2021,3,Soft Broadcast News,-21608838
2016,1,2021,3,FOX+Newsmax,278832
2016,1,2021,3,CNN+MSNBC,4983050
2016,1,2021,3,Spanish News,-4505349
2016,1,2021,3,Other Cable,-2535557
2016,1,2021,4,No or Minimal News,52772239
2016,1,2021,4,Hard Broadcast News,-18741233
2016,1,2021,4,Soft Broadcast News,-22044259
2016,1,2021,4,FOX+Newsmax,462945
2016,1,2021,4,CNN+MSNBC,4930962
2016,1,2021,4,Spanish News,-4147057
2016,1,2021,4,Other Cable,-2603070
2016,1,2021,5,No or Minimal News,57283226
2016,1,2021,5,Hard Broadcast News,-20162967
2016,1,2021,5,Soft Broadcast News,-20871215
2016,1,2021,5,FOX+Newsmax,-71413
2016,1,2021,5,CNN+MSNBC,2078186
2016,1,2021,5,Spanish News,-4378892
2016,1,2021,5,Other Cable,-3206763
2016,1,2021,6,No or Minimal News,59922302
2016,1,2021,6,Hard Broadcast News,-23196930
2016,1,2021,6,Soft Broadcast News,-21014216
2016,1,2021,6,FOX+Newsmax,-271910
2016,1,2021,6,CNN+MSNBC,1244158
2016,1,2021,6,Spanish News,-4134073
2016,1,2021,6,Other Cable,-1829113
2016,1,2021,7,No or Minimal News,62216347
2016,1,2021,7,Hard Broadcast News,-21227490
2016,1,2021,7,Soft Broadcast News,-19714508
2016,1,2021,7,FOX+Newsmax,-917874
2016,1,2021,7,CNN+MSNBC,1471469
2016,1,2021,7,Spanish News,-4663709
2016,1,2021,7,Other Cable,-6529319
2016,1,2021,8,No or Minimal News,57837650
2016,1,2021,8,Hard Broadcast News,-21473750
2016,1,2021,8,Soft Broadcast News,-20205551
2016,1,2021,8,FOX+Newsmax,2670146
2016,1,2021,8,CNN+MSNBC,2332737
2016,1,2021,8,Spanish News,-4848073
2016,1,2021,8,Other Cable,-5523470
2016,1,2021,9,No or Minimal News,59869690
2016,1,2021,9,Hard Broadcast News,-19617427
2016,1,2021,9,Soft Broadcast News,-20158107
2016,1,2021,9,FOX+Newsmax,1951543
2016,1,2021,9,CNN+MSNBC,710387
2016,1,2021,9,Spanish News,-4572542
2016,1,2021,9,Other Cable,-4181649
2016,1,2021,10,No or Minimal News,58533250
2016,1,2021,10,Hard Broadcast News,-16935390
2016,1,2021,10,Soft Broadcast News,-19743561
2016,1,2021,10,FOX+Newsmax,1353486
2016,1,2021,10,CNN+MSNBC,-1609299
2016,1,2021,10,Spanish News,-4555089
2016,1,2021,10,Other Cable,-3168089
2016,1,2021,11,No or Minimal News,58457482
2016,1,2021,11,Hard Broadcast News,-18788553
2016,1,2021,11,Soft Broadcast News,-18957751
2016,1,2021,11,FOX+Newsmax,3140641
2016,1,2021,11,CNN+MSNBC,-1714473
2016,1,2021,11,Spanish News,-4787710
2016,1,2021,11,Other Cable,-3403196
2016,1,2021,12,No or Minimal News,58431596
2016,1,2021,12,Hard Broadcast News,-16730844
2016,1,2021,12,Soft Broadcast News,-18798966
2016,1,2021,12,FOX+Newsmax,1397637
2016,1,2021,12,CNN+MSNBC,-499717
2016,1,2021,12,Spanish News,-4375830
2016,1,2021,12,Other Cable,-5468582
2016,1,2022,1,No or Minimal News,56770834
2016,1,2022,1,Hard Broadcast News,-14329091
2016,1,2022,1,Soft Broadcast News,-19361513
2016,1,2022,1,FOX+Newsmax,1480068
2016,1,2022,1,CNN+MSNBC,-2336866
2016,1,2022,1,Spanish News,-4397142
2016,1,2022,1,Other Cable,-3863881
2016,1,2022,2,No or Minimal News,60195149
2016,1,2022,2,Hard Broadcast News,-22994181
2016,1,2022,2,Soft Broadcast News,-20442839
2016,1,2022,2,FOX+Newsmax,4646382
2016,1,2022,2,CNN+MSNBC,2575940
2016,1,2022,2,Spanish News,-4873858
2016,1,2022,2,Other Cable,-5061533
2016,1,2022,3,No or Minimal News,56688540
2016,1,2022,3,Hard Broadcast News,-19998327
2016,1,2022,3,Soft Broadcast News,-21949432
2016,1,2022,3,FOX+Newsmax,5931453
2016,1,2022,3,CNN+MSNBC,3505612
2016,1,2022,3,Spanish News,-4660579
2016,1,2022,3,Other Cable,-5566056
2016,1,2022,4,No or Minimal News,64545797
2016,1,2022,4,Hard Broadcast News,-20703313
2016,1,2022,4,Soft Broadcast News,-21769629
2016,1,2022,4,FOX+Newsmax,3237023
2016,1,2022,4,CNN+MSNBC,-934781
2016,1,2022,4,Spanish News,-5668726
2016,1,2022,4,Other Cable,-4796644
2016,1,2022,5,No or Minimal News,64312975
2016,1,2022,5,Hard Broadcast News,-20660309
2016,1,2022,5,Soft Broadcast News,-21328513
2016,1,2022,5,FOX+Newsmax,2410427
2016,1,2022,5,CNN+MSNBC,-1319360
2016,1,2022,5,Spanish News,-5321292
2016,1,2022,5,Other Cable,-4186715
2016,1,2022,6,No or Minimal News,65173916
2016,1,2022,6,Hard Broadcast News,-20361665
2016,1,2022,6,Soft Broadcast News,-23659471
2016,1,2022,6,FOX+Newsmax,2252099
2016,1,2022,6,CNN+MSNBC,597034
2016,1,2022,6,Spanish News,-5797100
2016,1,2022,6,Other Cable,-4273713
2016,1,2022,7,No or Minimal News,71702002
2016,1,2022,7,Hard Broadcast News,-23951915
2016,1,2022,7,Soft Broadcast News,-23314012
2016,1,2022,7,FOX+Newsmax,1727190
2016,1,2022,7,CNN+MSNBC,62506
2016,1,2022,7,Spanish News,-6033393
2016,1,2022,7,Other Cable,-6226882
2016,1,2022,8,No or Minimal News,71500149
2016,1,2022,8,Hard Broadcast News,-25731426
2016,1,2022,8,Soft Broadcast News,-22249261
2016,1,2022,8,FOX+Newsmax,2024666
2016,1,2022,8,CNN+MSNBC,-263522
2016,1,2022,8,Spanish News,-6285611
2016,1,2022,8,Other Cable,-4981933
2016,1,2022,9,No or Minimal News,65111604
2016,1,2022,9,Hard Broadcast News,-17177523
2016,1,2022,9,Soft Broadcast News,-23841803
2016,1,2022,9,FOX+Newsmax,1517879
2016,1,2022,9,CNN+MSNBC,1428298
2016,1,2022,9,Spanish News,-5499479
2016,1,2022,9,Other Cable,-7358255
2016,1,2022,10,No or Minimal News,69227357
2016,1,2022,10,Hard Broadcast News,-20083481
2016,1,2022,10,Soft Broadcast News,-21697900
2016,1,2022,10,FOX+Newsmax,1391195
2016,1,2022,10,CNN+MSNBC,-1070679
2016,1,2022,10,Spanish News,-6037798
2016,1,2022,10,Other Cable,-6768844
2016,2,2016,3,No or Minimal News,-302998
2016,2,2016,3,Hard Broadcast News,-9354613
2016,2,2016,3,Soft Broadcast News,755175
2016,2,2016,3,FOX+Newsmax,3507508
2016,2,2016,3,CNN+MSNBC,4666898
2016,2,2016,3,Spanish News,-655856
2016,2,2016,3,Other Cable,1326155
2016,2,2016,4,No or Minimal News,5021293
2016,2,2016,4,Hard Broadcast News,-6688774
2016,2,2016,4,Soft Broadcast News,1339517
2016,2,2016,4,FOX+Newsmax,303766
2016,2,2016,4,CNN+MSNBC,337840
2016,2,2016,4,Spanish News,-768601
2016,2,2016,4,Other Cable,312181
2016,2,2016,5,No or Minimal News,6800421
2016,2,2016,5,Hard Broadcast News,-6768798
2016,2,2016,5,Soft Broadcast News,2177150
2016,2,2016,5,FOX+Newsmax,450057
2016,2,2016,5,CNN+MSNBC,-1541631
2016,2,2016,5,Spanish News,-929872
2016,2,2016,5,Other Cable,-320751
2016,2,2016,6,No or Minimal News,5692713
2016,2,2016,6,Hard Broadcast News,-5183261
2016,2,2016,6,Soft Broadcast News,-2422498
2016,2,2016,6,FOX+Newsmax,1154306
2016,2,2016,6,CNN+MSNBC,792699
2016,2,2016,6,Spanish News,-936112
2016,2,2016,6,Other Cable,890387
2016,2,2016,7,No or Minimal News,2334115
2016,2,2016,7,Hard Broadcast News,-5437982
2016,2,2016,7,Soft Broadcast News,-9841970
2016,2,2016,7,FOX+Newsmax,4493579
2016,2,2016,7,CNN+MSNBC,8651241
2016,2,2016,7,Spanish News,-1311307
2016,2,2016,7,Other Cable,986763
2016,2,2016,8,No or Minimal News,6044142
2016,2,2016,8,Hard Broadcast News,-8931758
2016,2,2016,8,Soft Broadcast News,824249
2016,2,2016,8,FOX+Newsmax,1795833
