period,state,medium,partisanship_scenario,diet_threshold,left_pct,right_pct,left_size,right_size
Last 3 months,NY,web,stringent,50,0.0063,0.0031,72315.6667,36555.6667
Last 3 months,OH,tv,lenient,50,0.0378,0.0915,369168.2911,893491.3534
Last 3 months,OH,tv,stringent,50,0.0110,0.0915,107551.5484,893491.3534
Last 3 months,OH,web,lenient,50,0.0162,0.0106,115406.3333,75123.3333
Last 3 months,OH,web,stringent,50,0.0064,0.0030,45652.3333,21679.6667
Last 3 months,OK,tv,lenient,50,0.0235,0.1075,75329.6129,344966.7744
Last 3 months,OK,tv,stringent,50,0.0064,0.1075,20546.8065,344966.7744
Last 3 months,OK,web,lenient,50,0.0129,0.0236,30686.3333,54965.3333
Last 3 months,OK,web,stringent,50,0.0028,0.0009,6817.0000,2147.6667
Last 3 months,OR,tv,lenient,50,0.0347,0.0800,115811.9682,267170.8053
Last 3 months,OR,tv,stringent,50,0.0083,0.0800,27813.4194,267170.8053
Last 3 months,OR,web,lenient,50,0.0185,0.0192,48828.6667,50423.6667
Last 3 months,OR,web,stringent,50,0.0068,0.0119,18586.3333,30022.0000
Last 3 months,PA,tv,lenient,50,0.0495,0.1001,540127.4840,1091855.5172
Last 3 months,PA,tv,stringent,50,0.0144,0.1001,156819.8401,1091855.5172
Last 3 months,PA,web,lenient,50,0.0171,0.0145,137435.6667,116648.6667
Last 3 months,PA,web,stringent,50,0.0065,0.0059,52599.6667,47001.3333
Last 3 months,RI,tv,lenient,50,0.0492,0.0621,47045.7742,59421.3868
Last 3 months,RI,tv,stringent,50,0.0104,0.0621,9998.3226,59421.3868
Last 3 months,RI,web,lenient,50,0.0652,0.0000,30648.3333,0.0000
Last 3 months,RI,web,stringent,50,0.0129,0.0000,6337.6667,0.0000
Last 3 months,SC,tv,lenient,50,0.0487,0.1022,221653.9675,465039.6439
Last 3 months,SC,tv,stringent,50,0.0139,0.1022,63229.9673,465039.6439
Last 3 months,SC,web,lenient,50,0.0105,0.0076,30896.3333,22214.0000
Last 3 months,SC,web,stringent,50,0.0056,0.0009,16342.3333,2667.0000
Last 3 months,SD,tv,lenient,50,0.0208,0.1663,14917.9355,119461.3550
Last 3 months,SD,tv,stringent,50,0.0100,0.1663,7213.5483,119461.3550
Last 3 months,SD,web,lenient,50,0.0327,0.0335,12417.3333,10334.3333
Last 3 months,SD,web,stringent,50,0.0169,0.0322,6421.0000,9951.0000
Last 3 months,TN,tv,lenient,50,0.0328,0.1097,195536.9362,654099.3562
Last 3 months,TN,tv,stringent,50,0.0059,0.1097,34955.2262,654099.3562
Last 3 months,TN,web,lenient,50,0.0151,0.0357,48768.6667,117593.6667
Last 3 months,TN,web,stringent,50,0.0071,0.0043,23085.6667,14401.0000
Last 3 months,TX,tv,lenient,50,0.0283,0.0639,698978.6123,1582064.0333
Last 3 months,TX,tv,stringent,50,0.0063,0.0639,155391.4840,1582064.0333
Last 3 months,TX,web,lenient,50,0.0120,0.0111,199260.0000,185477.0000
Last 3 months,TX,web,stringent,50,0.0038,0.0042,63444.3333,69341.0000
Last 3 months,UT,tv,lenient,50,0.0234,0.0901,61951.9678,238950.3545
Last 3 months,UT,tv,stringent,50,0.0017,0.0901,4484.9678,238950.3545
Last 3 months,UT,web,lenient,50,0.0140,0.0729,22735.0000,115744.3333
Last 3 months,UT,web,stringent,50,0.0025,0.0010,3957.6667,1543.6667
Last 3 months,VA,tv,lenient,50,0.0520,0.0843,390470.9346,633636.7758
Last 3 months,VA,tv,stringent,50,0.0088,0.0843,66214.8385,633636.7758
Last 3 months,VA,web,lenient,50,0.0221,0.0153,106244.3333,73415.3333
Last 3 months,VA,web,stringent,50,0.0105,0.0023,50567.3333,11100.0000
Last 3 months,VT,tv,lenient,50,0.0767,0.0547,43949.9023,31346.2260
Last 3 months,VT,tv,stringent,50,0.0482,0.0547,27633.8384,31346.2260
Last 3 months,VT,web,lenient,50,0.0288,0.0150,11356.0000,6187.6667
Last 3 months,VT,web,stringent,50,0.0009,0.0000,387.6667,0.0000
Last 3 months,WA,tv,lenient,50,0.0363,0.0575,237592.9364,376774.2899
Last 3 months,WA,tv,stringent,50,0.0037,0.0575,24438.3229,376774.2899
Last 3 months,WA,web,lenient,50,0.0227,0.0240,114283.0000,121260.3333
Last 3 months,WA,web,stringent,50,0.0060,0.0095,30324.0000,48533.3333
Last 3 months,WI,tv,lenient,50,0.0245,0.0837,126182.5802,430446.7724
Last 3 months,WI,tv,stringent,50,0.0033,0.0837,17134.4193,430446.7724
Last 3 months,WI,web,lenient,50,0.0187,0.0116,67571.3333,41699.3333
Last 3 months,WI,web,stringent,50,0.0060,0.0002,21572.3333,786.0000
Last 3 months,WV,tv,lenient,50,0.0166,0.1190,29463.7739,210763.0985
Last 3 months,WV,tv,stringent,50,0.0068,0.1190,12008.2255,210763.0985
Last 3 months,WV,web,lenient,50,0.0098,0.0158,11818.0000,19422.6667
Last 3 months,WV,web,stringent,50,0.0019,0.0005,2322.0000,541.6667
Last 3 months,WY,tv,lenient,50,0.0099,0.1045,4073.5806,43212.1613
Last 3 months,WY,tv,stringent,50,0.0000,0.1045,0.0000,43212.1613
Last 3 months,WY,web,lenient,50,0.0152,0.0160,7020.0000,7341.0000
Last 3 months,WY,web,stringent,50,0.0026,0.0134,1154.6667,6192.0000
Last 6 months,AK,tv,lenient,50,0.0409,0.0680,14520.7228,22606.9451
Last 6 months,AK,tv,stringent,50,0.0153,0.0680,6503.3387,22606.9451
Last 6 months,AK,web,lenient,50,0.0379,0.0695,10389.6667,22800.5000
Last 6 months,AK,web,stringent,50,0.0017,0.0489,400.1667,16088.3333
Last 6 months,AL,tv,lenient,50,0.0379,0.1140,148877.5897,448973.6847
Last 6 months,AL,tv,stringent,50,0.0081,0.1140,32041.5526,448973.6847
Last 6 months,AL,web,lenient,50,0.0089,0.0103,21309.1667,25558.8333
Last 6 months,AL,web,stringent,50,0.0023,0.0032,5437.3333,7985.5000
Last 6 months,AR,tv,lenient,50,0.0366,0.1304,90032.0968,319725.3885
Last 6 months,AR,tv,stringent,50,0.0051,0.1304,12607.1343,319725.3885
Last 6 months,AR,web,lenient,50,0.0081,0.0247,14481.3333,44873.8333
Last 6 months,AR,web,stringent,50,0.0052,0.0041,9280.1667,7496.0000
Last 6 months,AZ,tv,lenient,50,0.0579,0.0661,350620.2131,400238.7020
Last 6 months,AZ,tv,stringent,50,0.0128,0.0661,77276.1129,400238.7020
Last 6 months,AZ,web,lenient,50,0.0243,0.0167,102032.3333,70551.0000
Last 6 months,AZ,web,stringent,50,0.0086,0.0054,36056.0000,22840.5000
Last 6 months,CA,tv,lenient,50,0.0644,0.0568,2063590.5946,1818258.8029
Last 6 months,CA,tv,stringent,50,0.0149,0.0568,476611.4324,1818258.8029
Last 6 months,CA,web,lenient,50,0.0230,0.0092,526686.1667,210332.1667
Last 6 months,CA,web,stringent,50,0.0080,0.0032,181470.0000,72763.6667
Last 6 months,CO,tv,lenient,50,0.0484,0.0554,219573.7626,250561.6915
Last 6 months,CO,tv,stringent,50,0.0126,0.0554,56895.8684,250561.6915
Last 6 months,CO,web,lenient,50,0.0152,0.0114,57980.3333,42927.6667
Last 6 months,CO,web,stringent,50,0.0038,0.0026,14149.1667,9954.3333
Last 6 months,CT,tv,lenient,50,0.0599,0.0809,176289.0020,238386.4996
Last 6 months,CT,tv,stringent,50,0.0122,0.0809,36017.4284,238386.4996
Last 6 months,CT,web,lenient,50,0.0183,0.0142,42811.5000,32408.0000
Last 6 months,CT,web,stringent,50,0.0051,0.0001,11577.3333,235.1667
Last 6 months,DC,tv,lenient,50,0.0531,0.0011,26182.8007,560.5645
Last 6 months,DC,tv,stringent,50,0.0070,0.0011,3440.6452,560.5645
Last 6 months,DC,web,lenient,50,0.0184,0.0061,3929.1667,1222.8333
Last 6 months,DC,web,stringent,50,0.0055,0.0061,1302.3333,1222.8333
Last 6 months,DE,tv,lenient,50,0.0880,0.0583,70558.8430,47071.1407
Last 6 months,DE,tv,stringent,50,0.0152,0.0583,12127.9825,47071.1407
Last 6 months,DE,web,lenient,50,0.0174,0.0109,15166.6667,10285.3333
Last 6 months,DE,web,stringent,50,0.0082,0.0002,6972.6667,230.8333
Last 6 months,FL,tv,lenient,50,0.0495,0.0896,884500.7126,1603126.3630
Last 6 months,FL,tv,stringent,50,0.0096,0.0896,171758.4635,1603126.3630
Last 6 months,FL,web,lenient,50,0.0131,0.0149,168134.1667,191983.3333
Last 6 months,FL,web,stringent,50,0.0040,0.0026,52170.6667,33586.5000
Last 6 months,GA,tv,lenient,50,0.0500,0.0741,459018.6186,679536.7628
Last 6 months,GA,tv,stringent,50,0.0093,0.0741,85151.7312,679536.7628
Last 6 months,GA,web,lenient,50,0.0137,0.0090,91402.0000,60399.5000
Last 6 months,GA,web,stringent,50,0.0061,0.0034,41028.3333,22937.8333
Last 6 months,HI,tv,lenient,50,0.0619,0.0707,55981.2095,63588.9971
Last 6 months,HI,tv,stringent,50,0.0122,0.0707,11070.9692,63588.9971
Last 6 months,HI,web,lenient,50,0.0070,0.0000,3648.1667,0.0000
Last 6 months,HI,web,stringent,50,0.0001,0.0000,41.5000,0.0000
Last 6 months,IA,tv,lenient,50,0.0380,0.0947,96310.1240,240063.9020
Last 6 months,IA,tv,stringent,50,0.0082,0.0947,20789.3380,240063.9020
Last 6 months,IA,web,lenient,50,0.0140,0.0182,22776.8333,29853.3333
Last 6 months,IA,web,stringent,50,0.0031,0.0056,5183.0000,8967.3333
Last 6 months,ID,tv,lenient,50,0.0161,0.1088,26410.5295,179285.6980
Last 6 months,ID,tv,stringent,50,0.0055,0.1088,9037.6409,179285.6980
Last 6 months,ID,web,lenient,50,0.0137,0.0268,12238.8333,23423.3333
Last 6 months,ID,web,stringent,50,0.0036,0.0094,3700.0000,8182.3333
Last 6 months,IL,tv,lenient,50,0.0453,0.0671,457155.7257,678128.9109
Last 6 months,IL,tv,stringent,50,0.0095,0.0671,96163.2189,678128.9109
Last 6 months,IL,web,lenient,50,0.0163,0.0059,127632.3333,46193.8333
Last 6 months,IL,web,stringent,50,0.0077,0.0023,60278.6667,17735.3333
Last 6 months,IN,tv,lenient,50,0.0354,0.0685,202318.7229,391382.1594
Last 6 months,IN,tv,stringent,50,0.0050,0.0685,28459.9393,391382.1594
Last 6 months,IN,web,lenient,50,0.0133,0.0127,54234.5000,51864.8333
Last 6 months,IN,web,stringent,50,0.0034,0.0044,14176.0000,18197.0000
Last 6 months,KS,tv,lenient,50,0.0340,0.0808,88704.6012,210735.0571
Last 6 months,KS,tv,stringent,50,0.0061,0.0808,15931.9159,210735.0571
Last 6 months,KS,web,lenient,50,0.0103,0.0120,15902.0000,19270.6667
Last 6 months,KS,web,stringent,50,0.0018,0.0007,2881.5000,1089.0000
Last 6 months,KY,tv,lenient,50,0.0301,0.0895,109673.0396,325582.8743
Last 6 months,KY,tv,stringent,50,0.0034,0.0895,12609.0176,325582.8743
Last 6 months,KY,web,lenient,50,0.0163,0.0105,41663.5000,25942.1667
Last 6 months,KY,web,stringent,50,0.0061,0.0067,15467.0000,16793.1667
Last 6 months,LA,tv,lenient,50,0.0382,0.1001,154589.7684,405122.9404
Last 6 months,LA,tv,stringent,50,0.0153,0.1001,61887.7170,405122.9404
Last 6 months,LA,web,lenient,50,0.0119,0.0072,26164.1667,15594.3333
Last 6 months,LA,web,stringent,50,0.0039,0.0032,8365.1667,6693.5000
Last 6 months,MA,tv,lenient,50,0.0748,0.0489,443644.0273,289729.6080
Last 6 months,MA,tv,stringent,50,0.0161,0.0489,95499.1392,289729.6080
Last 6 months,MA,web,lenient,50,0.0206,0.0016,86439.8333,7004.3333
Last 6 months,MA,web,stringent,50,0.0120,0.0009,50323.1667,3673.3333
Last 6 months,MD,tv,lenient,50,0.0841,0.0517,442016.8914,271704.8979
Last 6 months,MD,tv,stringent,50,0.0147,0.0517,77184.1891,271704.8979
Last 6 months,MD,web,lenient,50,0.0163,0.0109,70519.0000,47221.0000
Last 6 months,MD,web,stringent,50,0.0063,0.0013,27365.6667,5444.0000
Last 6 months,ME,tv,lenient,50,0.0297,0.0846,32584.1745,92585.8569
Last 6 months,ME,tv,stringent,50,0.0039,0.0846,4396.4094,92585.8569
Last 6 months,ME,web,lenient,50,0.0452,0.0121,32283.5000,8277.3333
Last 6 months,ME,web,stringent,50,0.0070,0.0000,4527.5000,0.0000
Last 6 months,MI,tv,lenient,50,0.0487,0.0741,401764.3448,613100.4745
Last 6 months,MI,tv,stringent,50,0.0087,0.0741,71818.8391,613100.4745
Last 6 months,MI,web,lenient,50,0.0226,0.0104,132756.8333,60723.1667
Last 6 months,MI,web,stringent,50,0.0061,0.0044,36161.6667,25566.5000
Last 6 months,MN,tv,lenient,50,0.0394,0.0510,178584.0845,230854.9601
Last 6 months,MN,tv,stringent,50,0.0076,0.0510,34557.3852,230854.9601
Last 6 months,MN,web,lenient,50,0.0272,0.0162,94520.8333,56444.3333
Last 6 months,MN,web,stringent,50,0.0065,0.0069,22611.1667,23570.6667
Last 6 months,MO,tv,lenient,50,0.0450,0.1015,230582.9594,520208.3212
Last 6 months,MO,tv,stringent,50,0.0112,0.1015,57232.0022,520208.3212
Last 6 months,MO,web,lenient,50,0.0114,0.0163,44607.6667,63532.1667
Last 6 months,MO,web,stringent,50,0.0040,0.0040,15733.3333,15387.0000
Last 6 months,MS,tv,lenient,50,0.0202,0.0864,46071.2338,197146.2782
Last 6 months,MS,tv,stringent,50,0.0053,0.0864,11943.7141,197146.2782
Last 6 months,MS,web,lenient,50,0.0189,0.0164,36853.0000,31175.0000
Last 6 months,MS,web,stringent,50,0.0089,0.0056,17424.0000,11107.3333
Last 6 months,MT,tv,lenient,50,0.0266,0.1499,18375.7858,104906.5395
Last 6 months,MT,tv,stringent,50,0.0057,0.1499,4010.9999,104906.5395
Last 6 months,MT,web,lenient,50,0.0366,0.0585,20579.0000,35415.5000
Last 6 months,MT,web,stringent,50,0.0182,0.0058,10988.3333,3440.5000
Last 6 months,NC,tv,lenient,50,0.0514,0.0727,465870.6875,660106.8097
Last 6 months,NC,tv,stringent,50,0.0090,0.0727,81442.2230,660106.8097
Last 6 months,NC,web,lenient,50,0.0111,0.0150,62685.3333,84868.8333
Last 6 months,NC,web,stringent,50,0.0037,0.0072,21184.6667,40684.5000
Last 6 months,ND,tv,lenient,50,0.0128,0.1126,7360.6672,64644.1406
Last 6 months,ND,tv,stringent,50,0.0000,0.1126,0.0000,64644.1406
Last 6 months,ND,web,lenient,50,0.0458,0.0085,13879.3333,2978.6667
Last 6 months,ND,web,stringent,50,0.0012,0.0085,429.5000,2978.6667
Last 6 months,NE,tv,lenient,50,0.0203,0.1338,32296.8354,212743.7368
Last 6 months,NE,tv,stringent,50,0.0073,0.1338,11678.6311,212743.7368
Last 6 months,NE,web,lenient,50,0.0181,0.0157,19591.6667,18205.6667
Last 6 months,NE,web,stringent,50,0.0070,0.0019,7456.5000,2099.6667
Last 6 months,NH,tv,lenient,50,0.0538,0.0709,58351.1753,76791.7305
Last 6 months,NH,tv,stringent,50,0.0115,0.0709,12518.4976,76791.7305
Last 6 months,NH,web,lenient,50,0.0160,0.0090,17228.5000,9488.8333
Last 6 months,NH,web,stringent,50,0.0029,0.0002,3550.0000,193.6667
Last 6 months,NJ,tv,lenient,50,0.0608,0.0897,513026.2359,756050.3250
Last 6 months,NJ,tv,stringent,50,0.0125,0.0897,105528.1208,756050.3250
Last 6 months,NJ,web,lenient,50,0.0142,0.0104,89153.0000,64882.1667
Last 6 months,NJ,web,stringent,50,0.0039,0.0027,24663.0000,16628.0000
Last 6 months,NM,tv,lenient,50,0.0524,0.0639,86355.2176,105375.3973
Last 6 months,NM,tv,stringent,50,0.0130,0.0639,21468.7182,105375.3973
Last 6 months,NM,web,lenient,50,0.0261,0.0091,22814.3333,8257.6667
Last 6 months,NM,web,stringent,50,0.0170,0.0045,14523.8333,4022.3333
Last 6 months,NV,tv,lenient,50,0.0716,0.0970,188144.4862,254782.3763
Last 6 months,NV,tv,stringent,50,0.0262,0.0970,68872.8428,254782.3763
Last 6 months,NV,web,lenient,50,0.0266,0.0116,43932.1667,18607.6667
Last 6 months,NV,web,stringent,50,0.0085,0.0007,14158.0000,1221.6667
Last 6 months,NY,tv,lenient,50,0.0706,0.0673,1134991.6231,1082278.2741
Last 6 months,NY,tv,stringent,50,0.0201,0.0673,323525.0713,1082278.2741
Last 6 months,NY,web,lenient,50,0.0165,0.0063,191872.8333,73102.0000
Last 6 months,NY,web,stringent,50,0.0058,0.0025,67658.0000,28683.5000
Last 6 months,OH,tv,lenient,50,0.0394,0.0916,387062.1391,899620.8649
Last 6 months,OH,tv,stringent,50,0.0092,0.0916,90204.9034,899620.8649
Last 6 months,OH,web,lenient,50,0.0148,0.0101,104270.1667,71557.1667
Last 6 months,OH,web,stringent,50,0.0053,0.0025,37269.0000,17667.6667
Last 6 months,OK,tv,lenient,50,0.0240,0.1037,78797.2157,340310.1506
Last 6 months,OK,tv,stringent,50,0.0045,0.1037,14634.8976,340310.1506
Last 6 months,OK,web,lenient,50,0.0083,0.0210,19484.1667,47833.5000
Last 6 months,OK,web,stringent,50,0.0019,0.0012,4526.8333,2681.6667
Last 6 months,OR,tv,lenient,50,0.0375,0.0832,131599.7633,292187.3007
Last 6 months,OR,tv,stringent,50,0.0090,0.0832,31533.7372,292187.3007
Last 6 months,OR,web,lenient,50,0.0166,0.0120,42357.0000,31190.0000
Last 6 months,OR,web,stringent,50,0.0049,0.0066,13023.6667,16524.0000
Last 6 months,PA,tv,lenient,50,0.0631,0.1018,698690.5689,1126585.6064
Last 6 months,PA,tv,stringent,50,0.0162,0.1018,179178.7332,1126585.6064
Last 6 months,PA,web,lenient,50,0.0150,0.0126,117479.3333,98350.6667
Last 6 months,PA,web,stringent,50,0.0062,0.0055,48439.1667,42338.0000
Last 6 months,RI,tv,lenient,50,0.0565,0.0608,53862.6802,58030.9339
Last 6 months,RI,tv,stringent,50,0.0130,0.0608,12389.9096,58030.9339
Last 6 months,RI,web,lenient,50,0.0345,0.0000,16004.8333,0.0000
Last 6 months,RI,web,stringent,50,0.0071,0.0000,3404.3333,0.0000
Last 6 months,SC,tv,lenient,50,0.0411,0.1138,183009.5024,505676.1042
Last 6 months,SC,tv,stringent,50,0.0078,0.1138,34729.8120,505676.1042
Last 6 months,SC,web,lenient,50,0.0091,0.0099,25882.1667,27780.3333
Last 6 months,SC,web,stringent,50,0.0038,0.0050,10912.5000,13878.1667
Last 6 months,SD,tv,lenient,50,0.0729,0.1739,52893.4659,124947.2219
Last 6 months,SD,tv,stringent,50,0.0201,0.1739,14427.3547,124947.2219
Last 6 months,SD,web,lenient,50,0.0203,0.0445,8140.6667,17385.3333
Last 6 months,SD,web,stringent,50,0.0092,0.0438,3542.8333,17193.6667
Last 6 months,TN,tv,lenient,50,0.0329,0.1107,193197.5732,650400.9045
Last 6 months,TN,tv,stringent,50,0.0060,0.1107,35271.3266,650400.9045
Last 6 months,TN,web,lenient,50,0.0149,0.0353,47616.8333,115627.8333
Last 6 months,TN,web,stringent,50,0.0083,0.0039,26558.8333,12964.8333
Last 6 months,TX,tv,lenient,50,0.0345,0.0665,843958.3522,1625401.8745
Last 6 months,TX,tv,stringent,50,0.0061,0.0665,149647.3333,1625401.8745
Last 6 months,TX,web,lenient,50,0.0137,0.0114,227245.3333,190475.0000
Last 6 months,TX,web,stringent,50,0.0054,0.0043,90051.0000,70736.5000
Last 6 months,UT,tv,lenient,50,0.0340,0.0888,90445.6855,236371.6527
Last 6 months,UT,tv,stringent,50,0.0018,0.0888,4813.4624,236371.6527
Last 6 months,UT,web,lenient,50,0.0111,0.0904,17733.3333,139558.5000
Last 6 months,UT,web,stringent,50,0.0027,0.0011,4308.3333,1642.6667
Last 6 months,VA,tv,lenient,50,0.0555,0.0864,408300.1626,635783.3794
Last 6 months,VA,tv,stringent,50,0.0088,0.0864,64789.9403,635783.3794
Last 6 months,VA,web,lenient,50,0.0201,0.0134,95539.8333,63333.5000
Last 6 months,VA,web,stringent,50,0.0103,0.0039,48949.3333,18209.5000
Last 6 months,VT,tv,lenient,50,0.0869,0.0569,52493.7851,34555.6095
Last 6 months,VT,tv,stringent,50,0.0365,0.0569,21969.6092,34555.6095
Last 6 months,VT,web,lenient,50,0.0156,0.0098,6086.3333,3736.1667
Last 6 months,VT,web,stringent,50,0.0005,0.0000,193.8333,0.0000
Last 6 months,WA,tv,lenient,50,0.0406,0.0673,269338.8657,446333.6548
Last 6 months,WA,tv,stringent,50,0.0059,0.0673,39416.8891,446333.6548
Last 6 months,WA,web,lenient,50,0.0221,0.0188,111406.1667,95182.8333
Last 6 months,WA,web,stringent,50,0.0058,0.0062,29581.0000,31583.1667
Last 6 months,WI,tv,lenient,50,0.0229,0.0905,118894.4077,468776.3246
Last 6 months,WI,tv,stringent,50,0.0030,0.0905,15540.7967,468776.3246
Last 6 months,WI,web,lenient,50,0.0210,0.0168,73216.3333,58691.5000
Last 6 months,WI,web,stringent,50,0.0044,0.0084,15453.3333,28842.6667
Last 6 months,WV,tv,lenient,50,0.0192,0.1154,35245.0709,210900.5345
Last 6 months,WV,tv,stringent,50,0.0074,0.1154,13614.7120,210900.5345
Last 6 months,WV,web,lenient,50,0.0132,0.0173,16032.5000,21246.5000
Last 6 months,WV,web,stringent,50,0.0013,0.0004,1597.8333,478.5000
Last 6 months,WY,tv,lenient,50,0.0125,0.0938,4842.5499,36941.2931
Last 6 months,WY,tv,stringent,50,0.0007,0.0938,298.6833,36941.2931
Last 6 months,WY,web,lenient,50,0.0293,0.0080,13699.1667,3670.5000
Last 6 months,WY,web,stringent,50,0.0157,0.0067,7050.5000,3096.0000
Since 2016,AK,tv,lenient,50,0.0177,0.0875,7860.4838,35556.1364
Since 2016,AK,tv,stringent,50,0.0041,0.0875,1792.6833,35556.1364
Since 2016,AK,web,lenient,50,0.0189,0.0369,4388.6859,9462.9810
Since 2016,AK,web,stringent,50,0.0069,0.0095,1480.4938,2675.8813
Since 2016,AL,tv,lenient,50,0.0513,0.1143,214376.0187,475217.3649
Since 2016,AL,tv,stringent,50,0.0094,0.1143,39134.2174,475217.3649
Since 2016,AL,web,lenient,50,0.0156,0.0229,31395.8824,45094.8593
Since 2016,AL,web,stringent,50,0.0072,0.0071,14307.8417,14089.5962
Since 2016,AR,tv,lenient,50,0.0348,0.0899,85921.4091,221864.9645
Since 2016,AR,tv,stringent,50,0.0071,0.0899,17835.7818,221864.9645
Since 2016,AR,web,lenient,50,0.0168,0.0309,22539.5465,42440.8298
Since 2016,AR,web,stringent,50,0.0063,0.0079,8443.0483,10615.2433
Since 2016,AZ,tv,lenient,50,0.0629,0.0777,342430.0061,419473.9107
Since 2016,AZ,tv,stringent,50,0.0124,0.0777,66546.3903,419473.9107
Since 2016,AZ,web,lenient,50,0.0250,0.0250,79691.4906,78289.0503
Since 2016,AZ,web,stringent,50,0.0097,0.0099,30881.0440,30798.2310
Since 2016,CA,tv,lenient,50,0.0736,0.0586,2368851.7033,1885095.0628
Since 2016,CA,tv,stringent,50,0.0148,0.0586,475814.0181,1885095.0628
Since 2016,CA,web,lenient,50,0.0271,0.0132,489284.9674,233371.4742
Since 2016,CA,web,stringent,50,0.0101,0.0052,181096.2237,90881.9344
Since 2016,CO,tv,lenient,50,0.0549,0.0774,243331.8982,343179.7895
Since 2016,CO,tv,stringent,50,0.0125,0.0774,55572.4170,343179.7895
Since 2016,CO,web,lenient,50,0.0218,0.0201,72758.3797,64486.4325
Since 2016,CO,web,stringent,50,0.0079,0.0078,26000.8120,25208.3840
Since 2016,CT,tv,lenient,50,0.0777,0.0777,226167.7152,226527.8034
Since 2016,CT,tv,stringent,50,0.0206,0.0777,59831.8889,226527.8034
Since 2016,CT,web,lenient,50,0.0228,0.0241,33391.2815,35293.3421
Since 2016,CT,web,stringent,50,0.0084,0.0117,12109.6205,16287.6144
Since 2016,DC,tv,lenient,50,0.1260,0.0155,71275.0818,8748.9488
Since 2016,DC,tv,stringent,50,0.0369,0.0155,21021.1002,8748.9488
Since 2016,DC,web,lenient,50,0.0387,0.0048,9951.0398,1216.4581
Since 2016,DC,web,stringent,50,0.0212,0.0026,5362.5285,621.5891
Since 2016,DE,tv,lenient,50,0.0730,0.0747,57441.7763,58867.7761
Since 2016,DE,tv,stringent,50,0.0109,0.0747,8573.8414,58867.7761
Since 2016,DE,web,lenient,50,0.0156,0.0417,9265.5078,22944.2398
Since 2016,DE,web,stringent,50,0.0056,0.0084,3442.1274,4721.9362
Since 2016,FL,tv,lenient,50,0.0665,0.0945,1174587.3989,1670675.5320
Since 2016,FL,tv,stringent,50,0.0149,0.0945,264425.5223,1670675.5320
Since 2016,FL,web,lenient,50,0.0172,0.0191,177815.0669,197608.9859
Since 2016,FL,web,stringent,50,0.0070,0.0063,71381.1048,63760.5448
Since 2016,GA,tv,lenient,50,0.0637,0.0874,564355.4404,770643.8382
Since 2016,GA,tv,stringent,50,0.0114,0.0874,100803.8216,770643.8382
Since 2016,GA,web,lenient,50,0.0177,0.0155,91761.1607,79927.5395
Since 2016,GA,web,stringent,50,0.0074,0.0055,38188.3907,28537.4443
Since 2016,HI,tv,lenient,50,0.0589,0.0877,65954.6834,97854.1899
Since 2016,HI,tv,stringent,50,0.0103,0.0877,11705.7982,97854.1899
Since 2016,HI,web,lenient,50,0.0192,0.0102,7691.0130,4240.3264
Since 2016,HI,web,stringent,50,0.0087,0.0049,3361.6153,2222.0631
Since 2016,IA,tv,lenient,50,0.0303,0.0715,78025.8422,182369.4900
Since 2016,IA,tv,stringent,50,0.0059,0.0715,15196.4901,182369.4900
Since 2016,IA,web,lenient,50,0.0194,0.0184,28290.9757,26825.8521
Since 2016,IA,web,stringent,50,0.0070,0.0061,10071.1937,8647.1179
Since 2016,ID,tv,lenient,50,0.0249,0.1049,33470.4854,140901.2004
Since 2016,ID,tv,stringent,50,0.0070,0.1049,9324.9101,140901.2004
Since 2016,ID,web,lenient,50,0.0247,0.0318,17274.0642,22470.3252
Since 2016,ID,web,stringent,50,0.0093,0.0097,6628.0387,6916.9653
Since 2016,IL,tv,lenient,50,0.0580,0.0650,606676.3212,680577.7327
Since 2016,IL,tv,stringent,50,0.0127,0.0650,133180.8789,680577.7327
Since 2016,IL,web,lenient,50,0.0200,0.0117,125100.1098,70793.7695
Since 2016,IL,web,stringent,50,0.0086,0.0045,53104.9870,26625.3344
Since 2016,IN,tv,lenient,50,0.0420,0.0765,230453.4638,420816.7024
Since 2016,IN,tv,stringent,50,0.0118,0.0765,64805.9740,420816.7024
Since 2016,IN,web,lenient,50,0.0173,0.0169,55643.6862,53590.6809
Since 2016,IN,web,stringent,50,0.0071,0.0055,22771.5136,17446.8052
Since 2016,KS,tv,lenient,50,0.0392,0.0793,101098.8106,204905.3408
Since 2016,KS,tv,stringent,50,0.0090,0.0793,23168.8893,204905.3408
Since 2016,KS,web,lenient,50,0.0170,0.0265,22594.8861,34662.7319
Since 2016,KS,web,stringent,50,0.0050,0.0065,6624.6583,8387.2621
Since 2016,KY,tv,lenient,50,0.0381,0.0968,141992.6419,358718.8405
Since 2016,KY,tv,stringent,50,0.0083,0.0968,30559.5898,358718.8405
Since 2016,KY,web,lenient,50,0.0174,0.0147,33451.8283,28290.1743
Since 2016,KY,web,stringent,50,0.0078,0.0053,14960.0511,10517.6156
Since 2016,LA,tv,lenient,50,0.0514,0.0925,187604.6329,340863.2515
Since 2016,LA,tv,stringent,50,0.0130,0.0925,47602.2396,340863.2515
Since 2016,LA,web,lenient,50,0.0148,0.0225,25964.6145,39089.3415
Since 2016,LA,web,stringent,50,0.0063,0.0079,10976.3623,13934.8253
Since 2016,MA,tv,lenient,50,0.0906,0.0569,520465.7148,327339.2005
