year,month,medium,gender,age_group,political_lean,partisanship_scenario,diet_threshold,value
2020,9,tv,All,All,L,lenient,50,0.0769224384567333
2020,10,tv,All,All,L,lenient,50,0.0846163756517662
2020,11,tv,All,All,L,lenient,50,0.138002082654343
2020,12,tv,All,All,L,lenient,50,0.0894898279049056
2021,1,tv,All,All,L,lenient,50,0.132508790057997
2021,2,tv,All,All,L,lenient,50,0.0944062495953236
2021,3,tv,All,All,L,lenient,50,0.067182057438524
2021,4,tv,All,All,L,lenient,50,0.0706982170282419
2021,5,tv,All,All,L,lenient,50,0.061461908969105
2021,6,tv,All,All,L,lenient,50,0.0588494063604975
2021,7,tv,All,All,L,lenient,50,0.0567992352537807
2021,8,tv,All,All,L,lenient,50,0.059449922648389
2021,9,tv,All,All,L,lenient,50,0.0511855105628703
2021,10,tv,All,All,L,lenient,50,0.0450752047875224
2021,11,tv,All,All,L,lenient,50,0.0468768811785259
2021,12,tv,All,All,L,lenient,50,0.0517360608550193
2022,1,tv,All,All,L,lenient,50,0.0423982351264931
2022,2,tv,All,All,L,lenient,50,0.0585080383212782
2022,3,tv,All,All,L,lenient,50,0.0674615333199132
2022,4,tv,All,All,L,lenient,50,0.0504528331302679
2022,5,tv,All,All,L,lenient,50,0.0492855786765814
2022,6,tv,All,All,L,lenient,50,0.0480827345482546
2022,7,tv,All,All,L,lenient,50,0.0505171547734731
2022,8,tv,All,All,L,lenient,50,0.0507154048870798
2022,9,tv,All,All,L,lenient,50,0.0520435465611008
2022,10,tv,All,All,L,lenient,50,0.0443041409249158
2016,1,tv,All,All,L,stringent,50,0.0061331447520229
2016,2,tv,All,All,L,stringent,50,0.0100655516780255
2016,3,tv,All,All,L,stringent,50,0.0047374445761168
2016,4,tv,All,All,L,stringent,50,0.0088083539385055
2016,5,tv,All,All,L,stringent,50,0.010298917189455
2016,6,tv,All,All,L,stringent,50,0.0097920420980603
2016,7,tv,All,All,L,stringent,50,0.009156865482007
2016,8,tv,All,All,L,stringent,50,0.00496972524478
2016,9,tv,All,All,L,stringent,50,0.0071888558822509
2016,10,tv,All,All,L,stringent,50,0.0086445213833268
2016,11,tv,All,All,L,stringent,50,0.0145769814009537
2016,12,tv,All,All,L,stringent,50,0.0101335441861578
2017,1,tv,All,All,L,stringent,50,0.0070629372987582
2017,2,tv,All,All,L,stringent,50,0.0119354406542783
2017,3,tv,All,All,L,stringent,50,0.0120294724016641
2017,4,tv,All,All,L,stringent,50,0.0126912613922132
2017,5,tv,All,All,L,stringent,50,0.0122199042299903
2017,6,tv,All,All,L,stringent,50,0.0152585814921677
2017,7,tv,All,All,L,stringent,50,0.0133799066088962
2017,8,tv,All,All,L,stringent,50,0.0125264392419639
2017,9,tv,All,All,L,stringent,50,0.0171441363948523
2017,11,tv,All,All,L,stringent,50,0.0112238760801383
2017,12,tv,All,All,L,stringent,50,0.0099421429725067
2018,1,tv,All,All,L,stringent,50,0.012273863838411
2018,2,tv,All,All,L,stringent,50,0.0112777196569826
2018,3,tv,All,All,L,stringent,50,0.0113284766950637
2018,4,tv,All,All,L,stringent,50,0.0123087731560531
2018,5,tv,All,All,L,stringent,50,0.0089409839594178
2018,6,tv,All,All,L,stringent,50,0.0130600271877852
2018,7,tv,All,All,L,stringent,50,0.0113400148651156
2018,8,tv,All,All,L,stringent,50,0.0110429534983703
2018,9,tv,All,All,L,stringent,50,0.0150457335868909
2018,10,tv,All,All,L,stringent,50,0.0096113876176145
2018,11,tv,All,All,L,stringent,50,0.0171569457304043
2018,12,tv,All,All,L,stringent,50,0.0119451902299825
2019,1,tv,All,All,L,stringent,50,0.0165626291381909
2019,2,tv,All,All,L,stringent,50,0.016756064051994
2019,3,tv,All,All,L,stringent,50,0.0174593664029246
2019,4,tv,All,All,L,stringent,50,0.016283035658459
2019,5,tv,All,All,L,stringent,50,0.0154972946298141
2019,6,tv,All,All,L,stringent,50,0.0151182040005308
2019,7,tv,All,All,L,stringent,50,0.0126482442641106
2019,8,tv,All,All,L,stringent,50,0.0124960184877447
2019,9,tv,All,All,L,stringent,50,0.0127039293869822
2019,10,tv,All,All,L,stringent,50,0.0139456239477129
2019,11,tv,All,All,L,stringent,50,0.0138211175449626
2019,12,tv,All,All,L,stringent,50,0.0117535935186819
2020,1,tv,All,All,L,stringent,50,0.0169034734105331
2020,2,tv,All,All,L,stringent,50,0.0139048242684714
2020,3,tv,All,All,L,stringent,50,0.0170743071984245
2020,4,tv,All,All,L,stringent,50,0.0107112416279093
2020,5,tv,All,All,L,stringent,50,0.0132827328263846
2020,6,tv,All,All,L,stringent,50,0.01782887701211
2020,7,tv,All,All,L,stringent,50,0.0158785644099049
2020,8,tv,All,All,L,stringent,50,0.0196754308327161
2020,9,tv,All,All,L,stringent,50,0.0174820449983555
2020,10,tv,All,All,L,stringent,50,0.0177206093092998
2020,11,tv,All,All,L,stringent,50,0.0275509227048558
2020,12,tv,All,All,L,stringent,50,0.0149490781094152
2021,1,tv,All,All,L,stringent,50,0.0218307389803039
2021,2,tv,All,All,L,stringent,50,0.0224192310614186
2021,3,tv,All,All,L,stringent,50,0.0107086691801933
2021,4,tv,All,All,L,stringent,50,0.0136186820932809
2021,5,tv,All,All,L,stringent,50,0.0139001827524769
2021,6,tv,All,All,L,stringent,50,0.0134705166096846
2021,7,tv,All,All,L,stringent,50,0.0109989729185456
2021,8,tv,All,All,L,stringent,50,0.0114192787891619
2021,9,tv,All,All,L,stringent,50,0.0084304534118242
2021,10,tv,All,All,L,stringent,50,0.0090770048809666
2021,11,tv,All,All,L,stringent,50,0.0102212771278614
2021,12,tv,All,All,L,stringent,50,0.009387709953224
2022,1,tv,All,All,L,stringent,50,0.0086092090154848
2022,2,tv,All,All,L,stringent,50,0.0089316784737122
2022,3,tv,All,All,L,stringent,50,0.0118217430522816
2022,4,tv,All,All,L,stringent,50,0.0105184698859101
2022,5,tv,All,All,L,stringent,50,0.0097767163122838
2022,6,tv,All,All,L,stringent,50,0.0088972454573026
2022,7,tv,All,All,L,stringent,50,0.0104561563307288
2022,8,tv,All,All,L,stringent,50,0.0109277259903258
2022,9,tv,All,All,L,stringent,50,0.0105015060578114
2022,10,tv,All,All,L,stringent,50,0.0107574430827554
2016,1,tv,All,All,R,lenient,50,0.0587213723732289
2016,2,tv,All,All,R,lenient,50,0.0524537906768564
2016,3,tv,All,All,R,lenient,50,0.0629395155834111
2016,4,tv,All,All,R,lenient,50,0.0551896330101141
2016,5,tv,All,All,R,lenient,50,0.0530749244230646
2016,6,tv,All,All,R,lenient,50,0.0592017112646678
2016,7,tv,All,All,R,lenient,50,0.0711267664045931
2016,8,tv,All,All,R,lenient,50,0.059488586875423
2016,9,tv,All,All,R,lenient,50,0.0634739576444722
2016,10,tv,All,All,R,lenient,50,0.0639640462513806
2016,11,tv,All,All,R,lenient,50,0.0855825295494042
2016,12,tv,All,All,R,lenient,50,0.0685644621621518
2017,1,tv,All,All,R,lenient,50,0.0800079416665312
2017,2,tv,All,All,R,lenient,50,0.0794063814712735
2017,3,tv,All,All,R,lenient,50,0.07234324333454
2017,4,tv,All,All,R,lenient,50,0.0747858761325431
2017,5,tv,All,All,R,lenient,50,0.0712402342854703
2017,6,tv,All,All,R,lenient,50,0.0723161626679706
2017,7,tv,All,All,R,lenient,50,0.0697579169956584
2017,8,tv,All,All,R,lenient,50,0.0694129354041359
2017,9,tv,All,All,R,lenient,50,0.0650978071930942
2017,11,tv,All,All,R,lenient,50,0.0683177458773018
2017,12,tv,All,All,R,lenient,50,0.0676540115989552
2018,1,tv,All,All,R,lenient,50,0.0674406562941679
2018,2,tv,All,All,R,lenient,50,0.0667874246560613
2018,3,tv,All,All,R,lenient,50,0.0653940215216501
2018,4,tv,All,All,R,lenient,50,0.0685821934220839
2018,5,tv,All,All,R,lenient,50,0.0666013788542872
2018,6,tv,All,All,R,lenient,50,0.0718650804319962
2018,7,tv,All,All,R,lenient,50,0.0688659155369147
2018,8,tv,All,All,R,lenient,50,0.0672967666874748
2018,9,tv,All,All,R,lenient,50,0.0672649613247985
2018,10,tv,All,All,R,lenient,50,0.0735476907382843
2018,11,tv,All,All,R,lenient,50,0.0718479695327036
2018,12,tv,All,All,R,lenient,50,0.0640582493489372
2019,1,tv,All,All,R,lenient,50,0.0798112210939175
2019,2,tv,All,All,R,lenient,50,0.0851469829205449
2019,3,tv,All,All,R,lenient,50,0.079888155448049
2019,4,tv,All,All,R,lenient,50,0.0808187916687685
2019,5,tv,All,All,R,lenient,50,0.0770499442936681
2019,6,tv,All,All,R,lenient,50,0.0757150917490779
2019,7,tv,All,All,R,lenient,50,0.0808637631304974
2019,8,tv,All,All,R,lenient,50,0.0806669464154874
2019,9,tv,All,All,R,lenient,50,0.0751994233699154
2019,10,tv,All,All,R,lenient,50,0.0800623244398487
2019,11,tv,All,All,R,lenient,50,0.080847645588964
2019,12,tv,All,All,R,lenient,50,0.0819796863027547
2020,1,tv,All,All,R,lenient,50,0.0906652776332833
2020,2,tv,All,All,R,lenient,50,0.0923342056621681
2020,3,tv,All,All,R,lenient,50,0.102678589639827
2020,4,tv,All,All,R,lenient,50,0.103592523917446
2020,5,tv,All,All,R,lenient,50,0.0956021409362769
2020,6,tv,All,All,R,lenient,50,0.0959484881053986
2020,7,tv,All,All,R,lenient,50,0.0934640718316343
2020,8,tv,All,All,R,lenient,50,0.0996721188741254
2020,9,tv,All,All,R,lenient,50,0.103592024396024
2020,10,tv,All,All,R,lenient,50,0.108470531694777
2020,11,tv,All,All,R,lenient,50,0.125221756049372
2020,12,tv,All,All,R,lenient,50,0.0860363231489906
2021,1,tv,All,All,R,lenient,50,0.0957228023744045
2021,2,tv,All,All,R,lenient,50,0.082489971751204
2021,3,tv,All,All,R,lenient,50,0.0784400540774188
2021,4,tv,All,All,R,lenient,50,0.0820164281010223
2021,5,tv,All,All,R,lenient,50,0.0768308173017348
2021,6,tv,All,All,R,lenient,50,0.0763451481075644
2021,7,tv,All,All,R,lenient,50,0.0746635241923063
2021,8,tv,All,All,R,lenient,50,0.0825178688275585
2021,9,tv,All,All,R,lenient,50,0.0841087430661465
2021,10,tv,All,All,R,lenient,50,0.0801907913753696
2021,11,tv,All,All,R,lenient,50,0.0879286978656886
2021,12,tv,All,All,R,lenient,50,0.0795457740784761
2022,1,tv,All,All,R,lenient,50,0.079041034409067
2022,2,tv,All,All,R,lenient,50,0.089967796030687
2022,3,tv,All,All,R,lenient,50,0.0933027488271599
2022,4,tv,All,All,R,lenient,50,0.0841429935780344
2022,5,tv,All,All,R,lenient,50,0.0821336160105819
2022,6,tv,All,All,R,lenient,50,0.0806019670729742
2022,7,tv,All,All,R,lenient,50,0.078926675096059
2022,8,tv,All,All,R,lenient,50,0.0798245649160488
2022,9,tv,All,All,R,lenient,50,0.0772358456562443
2022,10,tv,All,All,R,lenient,50,0.0775777820245422
2016,1,tv,All,All,R,stringent,50,0.0587213723732289
2016,2,tv,All,All,R,stringent,50,0.0524537906768564
2016,3,tv,All,All,R,stringent,50,0.0629395155834111
2016,4,tv,All,All,R,stringent,50,0.0551896330101141
2016,5,tv,All,All,R,stringent,50,0.0530749244230646
2016,6,tv,All,All,R,stringent,50,0.0592017112646678
2016,7,tv,All,All,R,stringent,50,0.0711267664045931
2016,8,tv,All,All,R,stringent,50,0.059488586875423
2016,9,tv,All,All,R,stringent,50,0.0634739576444722
2016,10,tv,All,All,R,stringent,50,0.0639640462513806
2016,11,tv,All,All,R,stringent,50,0.0855825295494042
2016,12,tv,All,All,R,stringent,50,0.0685644621621518
2017,1,tv,All,All,R,stringent,50,0.0800079416665312
2017,2,tv,All,All,R,stringent,50,0.0794063814712735
2017,3,tv,All,All,R,stringent,50,0.07234324333454
2017,4,tv,All,All,R,stringent,50,0.0747858761325431
2017,5,tv,All,All,R,stringent,50,0.0712402342854703
2017,6,tv,All,All,R,stringent,50,0.0723161626679706
2017,7,tv,All,All,R,stringent,50,0.0697579169956584
2017,8,tv,All,All,R,stringent,50,0.0694129354041359
2017,9,tv,All,All,R,stringent,50,0.0650978071930942
2017,11,tv,All,All,R,stringent,50,0.0683177458773018
2017,12,tv,All,All,R,stringent,50,0.0676540115989552
2018,1,tv,All,All,R,stringent,50,0.0674406562941679
2018,2,tv,All,All,R,stringent,50,0.0667874246560613
2018,3,tv,All,All,R,stringent,50,0.0653940215216501
2018,4,tv,All,All,R,stringent,50,0.0685821934220839
2018,5,tv,All,All,R,stringent,50,0.0666013788542872
2018,6,tv,All,All,R,stringent,50,0.0718650804319962
2018,7,tv,All,All,R,stringent,50,0.0688659155369147
2018,8,tv,All,All,R,stringent,50,0.0672967666874748
2018,9,tv,All,All,R,stringent,50,0.0672649613247985
2018,10,tv,All,All,R,stringent,50,0.0735476907382843
2018,11,tv,All,All,R,stringent,50,0.0718479695327036
2018,12,tv,All,All,R,stringent,50,0.0640582493489372
2019,1,tv,All,All,R,stringent,50,0.0798112210939175
2019,2,tv,All,All,R,stringent,50,0.0851469829205449
2019,3,tv,All,All,R,stringent,50,0.079888155448049
2019,4,tv,All,All,R,stringent,50,0.0808187916687685
2019,5,tv,All,All,R,stringent,50,0.0770499442936681
2019,6,tv,All,All,R,stringent,50,0.0757150917490779
2019,7,tv,All,All,R,stringent,50,0.0808637631304974
2019,8,tv,All,All,R,stringent,50,0.0806669464154874
2019,9,tv,All,All,R,stringent,50,0.0751994233699154
2019,10,tv,All,All,R,stringent,50,0.0800623244398487
2019,11,tv,All,All,R,stringent,50,0.080847645588964
2019,12,tv,All,All,R,stringent,50,0.0819796863027547
2020,1,tv,All,All,R,stringent,50,0.0906652776332833
2020,2,tv,All,All,R,stringent,50,0.0923342056621681
2020,3,tv,All,All,R,stringent,50,0.102678589639827
2020,4,tv,All,All,R,stringent,50,0.103592523917446
2020,5,tv,All,All,R,stringent,50,0.0956021409362769
2020,6,tv,All,All,R,stringent,50,0.0959484881053986
2020,7,tv,All,All,R,stringent,50,0.0934640718316343
2020,8,tv,All,All,R,stringent,50,0.0996721188741254
2020,9,tv,All,All,R,stringent,50,0.103592024396024
2020,10,tv,All,All,R,stringent,50,0.108470531694777
2020,11,tv,All,All,R,stringent,50,0.125221756049372
2020,12,tv,All,All,R,stringent,50,0.0860363231489906
2021,1,tv,All,All,R,stringent,50,0.0957228023744045
2021,2,tv,All,All,R,stringent,50,0.082489971751204
2021,3,tv,All,All,R,stringent,50,0.0784400540774188
2021,4,tv,All,All,R,stringent,50,0.0820164281010223
2021,5,tv,All,All,R,stringent,50,0.0768308173017348
2021,6,tv,All,All,R,stringent,50,0.0763451481075644
2021,7,tv,All,All,R,stringent,50,0.0746635241923063
2021,8,tv,All,All,R,stringent,50,0.0825178688275585
2021,9,tv,All,All,R,stringent,50,0.0841087430661465
2021,10,tv,All,All,R,stringent,50,0.0801907913753696
2021,11,tv,All,All,R,stringent,50,0.0879286978656886
2021,12,tv,All,All,R,stringent,50,0.0795457740784761
2022,1,tv,All,All,R,stringent,50,0.079041034409067
2022,2,tv,All,All,R,stringent,50,0.089967796030687
2022,3,tv,All,All,R,stringent,50,0.0933027488271599
2022,4,tv,All,All,R,stringent,50,0.0841429935780344
2022,5,tv,All,All,R,stringent,50,0.0821336160105819
2022,6,tv,All,All,R,stringent,50,0.0806019670729742
2022,7,tv,All,All,R,stringent,50,0.078926675096059
2022,8,tv,All,All,R,stringent,50,0.0798245649160488
2022,9,tv,All,All,R,stringent,50,0.0772358456562443
2022,10,tv,All,All,R,stringent,50,0.0775777820245422
2016,1,tv,All,18-24,L,lenient,50,0.0250101934008642
2016,1,tv,All,25-34,L,lenient,50,0.02338128863144
2016,1,tv,All,35-44,L,lenient,50,0.0253068453597816
2016,1,tv,All,45-54,L,lenient,50,0.0285395531768996
2016,1,tv,All,55+,L,lenient,50,0.0282349806364558
2016,2,tv,All,18-24,L,lenient,50,0.038749587422933
2016,2,tv,All,25-34,L,lenient,50,0.0434954991819443
2016,2,tv,All,35-44,L,lenient,50,0.0475338920737348
2016,2,tv,All,45-54,L,lenient,50,0.0454119903925483
2016,2,tv,All,55+,L,lenient,50,0.0440935504952677
2016,3,tv,All,18-24,L,lenient,50,0.0531035971329897
2016,3,tv,All,25-34,L,lenient,50,0.0492537876650028
2016,3,tv,All,35-44,L,lenient,50,0.0560244478358794
2016,3,tv,All,45-54,L,lenient,50,0.0468615302004093
2016,3,tv,All,55+,L,lenient,50,0.0491881432115655
2016,4,tv,All,18-24,L,lenient,50,0.0427684391402948
2016,4,tv,All,25-34,L,lenient,50,0.0466678251464973
2016,4,tv,All,35-44,L,lenient,50,0.0463795932556932
2016,4,tv,All,45-54,L,lenient,50,0.04419896908507
2016,4,tv,All,55+,L,lenient,50,0.0431537627677438
2016,5,tv,All,18-24,L,lenient,50,0.0336129744149026
2016,5,tv,All,25-34,L,lenient,50,0.0343057493803178
2016,5,tv,All,35-44,L,lenient,50,0.0389594463967303
2016,5,tv,All,45-54,L,lenient,50,0.037060733986473
2016,5,tv,All,55+,L,lenient,50,0.0395362848024913
2016,6,tv,All,18-24,L,lenient,50,0.0439570203265497
2016,6,tv,All,25-34,L,lenient,50,0.0467214182066829
2016,6,tv,All,35-44,L,lenient,50,0.0483154297730888
2016,6,tv,All,45-54,L,lenient,50,0.0446621134646279
2016,6,tv,All,55+,L,lenient,50,0.051819147629468
2016,7,tv,All,18-24,L,lenient,50,0.0579848941030879
2016,7,tv,All,25-34,L,lenient,50,0.0666352156604815
2016,7,tv,All,35-44,L,lenient,50,0.0697586194691202
2016,7,tv,All,45-54,L,lenient,50,0.0629551341127985
2016,7,tv,All,55+,L,lenient,50,0.0638121370675526
2016,8,tv,All,18-24,L,lenient,50,0.0321104420025862
2016,8,tv,All,25-34,L,lenient,50,0.0365591619179623
2016,8,tv,All,35-44,L,lenient,50,0.0373138079493267
2016,8,tv,All,45-54,L,lenient,50,0.0408642543698039
2016,8,tv,All,55+,L,lenient,50,0.0420367363602238
2016,9,tv,All,18-24,L,lenient,50,0.0403502372469109
2016,9,tv,All,25-34,L,lenient,50,0.0455971233121322
2016,9,tv,All,35-44,L,lenient,50,0.05005253286408
2016,9,tv,All,45-54,L,lenient,50,0.046557692791459
2016,9,tv,All,55+,L,lenient,50,0.0482194893376406
2016,10,tv,All,18-24,L,lenient,50,0.0438852120603856
2016,10,tv,All,25-34,L,lenient,50,0.0486154361080294
2016,10,tv,All,35-44,L,lenient,50,0.0530898017566188
2016,10,tv,All,45-54,L,lenient,50,0.0546188095482029
2016,10,tv,All,55+,L,lenient,50,0.0607961572462826
2016,11,tv,All,18-24,L,lenient,50,0.0682197274144183
2016,11,tv,All,25-34,L,lenient,50,0.0832865628362004
2016,11,tv,All,35-44,L,lenient,50,0.081824780026175
2016,11,tv,All,45-54,L,lenient,50,0.0699050172942321
2016,11,tv,All,55+,L,lenient,50,0.0654993796015473
2016,12,tv,All,18-24,L,lenient,50,0.031465631256253
2016,12,tv,All,25-34,L,lenient,50,0.0393625664287183
2016,12,tv,All,35-44,L,lenient,50,0.0423207841602832
2016,12,tv,All,45-54,L,lenient,50,0.0398669350526724
2016,12,tv,All,55+,L,lenient,50,0.0416649510792724
2017,1,tv,All,18-24,L,lenient,50,0.0471099908458321
2017,1,tv,All,25-34,L,lenient,50,0.054516387977989
2017,1,tv,All,35-44,L,lenient,50,0.0519307397019551
2017,1,tv,All,45-54,L,lenient,50,0.044420618378402
2017,1,tv,All,55+,L,lenient,50,0.0510861965412683
2017,2,tv,All,18-24,L,lenient,50,0.0385388843425467
2017,2,tv,All,25-34,L,lenient,50,0.0468677781052135
2017,2,tv,All,35-44,L,lenient,50,0.0551477895138102
2017,2,tv,All,45-54,L,lenient,50,0.0513527451750547
2017,2,tv,All,55+,L,lenient,50,0.0600119402531191
2017,3,tv,All,18-24,L,lenient,50,0.0346763864008452
2017,3,tv,All,25-34,L,lenient,50,0.0434477494261498
2017,3,tv,All,35-44,L,lenient,50,0.051074726237801
2017,3,tv,All,45-54,L,lenient,50,0.0530925613048699
2017,3,tv,All,55+,L,lenient,50,0.0606697205170258
2017,4,tv,All,18-24,L,lenient,50,0.0404970583495171
2017,4,tv,All,25-34,L,lenient,50,0.048460917652047
2017,4,tv,All,35-44,L,lenient,50,0.0565930526512513
2017,4,tv,All,45-54,L,lenient,50,0.0564529443731831
2017,4,tv,All,55+,L,lenient,50,0.0595743135763115
2017,5,tv,All,18-24,L,lenient,50,0.0439709690743998
2017,5,tv,All,25-34,L,lenient,50,0.0467826334405514
2017,5,tv,All,35-44,L,lenient,50,0.0552229454041281
2017,5,tv,All,45-54,L,lenient,50,0.0579215935730954
2017,5,tv,All,55+,L,lenient,50,0.0640325348099199
2017,6,tv,All,18-24,L,lenient,50,0.0362724109839689
2017,6,tv,All,25-34,L,lenient,50,0.0410276882221559
2017,6,tv,All,35-44,L,lenient,50,0.05667915898191
2017,6,tv,All,45-54,L,lenient,50,0.0595084861699232
2017,6,tv,All,55+,L,lenient,50,0.0675742885612572
2017,7,tv,All,18-24,L,lenient,50,0.0373889174602214
2017,7,tv,All,25-34,L,lenient,50,0.0429393316924179
2017,7,tv,All,35-44,L,lenient,50,0.0565737624699117
2017,7,tv,All,45-54,L,lenient,50,0.0618465018184367
2017,7,tv,All,55+,L,lenient,50,0.065164258228941
2017,8,tv,All,18-24,L,lenient,50,0.0411717751846933
2017,8,tv,All,25-34,L,lenient,50,0.052140049464703
2017,8,tv,All,35-44,L,lenient,50,0.0613257339648178
2017,8,tv,All,45-54,L,lenient,50,0.0633286091918839
2017,8,tv,All,55+,L,lenient,50,0.0671171418614427
2017,9,tv,All,18-24,L,lenient,50,0.0451693888940199
2017,9,tv,All,25-34,L,lenient,50,0.0497369691371169
2017,9,tv,All,35-44,L,lenient,50,0.0671356363784934
2017,9,tv,All,45-54,L,lenient,50,0.0647656970991851
2017,9,tv,All,55+,L,lenient,50,0.0694779195664817
2017,11,tv,All,18-24,L,lenient,50,0.0324215198805166
2017,11,tv,All,25-34,L,lenient,50,0.0387878454651294
2017,11,tv,All,35-44,L,lenient,50,0.0474924952699704
2017,11,tv,All,45-54,L,lenient,50,0.0505125758916375
2017,11,tv,All,55+,L,lenient,50,0.0551677699398879
2017,12,tv,All,18-24,L,lenient,50,0.035085891207645
2017,12,tv,All,25-34,L,lenient,50,0.0437419095847246
2017,12,tv,All,35-44,L,lenient,50,0.0512872090857879
2017,12,tv,All,45-54,L,lenient,50,0.0529398931573537
2017,12,tv,All,55+,L,lenient,50,0.0559941545471336
2018,1,tv,All,18-24,L,lenient,50,0.036857228156987
2018,1,tv,All,25-34,L,lenient,50,0.0377019571946898
2018,1,tv,All,35-44,L,lenient,50,0.0461320865069189
2018,1,tv,All,45-54,L,lenient,50,0.0487358811942371
2018,1,tv,All,55+,L,lenient,50,0.0514516266830099
2018,2,tv,All,18-24,L,lenient,50,0.0316751730735795
2018,2,tv,All,25-34,L,lenient,50,0.0331816857425957
2018,2,tv,All,35-44,L,lenient,50,0.0450101792280745
2018,2,tv,All,45-54,L,lenient,50,0.0498466096895747
2018,2,tv,All,55+,L,lenient,50,0.0544371116705991
2018,3,tv,All,18-24,L,lenient,50,0.0276090202734355
2018,3,tv,All,25-34,L,lenient,50,0.0351662348217362
2018,3,tv,All,35-44,L,lenient,50,0.0434954336296844
2018,3,tv,All,45-54,L,lenient,50,0.0492585718768943
2018,3,tv,All,55+,L,lenient,50,0.0582934501918434
2018,4,tv,All,18-24,L,lenient,50,0.0286751588237568
2018,4,tv,All,25-34,L,lenient,50,0.0345120608371168
2018,4,tv,All,35-44,L,lenient,50,0.0485462360100633
2018,4,tv,All,45-54,L,lenient,50,0.0538493931447515
2018,4,tv,All,55+,L,lenient,50,0.0593752727159416
2018,5,tv,All,18-24,L,lenient,50,0.0287050978167885
2018,5,tv,All,25-34,L,lenient,50,0.0335005872121288
2018,5,tv,All,35-44,L,lenient,50,0.0417948652218858
2018,5,tv,All,45-54,L,lenient,50,0.046485450986034
2018,5,tv,All,55+,L,lenient,50,0.0531250914883672
2018,6,tv,All,18-24,L,lenient,50,0.0299725800277553
2018,6,tv,All,25-34,L,lenient,50,0.0316027007167577
2018,6,tv,All,35-44,L,lenient,50,0.0438453770800573
2018,6,tv,All,45-54,L,lenient,50,0.0518341571134462
2018,6,tv,All,55+,L,lenient,50,0.0552233875829346
2018,7,tv,All,18-24,L,lenient,50,0.0303844321828101
2018,7,tv,All,25-34,L,lenient,50,0.0362773919369738
2018,7,tv,All,35-44,L,lenient,50,0.0440566523179198
