state,program,network,period,value,medium,domain
KS,LEAD WITH JAKE TAPPER,CNN,Last 3 months,63466,tv,
NM,LAST WORD W/ L. ODONNELL,MSNBC,Last 3 months,62977,tv,
NH,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,62697,tv,
ID,"STORY, THE",FOXNC,Last 3 months,62370,tv,
ID,AMERICA REPORTS,FOXNC,Last 3 months,62201,tv,
KS,AMERICA REPORTS,FOXNC,Last 3 months,62083,tv,
ME,CNN NEWSROOM,CNN,Last 3 months,60660,tv,
NH,HANNITY,FOXNC,Last 3 months,59964,tv,
SD,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,59069,tv,
MT,"FIVE, THE",FOXNC,Last 3 months,58960,tv,
NH,"INGRAHAM ANGLE, THE",FOXNC,Last 3 months,58882,tv,
SD,HANNITY,FOXNC,Last 3 months,56743,tv,
HI,BEAT W/ARI MELBER,MSNBC,Last 3 months,52331,tv,
SD,CNN NEWSROOM,CNN,Last 3 months,51771,tv,
MT,AMERICA REPORTS,FOXNC,Last 3 months,51098,tv,
MT,SPECIAL RPT W/BRET BAIER,FOXNC,Last 3 months,51068,tv,
MT,OUTNUMBERED,FOXNC,Last 3 months,50090,tv,
NH,GUTFELD!,FOXNC,Last 3 months,49853,tv,
MT,AMERICAS NEWSROOM,FOXNC,Last 3 months,49660,tv,
MT,CNN NEWSROOM,CNN,Last 3 months,48933,tv,
MT,JESSE WATTERS PRIMETIME,FOXNC,Last 3 months,48910,tv,
SD,JESSE WATTERS PRIMETIME,FOXNC,Last 3 months,47790,tv,
NH,"FIVE, THE",FOXNC,Last 3 months,47779,tv,
HI,DEADLINE:WHITE HOUSE,MSNBC,Last 3 months,47204,tv,
VT,MORNING JOE,MSNBC,Last 3 months,46785,tv,
HI,ALL IN W/ CHRIS HAYES,MSNBC,Last 3 months,46172,tv,
VT,DEADLINE:WHITE HOUSE,MSNBC,Last 3 months,45521,tv,
HI,11TH HOUR W/B. WILLIAMS,MSNBC,Last 3 months,44780,tv,
SD,"INGRAHAM ANGLE, THE",FOXNC,Last 3 months,44499,tv,
RI,NEW DAY,CNN,Last 3 months,43929,tv,
ME,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,43192,tv,
MT,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,42910,tv,
DC,CNN NEWSROOM,CNN,Last 3 months,42657,tv,
VT,FOX AND FRIENDS,FOXNC,Last 3 months,42616,tv,
WY,OUTNUMBERED,FOXNC,Last 3 months,42532,tv,
MT,"INGRAHAM ANGLE, THE",FOXNC,Last 3 months,41816,tv,
NH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 3 months,41225,tv,
NH,JESSE WATTERS PRIMETIME,FOXNC,Last 3 months,41147,tv,
VT,BEAT W/ARI MELBER,MSNBC,Last 3 months,41134,tv,
HI,REIDOUT,MSNBC,Last 3 months,40661,tv,
MT,FOX NEWS LIVE,FOXNC,Last 3 months,40061,tv,
HI,ERIN BURNETT OUTFRONT,CNN,Last 3 months,39422,tv,
VT,ALL IN W/ CHRIS HAYES,MSNBC,Last 3 months,38879,tv,
SD,OUTNUMBERED,FOXNC,Last 3 months,38844,tv,
SD,MORNING JOE,MSNBC,Last 3 months,38815,tv,
SD,"STORY, THE",FOXNC,Last 3 months,38269,tv,
VT,CNN NEWSROOM,CNN,Last 3 months,37856,tv,
WY,FOX NEWS LIVE,FOXNC,Last 3 months,37752,tv,
SD,FOX NEWS LIVE,FOXNC,Last 3 months,37615,tv,
VT,AMERICAS NEWSROOM,FOXNC,Last 3 months,37500,tv,
RI,DEADLINE:WHITE HOUSE,MSNBC,Last 3 months,37448,tv,
RI,ANDERSON COOPER 360,CNN,Last 3 months,37334,tv,
NH,FOX AND FRIENDS,FOXNC,Last 3 months,37144,tv,
VT,JESSE WATTERS PRIMETIME,FOXNC,Last 3 months,36682,tv,
SD,FOX NEWS AT NIGHT,FOXNC,Last 3 months,36612,tv,
ME,NEW DAY,CNN,Last 3 months,36365,tv,
ME,ERIN BURNETT OUTFRONT,CNN,Last 3 months,36342,tv,
HI,ALEX WAGNER TONIGHT,MSNBC,Last 3 months,35968,tv,
HI,ANDERSON COOPER 360,CNN,Last 3 months,34942,tv,
WY,AMERICA REPORTS,FOXNC,Last 3 months,34925,tv,
DE,DEADLINE:WHITE HOUSE,MSNBC,Last 3 months,34897,tv,
VT,REIDOUT,MSNBC,Last 3 months,34843,tv,
NH,FOX NEWS LIVE,FOXNC,Last 3 months,34389,tv,
RI,MORNING JOE,MSNBC,Last 3 months,34265,tv,
RI,LEAD WITH JAKE TAPPER,CNN,Last 3 months,33880,tv,
HI,LEAD WITH JAKE TAPPER,CNN,Last 3 months,33789,tv,
DE,LEAD WITH JAKE TAPPER,CNN,Last 3 months,33685,tv,
WY,"STORY, THE",FOXNC,Last 3 months,33129,tv,
ME,JESSE WATTERS PRIMETIME,FOXNC,Last 3 months,33103,tv,
VT,AMERICA REPORTS,FOXNC,Last 3 months,33020,tv,
DE,INSIDE POLITICS,CNN,Last 3 months,32333,tv,
WY,CNN NEWSROOM,CNN,Last 3 months,32028,tv,
ME,AMERICA REPORTS,FOXNC,Last 3 months,31629,tv,
ND,"FIVE, THE",FOXNC,Last 3 months,31087,tv,
DE,MORNING JOE,MSNBC,Last 3 months,30967,tv,
DE,SITUATION ROOM,CNN,Last 3 months,30653,tv,
WY,"FAULKNER FOCUS, THE",FOXNC,Last 3 months,30341,tv,
DE,ANDERSON COOPER 360,CNN,Last 3 months,30072,tv,
WY,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,29777,tv,
WY,SPECIAL RPT W/BRET BAIER,FOXNC,Last 3 months,29549,tv,
ME,FOX AND FRIENDS,FOXNC,Last 3 months,29480,tv,
ME,AMERICAS NEWSROOM,FOXNC,Last 3 months,29432,tv,
WY,JESSE WATTERS PRIMETIME,FOXNC,Last 3 months,29388,tv,
WY,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 3 months,29099,tv,
RI,CNN TONIGHT,CNN,Last 3 months,28427,tv,
RI,SITUATION ROOM,CNN,Last 3 months,28370,tv,
DE,ERIN BURNETT OUTFRONT,CNN,Last 3 months,28124,tv,
DE,BEAT W/ARI MELBER,MSNBC,Last 3 months,28071,tv,
DC,NEW DAY,CNN,Last 3 months,28054,tv,
ME,HANNITY,FOXNC,Last 3 months,27398,tv,
RI,LAST WORD W/ L. ODONNELL,MSNBC,Last 3 months,26265,tv,
RI,INSIDE POLITICS,CNN,Last 3 months,26069,tv,
ND,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,25874,tv,
ME,ANDERSON COOPER 360,CNN,Last 3 months,25454,tv,
DE,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,25343,tv,
ND,HANNITY,FOXNC,Last 3 months,23274,tv,
ND,JESSE WATTERS PRIMETIME,FOXNC,Last 3 months,21315,tv,
DC,ANDERSON COOPER 360,CNN,Last 3 months,20791,tv,
ND,"INGRAHAM ANGLE, THE",FOXNC,Last 3 months,20108,tv,
DC,CNN TONIGHT,CNN,Last 3 months,19604,tv,
DC,SITUATION ROOM,CNN,Last 3 months,18173,tv,
DC,LEAD WITH JAKE TAPPER,CNN,Last 3 months,17757,tv,
DC,DON LEMON TONIGHT,CNN,Last 3 months,17683,tv,
ND,FOX REPORT WITH JON SCOTT,FOXNC,Last 3 months,17628,tv,
DC,INSIDE POLITICS,CNN,Last 3 months,17303,tv,
ND,SPECIAL RPT W/BRET BAIER,FOXNC,Last 3 months,16435,tv,
DC,ERIN BURNETT OUTFRONT,CNN,Last 3 months,16165,tv,
ND,CNN NEWSROOM,CNN,Last 3 months,15534,tv,
AK,GUTFELD!,FOXNC,Last 3 months,15407,tv,
DC,DEADLINE:WHITE HOUSE,MSNBC,Last 3 months,15332,tv,
AK,TUCKER CARLSON TONIGHT,FOXNC,Last 3 months,13592,tv,
ND,"EVENING EDIT, THE",FOX Business Network,Last 3 months,12835,tv,
ND,FOX AND FRIENDS,FOXNC,Last 3 months,12808,tv,
AK,LAST WORD W/ L. ODONNELL,MSNBC,Last 3 months,12688,tv,
AK,DEADLINE:WHITE HOUSE,MSNBC,Last 3 months,12688,tv,
AK,11TH HOUR W/B. WILLIAMS,MSNBC,Last 3 months,12688,tv,
AK,FOX NEWS AT NIGHT,FOXNC,Last 3 months,12403,tv,
AK,ALL IN W/ CHRIS HAYES,MSNBC,Last 3 months,11432,tv,
AK,"INGRAHAM ANGLE, THE",FOXNC,Last 3 months,10746,tv,
AK,CNN NEWSROOM,CNN,Last 3 months,9832,tv,
AK,REIDOUT,MSNBC,Last 3 months,9437,tv,
CA,CNN NEWSROOM,CNN,Last 6 months,869048,tv,
NY,CNN NEWSROOM,CNN,Last 6 months,551807,tv,
FL,CNN NEWSROOM,CNN,Last 6 months,542012,tv,
CA,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,531451,tv,
TX,CNN NEWSROOM,CNN,Last 6 months,470989,tv,
CA,HANNITY,FOXNC,Last 6 months,467342,tv,
FL,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,457128,tv,
FL,"FIVE, THE",FOXNC,Last 6 months,438992,tv,
CA,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,419540,tv,
CA,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,414286,tv,
FL,HANNITY,FOXNC,Last 6 months,401601,tv,
FL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,391903,tv,
FL,FOX AND FRIENDS,FOXNC,Last 6 months,391555,tv,
TX,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,389973,tv,
CA,ANDERSON COOPER 360,CNN,Last 6 months,388279,tv,
CA,GUTFELD!,FOXNC,Last 6 months,387811,tv,
CA,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,387807,tv,
CA,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,382535,tv,
FL,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,380062,tv,
CA,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,378460,tv,
FL,AMERICAS NEWSROOM,FOXNC,Last 6 months,368470,tv,
TX,"FIVE, THE",FOXNC,Last 6 months,356278,tv,
TX,HANNITY,FOXNC,Last 6 months,346242,tv,
FL,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,338779,tv,
TX,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,337547,tv,
PA,CNN NEWSROOM,CNN,Last 6 months,330833,tv,
FL,AMERICA REPORTS,FOXNC,Last 6 months,330752,tv,
TX,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,309420,tv,
TX,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,305410,tv,
NY,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,296635,tv,
PA,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,290450,tv,
TX,AMERICA REPORTS,FOXNC,Last 6 months,289219,tv,
NY,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,288087,tv,
IL,CNN NEWSROOM,CNN,Last 6 months,284774,tv,
PA,"FIVE, THE",FOXNC,Last 6 months,284545,tv,
TX,GUTFELD!,FOXNC,Last 6 months,282980,tv,
NC,CNN NEWSROOM,CNN,Last 6 months,277232,tv,
TX,AMERICAS NEWSROOM,FOXNC,Last 6 months,275646,tv,
PA,HANNITY,FOXNC,Last 6 months,271368,tv,
MI,CNN NEWSROOM,CNN,Last 6 months,266824,tv,
NY,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,264821,tv,
OH,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,259964,tv,
OH,HANNITY,FOXNC,Last 6 months,259790,tv,
VA,CNN NEWSROOM,CNN,Last 6 months,255519,tv,
NY,ANDERSON COOPER 360,CNN,Last 6 months,253912,tv,
GA,CNN NEWSROOM,CNN,Last 6 months,252791,tv,
PA,FOX AND FRIENDS,FOXNC,Last 6 months,252209,tv,
NY,MORNING JOE,MSNBC,Last 6 months,250416,tv,
NY,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,250001,tv,
NJ,CNN NEWSROOM,CNN,Last 6 months,249507,tv,
OH,CNN NEWSROOM,CNN,Last 6 months,243501,tv,
PA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,241216,tv,
PA,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,238891,tv,
PA,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,238384,tv,
NY,NEW DAY,CNN,Last 6 months,237076,tv,
NY,"FIVE, THE",FOXNC,Last 6 months,230396,tv,
NY,BEAT W/ARI MELBER,MSNBC,Last 6 months,218949,tv,
OH,"FIVE, THE",FOXNC,Last 6 months,216900,tv,
OH,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,216066,tv,
MA,CNN NEWSROOM,CNN,Last 6 months,215704,tv,
OH,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,212887,tv,
PA,AMERICAS NEWSROOM,FOXNC,Last 6 months,211696,tv,
GA,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,210625,tv,
PA,GUTFELD!,FOXNC,Last 6 months,210079,tv,
NJ,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,209542,tv,
NC,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,203282,tv,
NC,HANNITY,FOXNC,Last 6 months,200120,tv,
TN,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,199042,tv,
TN,AMERICAS NEWSROOM,FOXNC,Last 6 months,197717,tv,
OH,FOX AND FRIENDS,FOXNC,Last 6 months,197103,tv,
MI,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,195517,tv,
GA,HANNITY,FOXNC,Last 6 months,195178,tv,
IL,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,193770,tv,
NC,"FIVE, THE",FOXNC,Last 6 months,191984,tv,
MD,CNN NEWSROOM,CNN,Last 6 months,190458,tv,
NC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,187500,tv,
OH,AMERICAS NEWSROOM,FOXNC,Last 6 months,187038,tv,
NJ,"FIVE, THE",FOXNC,Last 6 months,185474,tv,
TN,FOX AND FRIENDS,FOXNC,Last 6 months,185228,tv,
OH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,185201,tv,
TN,"FIVE, THE",FOXNC,Last 6 months,184592,tv,
NJ,HANNITY,FOXNC,Last 6 months,184213,tv,
AZ,CNN NEWSROOM,CNN,Last 6 months,183351,tv,
OH,GUTFELD!,FOXNC,Last 6 months,182149,tv,
NC,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,181807,tv,
NC,FOX AND FRIENDS,FOXNC,Last 6 months,178963,tv,
TN,HANNITY,FOXNC,Last 6 months,178423,tv,
IL,"FIVE, THE",FOXNC,Last 6 months,178270,tv,
VA,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,177733,tv,
TN,AMERICA REPORTS,FOXNC,Last 6 months,175493,tv,
TN,OUTNUMBERED,FOXNC,Last 6 months,173439,tv,
TN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,173002,tv,
MI,HANNITY,FOXNC,Last 6 months,172131,tv,
TN,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,171773,tv,
NJ,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,170412,tv,
VA,"FIVE, THE",FOXNC,Last 6 months,169835,tv,
GA,"FIVE, THE",FOXNC,Last 6 months,169317,tv,
GA,FOX AND FRIENDS,FOXNC,Last 6 months,167364,tv,
MI,FOX AND FRIENDS,FOXNC,Last 6 months,166685,tv,
NC,AMERICAS NEWSROOM,FOXNC,Last 6 months,166470,tv,
IL,HANNITY,FOXNC,Last 6 months,166340,tv,
VA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,166138,tv,
IL,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,164428,tv,
MI,"FIVE, THE",FOXNC,Last 6 months,162034,tv,
IL,GUTFELD!,FOXNC,Last 6 months,161346,tv,
VA,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,159063,tv,
TN,"FAULKNER FOCUS, THE",FOXNC,Last 6 months,154852,tv,
GA,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,154613,tv,
VA,HANNITY,FOXNC,Last 6 months,151563,tv,
NC,AMERICA REPORTS,FOXNC,Last 6 months,151461,tv,
GA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,151156,tv,
IL,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,149631,tv,
GA,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,149255,tv,
MI,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,147942,tv,
IL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,147094,tv,
NJ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,145039,tv,
SC,"FIVE, THE",FOXNC,Last 6 months,143958,tv,
IL,AMERICA REPORTS,FOXNC,Last 6 months,142374,tv,
MI,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,141653,tv,
VA,NEW DAY,CNN,Last 6 months,140559,tv,
VA,AMERICAS NEWSROOM,FOXNC,Last 6 months,140393,tv,
NC,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 6 months,139371,tv,
WA,CNN NEWSROOM,CNN,Last 6 months,138076,tv,
IN,"FIVE, THE",FOXNC,Last 6 months,137014,tv,
NJ,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,136522,tv,
LA,"FIVE, THE",FOXNC,Last 6 months,135208,tv,
GA,AMERICAS NEWSROOM,FOXNC,Last 6 months,134104,tv,
VA,AMERICA REPORTS,FOXNC,Last 6 months,134091,tv,
MI,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,132886,tv,
MO,CNN NEWSROOM,CNN,Last 6 months,132417,tv,
AL,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,131938,tv,
AL,HANNITY,FOXNC,Last 6 months,131884,tv,
MO,"FIVE, THE",FOXNC,Last 6 months,130771,tv,
MI,MORNING JOE,MSNBC,Last 6 months,130026,tv,
MI,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,129952,tv,
GA,AMERICA REPORTS,FOXNC,Last 6 months,129726,tv,
VA,FOX AND FRIENDS,FOXNC,Last 6 months,128744,tv,
SC,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,127622,tv,
CO,CNN NEWSROOM,CNN,Last 6 months,127180,tv,
IL,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,127110,tv,
NV,CNN NEWSROOM,CNN,Last 6 months,125872,tv,
NJ,GUTFELD!,FOXNC,Last 6 months,125801,tv,
MO,HANNITY,FOXNC,Last 6 months,125292,tv,
SC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,124127,tv,
SC,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,123894,tv,
AZ,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,121931,tv,
MO,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,121568,tv,
SC,HANNITY,FOXNC,Last 6 months,121363,tv,
AZ,HANNITY,FOXNC,Last 6 months,121045,tv,
AL,"FIVE, THE",FOXNC,Last 6 months,120072,tv,
NJ,AMERICA REPORTS,FOXNC,Last 6 months,119162,tv,
LA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,117841,tv,
LA,AMERICAS NEWSROOM,FOXNC,Last 6 months,117630,tv,
WI,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,117432,tv,
SC,FOX AND FRIENDS,FOXNC,Last 6 months,116803,tv,
SC,AMERICAS NEWSROOM,FOXNC,Last 6 months,115728,tv,
LA,AMERICA REPORTS,FOXNC,Last 6 months,115615,tv,
LA,"STORY, THE",FOXNC,Last 6 months,115062,tv,
IN,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,114208,tv,
WI,HANNITY,FOXNC,Last 6 months,112610,tv,
MO,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,111276,tv,
AL,AMERICAS NEWSROOM,FOXNC,Last 6 months,111036,tv,
OR,CNN NEWSROOM,CNN,Last 6 months,110668,tv,
MO,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,110283,tv,
LA,FOX NEWS LIVE,FOXNC,Last 6 months,109995,tv,
IN,HANNITY,FOXNC,Last 6 months,109359,tv,
AL,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,108261,tv,
SC,CNN NEWSROOM,CNN,Last 6 months,106753,tv,
LA,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 6 months,106650,tv,
WI,"FIVE, THE",FOXNC,Last 6 months,105971,tv,
OK,HANNITY,FOXNC,Last 6 months,105646,tv,
IN,CNN NEWSROOM,CNN,Last 6 months,105524,tv,
LA,OUTNUMBERED,FOXNC,Last 6 months,104840,tv,
NJ,FOX AND FRIENDS,FOXNC,Last 6 months,104459,tv,
MO,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,103995,tv,
WI,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,103798,tv,
AZ,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,103301,tv,
MN,CNN NEWSROOM,CNN,Last 6 months,103246,tv,
OK,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,102620,tv,
IN,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,102514,tv,
KY,AMERICA REPORTS,FOXNC,Last 6 months,102413,tv,
SC,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,102239,tv,
MA,ANDERSON COOPER 360,CNN,Last 6 months,101591,tv,
AL,GUTFELD!,FOXNC,Last 6 months,100616,tv,
WA,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,100276,tv,
MO,AMERICAS NEWSROOM,FOXNC,Last 6 months,100176,tv,
LA,FOX AND FRIENDS,FOXNC,Last 6 months,99997,tv,
MA,NEW DAY,CNN,Last 6 months,99070,tv,
KY,"FIVE, THE",FOXNC,Last 6 months,98810,tv,
AL,AMERICA REPORTS,FOXNC,Last 6 months,98747,tv,
WI,CNN NEWSROOM,CNN,Last 6 months,97991,tv,
CT,CNN NEWSROOM,CNN,Last 6 months,97711,tv,
KY,AMERICAS NEWSROOM,FOXNC,Last 6 months,97628,tv,
IN,AMERICAS NEWSROOM,FOXNC,Last 6 months,97302,tv,
MO,FOX AND FRIENDS,FOXNC,Last 6 months,97109,tv,
WI,GUTFELD!,FOXNC,Last 6 months,97033,tv,
AL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,96913,tv,
AZ,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,96713,tv,
WA,HANNITY,FOXNC,Last 6 months,96186,tv,
MO,GUTFELD!,FOXNC,Last 6 months,95980,tv,
AZ,GUTFELD!,FOXNC,Last 6 months,95655,tv,
MA,SITUATION ROOM,CNN,Last 6 months,95562,tv,
SC,AMERICA REPORTS,FOXNC,Last 6 months,95522,tv,
KY,HANNITY,FOXNC,Last 6 months,95516,tv,
MD,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,95243,tv,
OK,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,94663,tv,
IN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,94599,tv,
IN,FOX AND FRIENDS,FOXNC,Last 6 months,94572,tv,
AL,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,94071,tv,
AZ,"FIVE, THE",FOXNC,Last 6 months,92219,tv,
LA,CNN NEWSROOM,CNN,Last 6 months,92137,tv,
NV,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,92111,tv,
AZ,AMERICA REPORTS,FOXNC,Last 6 months,91890,tv,
IN,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,91647,tv,
MA,LEAD WITH JAKE TAPPER,CNN,Last 6 months,91626,tv,
AZ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,91261,tv,
AL,FOX AND FRIENDS,FOXNC,Last 6 months,91192,tv,
OK,"FIVE, THE",FOXNC,Last 6 months,90986,tv,
WA,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,90554,tv,
KY,OUTNUMBERED,FOXNC,Last 6 months,89634,tv,
WI,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,89200,tv,
OK,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,88728,tv,
MA,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,88344,tv,
KY,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,88042,tv,
KY,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,86975,tv,
IN,AMERICA REPORTS,FOXNC,Last 6 months,86803,tv,
OK,AMERICA REPORTS,FOXNC,Last 6 months,86349,tv,
OK,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,86280,tv,
KY,FOX AND FRIENDS,FOXNC,Last 6 months,86123,tv,
WA,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,86000,tv,
KY,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,85584,tv,
AR,"FIVE, THE",FOXNC,Last 6 months,85009,tv,
WI,FOX AND FRIENDS,FOXNC,Last 6 months,84530,tv,
KY,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,83958,tv,
AR,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,83142,tv,
IA,"FIVE, THE",FOXNC,Last 6 months,82760,tv,
MN,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,82741,tv,
IA,CNN NEWSROOM,CNN,Last 6 months,82524,tv,
IA,HANNITY,FOXNC,Last 6 months,82482,tv,
MD,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,82450,tv,
MD,BEAT W/ARI MELBER,MSNBC,Last 6 months,82420,tv,
AR,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,82407,tv,
WI,AMERICAS NEWSROOM,FOXNC,Last 6 months,82055,tv,
AR,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,81987,tv,
MD,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,81916,tv,
MD,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,81753,tv,
MD,"FIVE, THE",FOXNC,Last 6 months,81689,tv,
MA,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,81526,tv,
NV,HANNITY,FOXNC,Last 6 months,81225,tv,
MD,ANDERSON COOPER 360,CNN,Last 6 months,81114,tv,
WA,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,80863,tv,
CO,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,80618,tv,
WA,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,80394,tv,
MD,NEW DAY,CNN,Last 6 months,80284,tv,
MD,MORNING JOE,MSNBC,Last 6 months,80105,tv,
MA,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,79601,tv,
IA,FOX AND FRIENDS,FOXNC,Last 6 months,79540,tv,
MA,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,79305,tv,
AZ,FOX NEWS LIVE,FOXNC,Last 6 months,79250,tv,
MA,"FIVE, THE",FOXNC,Last 6 months,78902,tv,
WA,GUTFELD!,FOXNC,Last 6 months,78832,tv,
MN,HANNITY,FOXNC,Last 6 months,78023,tv,
OK,AMERICAS NEWSROOM,FOXNC,Last 6 months,77007,tv,
CT,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,76246,tv,
OK,GUTFELD!,FOXNC,Last 6 months,75553,tv,
WA,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,75520,tv,
IA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,73339,tv,
IA,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,73074,tv,
