state,program,network,period,value,medium,domain
NM,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,31963,tv,
KS,LEAD WITH JAKE TAPPER,CNN,Last 6 months,31733,tv,
NM,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,31488,tv,
NH,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,31349,tv,
ID,"STORY, THE",FOXNC,Last 6 months,31185,tv,
ID,AMERICA REPORTS,FOXNC,Last 6 months,31100,tv,
KS,AMERICA REPORTS,FOXNC,Last 6 months,31042,tv,
ME,CNN NEWSROOM,CNN,Last 6 months,30330,tv,
NH,HANNITY,FOXNC,Last 6 months,29982,tv,
SD,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,29535,tv,
MT,"FIVE, THE",FOXNC,Last 6 months,29480,tv,
NH,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,29441,tv,
SD,HANNITY,FOXNC,Last 6 months,28372,tv,
HI,BEAT W/ARI MELBER,MSNBC,Last 6 months,26166,tv,
SD,CNN NEWSROOM,CNN,Last 6 months,25886,tv,
MT,AMERICA REPORTS,FOXNC,Last 6 months,25549,tv,
MT,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,25534,tv,
MT,OUTNUMBERED,FOXNC,Last 6 months,25045,tv,
NH,GUTFELD!,FOXNC,Last 6 months,24926,tv,
MT,AMERICAS NEWSROOM,FOXNC,Last 6 months,24830,tv,
MT,CNN NEWSROOM,CNN,Last 6 months,24466,tv,
MT,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,24455,tv,
SD,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,23895,tv,
NH,"FIVE, THE",FOXNC,Last 6 months,23890,tv,
HI,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,23602,tv,
VT,MORNING JOE,MSNBC,Last 6 months,23392,tv,
HI,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,23086,tv,
VT,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,22761,tv,
HI,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,22390,tv,
SD,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,22250,tv,
RI,NEW DAY,CNN,Last 6 months,21965,tv,
ME,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,21596,tv,
MT,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,21455,tv,
DC,CNN NEWSROOM,CNN,Last 6 months,21328,tv,
VT,FOX AND FRIENDS,FOXNC,Last 6 months,21308,tv,
WY,OUTNUMBERED,FOXNC,Last 6 months,21266,tv,
MT,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,20908,tv,
NH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,20613,tv,
NH,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,20574,tv,
VT,BEAT W/ARI MELBER,MSNBC,Last 6 months,20567,tv,
HI,REIDOUT,MSNBC,Last 6 months,20330,tv,
MT,FOX NEWS LIVE,FOXNC,Last 6 months,20031,tv,
HI,ERIN BURNETT OUTFRONT,CNN,Last 6 months,19711,tv,
VT,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,19440,tv,
SD,OUTNUMBERED,FOXNC,Last 6 months,19422,tv,
SD,MORNING JOE,MSNBC,Last 6 months,19408,tv,
SD,"STORY, THE",FOXNC,Last 6 months,19135,tv,
VT,CNN NEWSROOM,CNN,Last 6 months,18928,tv,
WY,FOX NEWS LIVE,FOXNC,Last 6 months,18876,tv,
SD,FOX NEWS LIVE,FOXNC,Last 6 months,18807,tv,
VT,AMERICAS NEWSROOM,FOXNC,Last 6 months,18750,tv,
RI,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,18724,tv,
RI,ANDERSON COOPER 360,CNN,Last 6 months,18667,tv,
NH,FOX AND FRIENDS,FOXNC,Last 6 months,18572,tv,
VT,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,18341,tv,
SD,FOX NEWS AT NIGHT,FOXNC,Last 6 months,18306,tv,
ME,NEW DAY,CNN,Last 6 months,18182,tv,
ME,ERIN BURNETT OUTFRONT,CNN,Last 6 months,18171,tv,
HI,ALEX WAGNER TONIGHT,MSNBC,Last 6 months,17984,tv,
HI,ANDERSON COOPER 360,CNN,Last 6 months,17471,tv,
WY,AMERICA REPORTS,FOXNC,Last 6 months,17463,tv,
DE,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,17449,tv,
VT,REIDOUT,MSNBC,Last 6 months,17422,tv,
NH,FOX NEWS LIVE,FOXNC,Last 6 months,17194,tv,
RI,MORNING JOE,MSNBC,Last 6 months,17132,tv,
RI,LEAD WITH JAKE TAPPER,CNN,Last 6 months,16940,tv,
HI,LEAD WITH JAKE TAPPER,CNN,Last 6 months,16895,tv,
DE,LEAD WITH JAKE TAPPER,CNN,Last 6 months,16842,tv,
WY,"STORY, THE",FOXNC,Last 6 months,16565,tv,
ME,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,16552,tv,
VT,AMERICA REPORTS,FOXNC,Last 6 months,16510,tv,
DE,INSIDE POLITICS,CNN,Last 6 months,16166,tv,
WY,CNN NEWSROOM,CNN,Last 6 months,16014,tv,
ME,AMERICA REPORTS,FOXNC,Last 6 months,15814,tv,
ND,"FIVE, THE",FOXNC,Last 6 months,15543,tv,
DE,MORNING JOE,MSNBC,Last 6 months,15483,tv,
DE,SITUATION ROOM,CNN,Last 6 months,15327,tv,
WY,"FAULKNER FOCUS, THE",FOXNC,Last 6 months,15171,tv,
DE,ANDERSON COOPER 360,CNN,Last 6 months,15036,tv,
WY,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,14888,tv,
WY,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,14775,tv,
ME,FOX AND FRIENDS,FOXNC,Last 6 months,14740,tv,
ME,AMERICAS NEWSROOM,FOXNC,Last 6 months,14716,tv,
WY,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,14694,tv,
WY,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 6 months,14550,tv,
RI,CNN TONIGHT,CNN,Last 6 months,14213,tv,
RI,SITUATION ROOM,CNN,Last 6 months,14185,tv,
DE,ERIN BURNETT OUTFRONT,CNN,Last 6 months,14062,tv,
DE,BEAT W/ARI MELBER,MSNBC,Last 6 months,14035,tv,
DC,NEW DAY,CNN,Last 6 months,14027,tv,
ME,HANNITY,FOXNC,Last 6 months,13699,tv,
RI,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,13133,tv,
RI,INSIDE POLITICS,CNN,Last 6 months,13035,tv,
ND,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,12937,tv,
ME,ANDERSON COOPER 360,CNN,Last 6 months,12727,tv,
DE,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,12672,tv,
ND,HANNITY,FOXNC,Last 6 months,11637,tv,
ND,JESSE WATTERS PRIMETIME,FOXNC,Last 6 months,10657,tv,
DC,ANDERSON COOPER 360,CNN,Last 6 months,10396,tv,
ND,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,10054,tv,
DC,CNN TONIGHT,CNN,Last 6 months,9802,tv,
DC,SITUATION ROOM,CNN,Last 6 months,9086,tv,
DC,LEAD WITH JAKE TAPPER,CNN,Last 6 months,8878,tv,
DC,DON LEMON TONIGHT,CNN,Last 6 months,8841,tv,
ND,FOX REPORT WITH JON SCOTT,FOXNC,Last 6 months,8814,tv,
DC,INSIDE POLITICS,CNN,Last 6 months,8651,tv,
ND,SPECIAL RPT W/BRET BAIER,FOXNC,Last 6 months,8217,tv,
DC,ERIN BURNETT OUTFRONT,CNN,Last 6 months,8083,tv,
ND,CNN NEWSROOM,CNN,Last 6 months,7767,tv,
AK,GUTFELD!,FOXNC,Last 6 months,7704,tv,
DC,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,7666,tv,
AK,TUCKER CARLSON TONIGHT,FOXNC,Last 6 months,6796,tv,
ND,"EVENING EDIT, THE",FOX Business Network,Last 6 months,6417,tv,
ND,FOX AND FRIENDS,FOXNC,Last 6 months,6404,tv,
AK,LAST WORD W/ L. ODONNELL,MSNBC,Last 6 months,6344,tv,
AK,DEADLINE:WHITE HOUSE,MSNBC,Last 6 months,6344,tv,
AK,11TH HOUR W/B. WILLIAMS,MSNBC,Last 6 months,6344,tv,
AK,FOX NEWS AT NIGHT,FOXNC,Last 6 months,6202,tv,
AK,ALL IN W/ CHRIS HAYES,MSNBC,Last 6 months,5716,tv,
AK,"INGRAHAM ANGLE, THE",FOXNC,Last 6 months,5373,tv,
AK,CNN NEWSROOM,CNN,Last 6 months,4916,tv,
AK,REIDOUT,MSNBC,Last 6 months,4719,tv,
CA,CNN NEWSROOM,CNN,Last 12 months,434524,tv,
NY,CNN NEWSROOM,CNN,Last 12 months,275903,tv,
FL,CNN NEWSROOM,CNN,Last 12 months,271006,tv,
CA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,265725,tv,
TX,CNN NEWSROOM,CNN,Last 12 months,235494,tv,
CA,HANNITY,FOXNC,Last 12 months,233671,tv,
FL,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,228564,tv,
FL,"FIVE, THE",FOXNC,Last 12 months,219496,tv,
CA,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,209770,tv,
CA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,207143,tv,
FL,HANNITY,FOXNC,Last 12 months,200801,tv,
FL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,195952,tv,
FL,FOX AND FRIENDS,FOXNC,Last 12 months,195777,tv,
TX,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,194987,tv,
CA,ANDERSON COOPER 360,CNN,Last 12 months,194139,tv,
CA,GUTFELD!,FOXNC,Last 12 months,193905,tv,
CA,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,193904,tv,
CA,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,191268,tv,
FL,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,190031,tv,
CA,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,189230,tv,
FL,AMERICAS NEWSROOM,FOXNC,Last 12 months,184235,tv,
TX,"FIVE, THE",FOXNC,Last 12 months,178139,tv,
TX,HANNITY,FOXNC,Last 12 months,173121,tv,
FL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,169389,tv,
TX,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,168774,tv,
PA,CNN NEWSROOM,CNN,Last 12 months,165417,tv,
FL,AMERICA REPORTS,FOXNC,Last 12 months,165376,tv,
TX,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,154710,tv,
TX,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,152705,tv,
NY,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,148317,tv,
PA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,145225,tv,
TX,AMERICA REPORTS,FOXNC,Last 12 months,144610,tv,
NY,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,144043,tv,
IL,CNN NEWSROOM,CNN,Last 12 months,142387,tv,
PA,"FIVE, THE",FOXNC,Last 12 months,142273,tv,
TX,GUTFELD!,FOXNC,Last 12 months,141490,tv,
NC,CNN NEWSROOM,CNN,Last 12 months,138616,tv,
TX,AMERICAS NEWSROOM,FOXNC,Last 12 months,137823,tv,
PA,HANNITY,FOXNC,Last 12 months,135684,tv,
MI,CNN NEWSROOM,CNN,Last 12 months,133412,tv,
NY,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,132410,tv,
OH,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,129982,tv,
OH,HANNITY,FOXNC,Last 12 months,129895,tv,
VA,CNN NEWSROOM,CNN,Last 12 months,127759,tv,
NY,ANDERSON COOPER 360,CNN,Last 12 months,126956,tv,
GA,CNN NEWSROOM,CNN,Last 12 months,126395,tv,
PA,FOX AND FRIENDS,FOXNC,Last 12 months,126105,tv,
NY,MORNING JOE,MSNBC,Last 12 months,125208,tv,
NY,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,125001,tv,
NJ,CNN NEWSROOM,CNN,Last 12 months,124754,tv,
OH,CNN NEWSROOM,CNN,Last 12 months,121750,tv,
PA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,120608,tv,
PA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,119446,tv,
PA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,119192,tv,
NY,NEW DAY,CNN,Last 12 months,118538,tv,
NY,"FIVE, THE",FOXNC,Last 12 months,115198,tv,
NY,BEAT W/ARI MELBER,MSNBC,Last 12 months,109474,tv,
OH,"FIVE, THE",FOXNC,Last 12 months,108450,tv,
OH,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,108033,tv,
MA,CNN NEWSROOM,CNN,Last 12 months,107852,tv,
OH,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,106443,tv,
PA,AMERICAS NEWSROOM,FOXNC,Last 12 months,105848,tv,
GA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,105313,tv,
PA,GUTFELD!,FOXNC,Last 12 months,105040,tv,
NJ,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,104771,tv,
NC,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,101641,tv,
NC,HANNITY,FOXNC,Last 12 months,100060,tv,
TN,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,99521,tv,
TN,AMERICAS NEWSROOM,FOXNC,Last 12 months,98858,tv,
OH,FOX AND FRIENDS,FOXNC,Last 12 months,98551,tv,
MI,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,97759,tv,
GA,HANNITY,FOXNC,Last 12 months,97589,tv,
IL,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,96885,tv,
NC,"FIVE, THE",FOXNC,Last 12 months,95992,tv,
MD,CNN NEWSROOM,CNN,Last 12 months,95229,tv,
NC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,93750,tv,
OH,AMERICAS NEWSROOM,FOXNC,Last 12 months,93519,tv,
NJ,"FIVE, THE",FOXNC,Last 12 months,92737,tv,
TN,FOX AND FRIENDS,FOXNC,Last 12 months,92614,tv,
OH,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,92600,tv,
TN,"FIVE, THE",FOXNC,Last 12 months,92296,tv,
NJ,HANNITY,FOXNC,Last 12 months,92107,tv,
AZ,CNN NEWSROOM,CNN,Last 12 months,91676,tv,
OH,GUTFELD!,FOXNC,Last 12 months,91074,tv,
NC,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,90903,tv,
NC,FOX AND FRIENDS,FOXNC,Last 12 months,89481,tv,
TN,HANNITY,FOXNC,Last 12 months,89212,tv,
IL,"FIVE, THE",FOXNC,Last 12 months,89135,tv,
VA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,88867,tv,
TN,AMERICA REPORTS,FOXNC,Last 12 months,87746,tv,
TN,OUTNUMBERED,FOXNC,Last 12 months,86719,tv,
TN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,86501,tv,
MI,HANNITY,FOXNC,Last 12 months,86065,tv,
TN,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,85886,tv,
NJ,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,85206,tv,
VA,"FIVE, THE",FOXNC,Last 12 months,84917,tv,
GA,"FIVE, THE",FOXNC,Last 12 months,84658,tv,
GA,FOX AND FRIENDS,FOXNC,Last 12 months,83682,tv,
MI,FOX AND FRIENDS,FOXNC,Last 12 months,83342,tv,
NC,AMERICAS NEWSROOM,FOXNC,Last 12 months,83235,tv,
IL,HANNITY,FOXNC,Last 12 months,83170,tv,
VA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,83069,tv,
IL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,82214,tv,
MI,"FIVE, THE",FOXNC,Last 12 months,81017,tv,
IL,GUTFELD!,FOXNC,Last 12 months,80673,tv,
VA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,79531,tv,
TN,"FAULKNER FOCUS, THE",FOXNC,Last 12 months,77426,tv,
GA,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,77306,tv,
VA,HANNITY,FOXNC,Last 12 months,75781,tv,
NC,AMERICA REPORTS,FOXNC,Last 12 months,75731,tv,
GA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,75578,tv,
IL,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,74815,tv,
GA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,74627,tv,
MI,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,73971,tv,
IL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,73547,tv,
NJ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,72520,tv,
SC,"FIVE, THE",FOXNC,Last 12 months,71979,tv,
IL,AMERICA REPORTS,FOXNC,Last 12 months,71187,tv,
MI,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,70826,tv,
VA,NEW DAY,CNN,Last 12 months,70280,tv,
VA,AMERICAS NEWSROOM,FOXNC,Last 12 months,70196,tv,
NC,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 12 months,69686,tv,
WA,CNN NEWSROOM,CNN,Last 12 months,69038,tv,
IN,"FIVE, THE",FOXNC,Last 12 months,68507,tv,
NJ,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,68261,tv,
LA,"FIVE, THE",FOXNC,Last 12 months,67604,tv,
GA,AMERICAS NEWSROOM,FOXNC,Last 12 months,67052,tv,
VA,AMERICA REPORTS,FOXNC,Last 12 months,67045,tv,
MI,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,66443,tv,
MO,CNN NEWSROOM,CNN,Last 12 months,66209,tv,
AL,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,65969,tv,
AL,HANNITY,FOXNC,Last 12 months,65942,tv,
MO,"FIVE, THE",FOXNC,Last 12 months,65385,tv,
MI,MORNING JOE,MSNBC,Last 12 months,65013,tv,
MI,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,64976,tv,
GA,AMERICA REPORTS,FOXNC,Last 12 months,64863,tv,
VA,FOX AND FRIENDS,FOXNC,Last 12 months,64372,tv,
SC,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,63811,tv,
CO,CNN NEWSROOM,CNN,Last 12 months,63590,tv,
IL,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,63555,tv,
NV,CNN NEWSROOM,CNN,Last 12 months,62936,tv,
NJ,GUTFELD!,FOXNC,Last 12 months,62901,tv,
MO,HANNITY,FOXNC,Last 12 months,62646,tv,
SC,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,62064,tv,
SC,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,61947,tv,
AZ,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,60966,tv,
MO,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,60784,tv,
SC,HANNITY,FOXNC,Last 12 months,60682,tv,
AZ,HANNITY,FOXNC,Last 12 months,60523,tv,
AL,"FIVE, THE",FOXNC,Last 12 months,60036,tv,
NJ,AMERICA REPORTS,FOXNC,Last 12 months,59581,tv,
LA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,58921,tv,
LA,AMERICAS NEWSROOM,FOXNC,Last 12 months,58815,tv,
WI,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,58716,tv,
SC,FOX AND FRIENDS,FOXNC,Last 12 months,58401,tv,
SC,AMERICAS NEWSROOM,FOXNC,Last 12 months,57864,tv,
LA,AMERICA REPORTS,FOXNC,Last 12 months,57808,tv,
LA,"STORY, THE",FOXNC,Last 12 months,57531,tv,
IN,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,57104,tv,
WI,HANNITY,FOXNC,Last 12 months,56305,tv,
MO,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,55638,tv,
AL,AMERICAS NEWSROOM,FOXNC,Last 12 months,55518,tv,
OR,CNN NEWSROOM,CNN,Last 12 months,55334,tv,
MO,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,55142,tv,
LA,FOX NEWS LIVE,FOXNC,Last 12 months,54997,tv,
IN,HANNITY,FOXNC,Last 12 months,54679,tv,
AL,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,54130,tv,
SC,CNN NEWSROOM,CNN,Last 12 months,53376,tv,
LA,YOUR WORLD W/NEIL CAVUTO,FOXNC,Last 12 months,53325,tv,
WI,"FIVE, THE",FOXNC,Last 12 months,52985,tv,
OK,HANNITY,FOXNC,Last 12 months,52823,tv,
IN,CNN NEWSROOM,CNN,Last 12 months,52762,tv,
LA,OUTNUMBERED,FOXNC,Last 12 months,52420,tv,
NJ,FOX AND FRIENDS,FOXNC,Last 12 months,52230,tv,
MO,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,51997,tv,
WI,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,51899,tv,
AZ,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,51650,tv,
MN,CNN NEWSROOM,CNN,Last 12 months,51623,tv,
OK,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,51310,tv,
IN,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,51257,tv,
KY,AMERICA REPORTS,FOXNC,Last 12 months,51206,tv,
SC,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,51119,tv,
MA,ANDERSON COOPER 360,CNN,Last 12 months,50796,tv,
AL,GUTFELD!,FOXNC,Last 12 months,50308,tv,
WA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,50138,tv,
MO,AMERICAS NEWSROOM,FOXNC,Last 12 months,50088,tv,
LA,FOX AND FRIENDS,FOXNC,Last 12 months,49999,tv,
MA,NEW DAY,CNN,Last 12 months,49535,tv,
KY,"FIVE, THE",FOXNC,Last 12 months,49405,tv,
AL,AMERICA REPORTS,FOXNC,Last 12 months,49374,tv,
WI,CNN NEWSROOM,CNN,Last 12 months,48995,tv,
CT,CNN NEWSROOM,CNN,Last 12 months,48856,tv,
KY,AMERICAS NEWSROOM,FOXNC,Last 12 months,48814,tv,
IN,AMERICAS NEWSROOM,FOXNC,Last 12 months,48651,tv,
MO,FOX AND FRIENDS,FOXNC,Last 12 months,48555,tv,
WI,GUTFELD!,FOXNC,Last 12 months,48516,tv,
AL,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,48457,tv,
AZ,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,48357,tv,
WA,HANNITY,FOXNC,Last 12 months,48093,tv,
MO,GUTFELD!,FOXNC,Last 12 months,47990,tv,
AZ,GUTFELD!,FOXNC,Last 12 months,47827,tv,
MA,SITUATION ROOM,CNN,Last 12 months,47781,tv,
SC,AMERICA REPORTS,FOXNC,Last 12 months,47761,tv,
KY,HANNITY,FOXNC,Last 12 months,47758,tv,
MD,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,47622,tv,
OK,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,47331,tv,
IN,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,47299,tv,
IN,FOX AND FRIENDS,FOXNC,Last 12 months,47286,tv,
AL,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,47036,tv,
AZ,"FIVE, THE",FOXNC,Last 12 months,46110,tv,
LA,CNN NEWSROOM,CNN,Last 12 months,46069,tv,
NV,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,46056,tv,
AZ,AMERICA REPORTS,FOXNC,Last 12 months,45945,tv,
IN,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,45823,tv,
MA,LEAD WITH JAKE TAPPER,CNN,Last 12 months,45813,tv,
AZ,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,45630,tv,
AL,FOX AND FRIENDS,FOXNC,Last 12 months,45596,tv,
OK,"FIVE, THE",FOXNC,Last 12 months,45493,tv,
WA,LAST WORD W/ L. ODONNELL,MSNBC,Last 12 months,45277,tv,
KY,OUTNUMBERED,FOXNC,Last 12 months,44817,tv,
WI,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,44600,tv,
OK,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,44364,tv,
MA,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,44172,tv,
KY,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,44021,tv,
KY,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,43487,tv,
IN,AMERICA REPORTS,FOXNC,Last 12 months,43401,tv,
OK,AMERICA REPORTS,FOXNC,Last 12 months,43174,tv,
OK,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,43140,tv,
KY,FOX AND FRIENDS,FOXNC,Last 12 months,43061,tv,
WA,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,43000,tv,
KY,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,42792,tv,
AR,"FIVE, THE",FOXNC,Last 12 months,42505,tv,
WI,FOX AND FRIENDS,FOXNC,Last 12 months,42265,tv,
KY,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,41979,tv,
AR,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,41571,tv,
IA,"FIVE, THE",FOXNC,Last 12 months,41380,tv,
MN,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,41370,tv,
IA,CNN NEWSROOM,CNN,Last 12 months,41262,tv,
IA,HANNITY,FOXNC,Last 12 months,41241,tv,
MD,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,41225,tv,
MD,BEAT W/ARI MELBER,MSNBC,Last 12 months,41210,tv,
AR,JESSE WATTERS PRIMETIME,FOXNC,Last 12 months,41203,tv,
WI,AMERICAS NEWSROOM,FOXNC,Last 12 months,41028,tv,
AR,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,40994,tv,
MD,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,40958,tv,
MD,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,40876,tv,
MD,"FIVE, THE",FOXNC,Last 12 months,40844,tv,
MA,ALEX WAGNER TONIGHT,MSNBC,Last 12 months,40763,tv,
NV,HANNITY,FOXNC,Last 12 months,40613,tv,
MD,ANDERSON COOPER 360,CNN,Last 12 months,40557,tv,
WA,11TH HOUR W/B. WILLIAMS,MSNBC,Last 12 months,40432,tv,
CO,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,40309,tv,
WA,DEADLINE:WHITE HOUSE,MSNBC,Last 12 months,40197,tv,
MD,NEW DAY,CNN,Last 12 months,40142,tv,
MD,MORNING JOE,MSNBC,Last 12 months,40053,tv,
MA,ALL IN W/ CHRIS HAYES,MSNBC,Last 12 months,39801,tv,
IA,FOX AND FRIENDS,FOXNC,Last 12 months,39770,tv,
MA,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,39652,tv,
AZ,FOX NEWS LIVE,FOXNC,Last 12 months,39625,tv,
MA,"FIVE, THE",FOXNC,Last 12 months,39451,tv,
WA,GUTFELD!,FOXNC,Last 12 months,39416,tv,
MN,HANNITY,FOXNC,Last 12 months,39012,tv,
OK,AMERICAS NEWSROOM,FOXNC,Last 12 months,38503,tv,
CT,TUCKER CARLSON TONIGHT,FOXNC,Last 12 months,38123,tv,
OK,GUTFELD!,FOXNC,Last 12 months,37777,tv,
WA,"INGRAHAM ANGLE, THE",FOXNC,Last 12 months,37760,tv,
IA,SPECIAL RPT W/BRET BAIER,FOXNC,Last 12 months,36670,tv,
